WerkAutorinID,WerkID,GND,Werk
wa00710,w00710,117329053,"Erkämpft (R.), 1904."
wa00711,w00711,117329053,"Iugendschuld (R.), 1904."
wa00712,w00712,117329053,"Verblutet (R.), 1905."
wa00713,w00713,117329053,"Lebenskrisen (R.), 1905."
wa00714,w00714,117329053,"Iunge Ehen (Nn.), 1904."
wa00715,w00715,117329053,"Sonnensehnsucht (R.), 1911."
wa00716,w00716,1055098747,"RiesAm Astjärw (Livländ. Sg.), 1889."
wa00717,w00717,1055098747,Gedichte. 1894.
wa00718,w00718,1055098747,"Nesthäkchen (R.), 1898."
wa00719,w00719,1055098747,"Endlich gefunden (R.), 1900."
wa00720,w00720,1055098747,"Frau Herdanas Freier (R.), 1911."
wa00721,w00721,1055098747,"Wolgalieder (R.), 1912."
wa00722,w00722,1055098747,"Feuerzauber. Das lahme Lorchen (2 En.), 1912."
wa00723,w00723,116836814,"Moderne Novellen, 1891. (Inhalt: Dmitri."
wa00724,w00724,116836814,Die Narowanixe.
wa00725,w00725,116836814,Ein Fragment.
wa00726,w00726,116836814,Helgoland).
wa00727,w00727,116836814,"Schattenbilder aus dem Lande des Sonnenscheins (Poet. Nn.), 1896 (Inhalt: Santa Maria del Mar."
wa00728,w00728,116836814,Sein Iugendtraum).
wa00729,w00729,116836814,"Ein letzter Wille (R.), 1906."
wa00730,w00730,116836814,"Verirrt (R.), 1905."
wa00731,w00731,116836814,"Herbstfäden (Nn.), 1913."
wa00732,w00732,116857285,"Über das Dämonische bei Goethe (Essay), 1901."
wa00733,w00733,116857285,"Fremdes Glück (N.), 1902."
wa00734,w00734,116857285,"Rettung (R.), 1904."
wa00735,w00735,116857285,"Kaiser Tiberius auf Capri (Hist. R.), 1908."
wa00736,w00736,116857285,"Rafael von Urbino (Kulturhistor. R.), 1911."
wa00737,w00737,116911832,"SchöBunte Märchen, 1887. 2. A. 1896."
wa00738,w00738,116911832,"Klumpe-Dumpe und andere Märchen, 1892."
wa00739,w00739,116911832,"Liebeswirren (Nn.), 1893."
wa00740,w00740,116911832,"Ein unmodernes Mädchen (R.), 1903."
wa00741,w00741,116911832,"Fort damit! (Lsp.), 1904."
wa00742,w00742,116911832,"Selbstverrat (Dr.), 1905."
wa00743,w00743,116911832,"Vorstudien (Lustsp.), 1908."
wa00744,w00744,116911832,"Nachsaison (Lustsp.), 1908."
wa00745,w00745,116911832,"Sturm (Schsp.), 1910."
wa00746,w00746,117059021,"Von der Nordmark (Rz. u. Ball.), 1869."
wa00747,w00747,117072796,"SchrKönig Sundara (Tr.), 1887. 2. A. 1889."
wa00748,w00748,117072796,"Gedichte, 1889."
wa00749,w00749,117072796,"Darah, oder: Schah Dschehan und seine Söhne (Histor. Tr.), 1891."
wa00750,w00750,117072796,"Worte der Wahrheit (Buddhistische Spruchsamml.), 1892."
wa00751,w00751,117072796,"Der Templer und das Kind der Berge, 1892."
wa00752,w00752,117072796,"Mangoblüten (Samml. indischer Lr. und Sprüche in deutscher Nachbildung), 1892."
wa00753,w00753,117072796,"Livonenlieder (Ge. der studentischen Korporation Livonia; hrsg.), 1877."
wa00754,w00754,117072796,"Indiens Literatur und Kultur (50 Vorlesungen), 1887."
wa00755,w00755,117072796,"Sakuntala (Romantisches Märchenspiel, frei nach Kalidasa für die deutsche Bühne bearbeitet), 1903."
wa00756,w00756,117072796,"Prinzessin Zofe (Indisches Lustspiel), frei für die deutsche Bühne bearbeitet), 1903."
wa00757,w00757,117072796,"Baltische Heimat-, Trutzund Trostlieder, 1906."
wa00758,w00758,117072796,"Germanische Elben und Götter beim Estenvolke, 1906."
wa00759,w00759,117072796,"Mysterium und Minus im Rigveda, 1908."
wa00760,w00760,117072796,"Die Wurzeln der Sage vom heil. Gral, 1910."
wa00761,w00761,117072796,"Die Vollendung des arischen Mysteriums in Baireuth, 1911."
wa00762,w00762,117470732,"Meine Muse. 1. Teil: Lieder und Gedichte, 1878. 2. Tl.: Baltische Schnurren, 1878."
wa00763,w00763,117470732,"Eine tolle Geschichte (Lsp.), 1880."
wa00764,w00764,117470732,"Wilder Garten (Neue Ge.), 1882."
wa00765,w00765,117470732,"Der Prinz wider Willen (Op.), 1890."
wa00766,w00766,117470732,"Baltische Schnurren, 2. Folge, 1895. 3. Folge, 1902."
wa00767,w00767,117470732,"Kompositionen ohne Noten, 1896."
wa00768,w00768,117470732,"Señor Kduckduckduck (Lustige Sommergesch.), 1903."
wa00769,w00769,117470732,"Estnische Schnurren und andere schnurrige Sachen in Vers und Prosa, 1905."
wa00770,w00770,117470732,"Aus alter und neuer Zeit (Orig-Ge. und Übersetzungen), 1907."
wa00771,w00771,117470732,"Nachklänge ans trüben u. heiteren Tagen, 1911."
wa00772,w00772,120451093,The Song of Mani1888.
wa00773,w00773,120451093,"LongLieder und Sprüche a. d. Volke für d. Volk, 1887."
wa00774,w00774,120451093,"toba and other Poems, fellows Evangeline, ins Deutsche übers., 1879."
wa00775,w00775,117419109,"Gedichte, 1847."
wa00776,w00776,117419109,"Palmen und Birken (Dn.), 1852."
wa00777,w00777,117419109,"Deutsche Dichter in Rußland (Studien), 1855."
wa00778,w00778,117419109,"Literarisches Taschenbuch der Deutschen in Rußland, 1858."
wa00779,w00779,117419109,"Über Madeira und die Antillen nach MittelAmerika, 1861."
wa00780,w00780,117419109,"Aus beiden Welten (Dn.), 1863."
wa00781,w00781,117419109,"Herder in Riga, 1868,"
wa00782,w00782,117419109,"Humboldt u. die deutsche Bildungsquelle in Livland, 1869."
wa00783,w00783,117419109,"Karl Walfried von Stern (Nekrolog), 1874."
wa00784,w00784,1031351493,"sämtlich Erzählungen für junge Mädchen: Iunge Mädchenherzen im Wechsel des Lebens (2 En.), 1886."
wa00785,w00785,1031351493,"Die Familie Horst, 1887."
wa00786,w00786,1031351493,"Försters Ella, 1890."
wa00787,w00787,1031351493,"Eine junge gnädige Frau, 1888."
wa00788,w00788,1031351493,Mädchenblüten (2 Nn.: Die gezähmte Widerspenstige.
wa00789,w00789,1031351493,"Nur eine Bonne), 1897."
wa00790,w00790,1031351493,"Unser Sonnenkind, 1902."
wa00791,w00791,1031351493,"Aus der Iugendzeit (2 En.), Neue Ausg. 1908."
wa00792,w00792,1050523210,"Salom und Herwart (Schsp.), 1901."
wa00793,w00793,1050523210,"Das Kunkelfräulein (Schsp.), 1901."
wa00794,w00794,1050523210,"Iohann Wolthuß von Herse (Tr.), 1903."
wa00795,w00795,1050523210,"Iohann Uexküll von Riesenberg (Trag.), 1910."
wa00796,w00796,1055120238,"Gedichte, 1839."
wa00797,w00797,118617605,"Ste Was am Grund der Seele ruht (Bekenntnisse eines Seelenarztes), 1909."
wa00798,w00798,118617605,"Nervöse Leute (Kleine Federzeichngn. a. d. Praxis), 1911."
wa00799,w00799,118617605,"Aeskulap als Harlekin (Hum., Sat. u. Phantasie a. d. Praxis), 1911."
wa00800,w00800,117391468,"I. vonII, Ludwig der Kunstsinnige (Festschrift zur Zentenarfeier Ludwigs Bayern), 1888."
wa00801,w00801,117391468,"Bauernfeld, ein Dichterporträt, 1890. 3. A. 1891."
wa00802,w00802,117391468,"Fürst Wladimirs Tafelrunde (Altrussische Heldensagen), 1892."
wa00803,w00803,117391468,"Die Romanows (Intime Episoden aus dem russischen Hofleben), 1893. 3. A. 1906."
wa00804,w00804,117391468,"Aus dem modernen Rußland, 1893."
wa00805,w00805,117391468,"Vom Kaukasus zum Hindukusch (Reisemomente), 1893."
wa00806,w00806,117391468,"Träumereien und Gedichte, 1893."
wa00807,w00807,117391468,"Zwischen Kaspi und Pontus (Kaukasische Sk.), 1896."
wa00808,w00808,117391468,"Zwischen der Ostsee u. dem Stillen Ozean (Zustände und Strömungen in alten und modernen Rußland), 1896."
wa00809,w00809,117391468,"Der kranke Mann (Kulturbilder a. d. Türkei), 1902."
wa00810,w00810,117391468,Geschichte der öffentlichen Sittlichkeit in Rußland (Eigene Ermittelungen und gesammelte Berichte): 1907.
wa00811,w00811,117391468,"Die moderne Türkei (Erinnerungen, Kulturbilder und Reisemomente), 1908."
wa00812,w00812,139733590,"Gedichte, 1844."
wa00813,w00813,139733590,"Balladen und Lieder von-r-, [Schellbach], Glitsch, Stern und Wittorf, 1846."
wa00814,w00814,139733590,"Gedichte; herausg. von Leopold v. Schröder, 1877."
wa00815,w00815,117276871,"Proletarier-Lieder (Gesammelte Dn., dem arbeitenden Volke gewidmet), 1885. 2. A. u. d. T.: Stimmen im Sturm, 1888."
wa00816,w00816,117276871,"Excelsior! (Neue Lr.), 1889."
wa00817,w00817,117276871,"Höhenrauch (Neue Ge.), 1890."
wa00818,w00818,117276871,"Sonnenstaub (Neue Lr.), 1891."
wa00819,w00819,117276871,"Aus dem Tagebuch eines Enthaltsamen (Aphorismen), 1891."
wa00820,w00820,117276871,"Ausgewählte Gedichte, 1891."
wa00821,w00821,117276871,"Nebensonnen (Neue Ge.), 1892."
wa00822,w00822,117276871,"Mattgold (Neue Dn.), 1893."
wa00823,w00823,117276871,"Die Insel Ahasvers (Ep. G.), 1893."
wa00824,w00824,117276871,"Von jenseit des Meeres (Amerik. Sk.), 1890."
wa00825,w00825,117276871,"Aus den Papieren eines Schwärmers, 1893."
wa00826,w00826,117276871,"Stimmen der Stille (Gedanken über Gott, Natur und Leben), 1894."
wa00827,w00827,117276871,"Erster Frühling (Son. und andere Ge.), 1894."
wa00828,w00828,117276871,"Walter Wendrich (R. a. d. Gegenwart), 1895."
wa00829,w00829,117276871,"Dagmar, Lesseps und andere Gedichte, 1895."
wa00830,w00830,117276871,"Walter Wendrichs neue Lieder, 1897."
wa00831,w00831,117276871,"An den schweizerischen Bundesrat (G.), 1897."
wa00832,w00832,117276871,"Lieder eines Buchhändlers (Neue Ge.), 1898."
wa00833,w00833,117276871,"Diomed (Schsp.), 1899."
wa00834,w00834,117276871,"Waldskizzen aus Österreich, 1901."
wa00835,w00835,117276871,"Abendlicht (Neue Ge.), 1901."
wa00836,w00836,117276871,"Das Richtschwert von Tabor und andere Novellen, 1901."
wa00837,w00837,117276871,"Blumen und Blitze (Neue Dn.), 1902."
wa00838,w00838,117276871,"Typen und Gestalten moderner Belletristik und Philosophie, 1902."
wa00839,w00839,117276871,"Sonnenwolken (Neue Strophen), 1904."
wa00840,w00840,117276871,"Der Seiltänzer und andere Erzählungen, 1905."
wa00841,w00841,117276871,"Lieder aus dem Zaubertal, 1905."
wa00842,w00842,117276871,"Donner und Lerche (Neue Ge.), 1907."
wa00843,w00843,117276871,"Gesammelte Erzählungen, 1906."
wa00844,w00844,117276871,"Gesammelte Gedichte, 1906."
wa00845,w00845,117276871,"Wilhelm Iordan, ein deutsches Dichterund Charakterbild, 1910."
wa00846,w00846,117276871,"Wildfeuer (Neue V.), 1911."
wa00847,w00847,137620403,"Der WunderRabbi (R.), 1880."
wa00848,w00848,137620403,"Fräulein Doktor im Irrenhause (Begebenheit aus unserer Zeit), 1881."
wa00849,w00849,137620403,"Der Sohn der Schrift. Die Wundertäter von Kotzk und Plotzk (2 Nn.), 1883."
wa00850,w00850,1193953723,"Tie Schneeglöckchen (Deutsche Lr. a. d. Ostseeprovinzen, gesammelt u. herausgeg., m. W. Schwartz), 1838."
wa00851,w00851,131735888,"II, 1862. Frühlingsknospen (Ge.), 1837."
wa00852,w00852,131735888,"Frühlingsblüten (Ge.), 1838."
wa00853,w00853,131735888,Rußlands erstes Iahrtausend (Ep. G.);
wa00854,w00854,11740649X,"Gestalten und Träume (Ge.), 1906."
wa00855,w00855,11740649X,"Goethe als Dramaturg (Beitrag zur Literatur u. Theatergeschichte), 1908."
wa00856,w00856,11740649X,"Woldemar Sacks (Charakter-Sk.), 1909."
wa00857,w00857,11740649X,"Die Empfindsamen in Darmstadt (Studien über Männer und Frauen aus der Werther-Zeit), 1910."
wa00858,w00858,11740649X,"Klapperstorchs Ende (Sat. Kom.), 1910."
wa00859,w00859,11740649X,"Der goldene Christus (Dr.), 1912."
wa00860,w00860,117439967,"III, 1889."
wa00861,w00861,117439967,"Gedichte, 1892."
wa00862,w00862,117439967,"Der Abt (Ep. G.), 1885."
wa00863,w00863,117439967,"Kaiser Iulian der Abtrünnige (Hist. R.); Das Dummchen (R.), 1896."
wa00864,w00864,117439967,"Frau Antonie (R.), 1903."
wa00865,w00865,117439967,"Trotzdem (E.), 1906."
wa00866,w00866,117439967,"Aus Tagen und Nächten (Ge.), 1908."
wa00867,w00867,118763733,"UngII, 1837-38. -II, 1838"
wa00868,w00868,118763733,"PsycheII, 1838."
wa00869,w00869,118763733,"Kallenfels (R.); II,II, 1840."
wa00870,w00870,118763733,"III, 1842.II, 1842."
wa00871,w00871,118763733,"Erzählungen IV, 1844."
wa00872,w00872,118763733,"Iena und II, 1844."
wa00873,w00873,118763733,"Paul (R.);II, 1845."
wa00874,w00874,118763733,"Susanna (R.); II, 1847.-II, 1848."
wa00875,w00875,118763733,"Royalisten (R.);II, 1848."
wa00876,w00876,118763733,"Die gelbe Gräfin (R.); II,II, 1848.-II, 1849."
wa00877,w00877,118763733,"Die beiden Schützen,II, 1851."
wa00878,w00878,118763733,"Ein Fa-III, 1853.-IV,II, 1857-58"
wa00879,w00879,118763733,"Erinnerungs-V, 1855-60"
wa00880,w00880,118763733,"Dorothee von III, 1859."
wa00881,w00881,118763733,"III, 1861."
wa00882,w00882,118763733,"Elisabeth III, 1861."
wa00883,w00883,118763733,"Peter Paul Rubens III, 1862. Die Zerrissenen (N.), 1832."
wa00884,w00884,118763733,"Eduard (N.), 1833."
wa00885,w00885,118763733,"Lessing (N.), 1834."
wa00886,w00886,118763733,"Novellen, 1835 (Inh.: Waldgespenst."
wa00887,w00887,118763733,Die Doppelgängerin.
wa00888,w00888,118763733,Der fliegende Holländer.
wa00889,w00889,118763733,Voltaire in Ferney.
wa00890,w00890,118763733,Das Grab des armen Andrey.
wa00891,w00891,118763733,Die Jesuitenschüler.
wa00892,w00892,118763733,Die Schlacht bei Leipzig.
wa00893,w00893,118763733,Eine Gespenstergeschichte aus alter Zeit.
wa00894,w00894,118763733,Die letzte Rose des Kallenfels.
wa00895,w00895,118763733,Kopernikus.
wa00896,w00896,118763733,Der Herr von Mondschein).
wa00897,w00897,118763733,"Molière (N.), 1835."
wa00898,w00898,118763733,"Galathee (R.), 1836."
wa00899,w00899,118763733,"Schiffersagen; Palmyra, oder: Das Tagebuch eines Papageis (Sat. R.), 1838."
wa00900,w00900,118763733,Fortunat (Feenmärchen); (R.); 1839.
wa00901,w00901,118763733,"St. Sylvan (R.); Georgette (N. in Br.), 1840."
wa00902,w00902,118763733,"Die Großmutter (Lustsp.), 1841."
wa00903,w00903,118763733,"Alfred (R.), 1841."
wa00904,w00904,118763733,Diana (R.);
wa00905,w00905,118763733,"Britannikus (R.), 1842."
wa00906,w00906,118763733,Der Missionär (R.); und Novellen; Leipzig (R.); Berühmte deutsche Frauen des 18. Iahrh.; 1848.
wa00907,w00907,118763733,"Das Buch der drei Schwestern (En., M. u. Nn.); Tutu (Phantastische Exkursionen und poetische Episoden), 1849."
wa00908,w00908,118763733,Wilhelm (R.); 1849.
wa00909,w00909,118763733,"Braune Märchen, 1850. 4. A. 1900. 5. Aufl. u. d. T.: Moosgrüne Märchen, 1904."
wa00910,w00910,118763733,"Der deutsche Gilblas (Kom. R.); sching in Wien, 1851."
wa00911,w00911,118763733,"Der Karneval in Berlin, 1852."
wa00912,w00912,118763733,"Macargan, oder: Die Philosophie des 18. Iahrhunderts (R.), 1853."
wa00913,w00913,118763733,"Die Ritter von Marienburg (R.); Selene, 1853."
wa00914,w00914,118763733,Die Nachtlampe; 1853-55
wa00915,w00915,118763733,"Das stille Haus (E.), 1854."
wa00916,w00916,118763733,"Die Dresdener Galerie (Geschn. u. Bilder); blätter; Kurland (Biogr. R.); Künstlerbilder; Charlotte, Herzogin von Orleans (R.); (Biogr. R.), 1862."
wa00917,w00917,118763733,Kleine Romane und Erzählungen;
wa00918,w00918,126457719,"à vom Tpan Die Schwurbrüder (R.), 1911."
wa00919,w00919,126457719,"Kaukasische Novellen, 1912."
wa00920,w00920,126457719,"Der heilige Il (E. a. dem Kaukasus), 1912."
wa00921,w00921,126457719,"Der Sang von Ssosirko dem Narten (Ep.), 1912."
wa00922,w00922,127990011,"Märchen, 1883."
wa00923,w00923,127990011,"Neue Märchen, 1883."
wa00924,w00924,127990011,"Was die Großmutter erzählte (Bilder u. M. f. d. Frauenwelt), 1884."
wa00925,w00925,127990011,"Backfischchens Lehrund Wanderjahre, 1904."
wa00926,w00926,11909892X,"Träumereien an französischen Kaminen (M.), 1871. 30. A. 1904."
wa00927,w00927,11909892X,"Aus der Burschenzeit (Id.), 1876."
wa00928,w00928,11909892X,"Gedichte, 1878. 3. A. 1885."
wa00929,w00929,11909892X,"Kleine Geschichten, 1885."
wa00930,w00930,11909892X,"Alte und neue Troubadour-Lieder, 1889."
wa00931,w00931,11909892X,"Sämtliche Werke, 1. Bd., 1899."
wa00932,w00932,126964750,"Bergkristalle. Gedichte. 1890. ‒ Die Reform der Ehe. 8. (71) Zürich 1894, Verlags Magazin. 1."
wa00933,w00933,126964750,‒ Lyrisch-satirische Nadelstiche einer verspäteten Iungfrau. 1891.
wa00934,w00934,117278556,"Va banque (Schsp.), 1881."
wa00935,w00935,117278556,"Das Charlotte Corday (Tr.), 1867."
wa00936,w00936,117278556,"Ein Weib der Revolution (Tr.), 1871."
wa00937,w00937,117278556,"Eine Heirat auf Probe (Lsp.), 1872."
wa00938,w00938,117278556,"Brüsseler Spitzen (Schsp.), 1876."
wa00939,w00939,117278556,"Böses Gewissen (Lsp.), 1877."
wa00940,w00940,117278556,"Das Rendezvous im Walde (Lsp.), 1878."
wa00941,w00941,117278556,"Scheidungsgründe (Lsp.), 1879."
wa00942,w00942,117278556,"An der schönen blauen Donau (Lsp.), 1880. Mädchen von Marconet (Tr.), 1882."
wa00943,w00943,117278556,"Genziana (Lustsp.), 1882."
wa00944,w00944,117278556,"ZolaAbende bei Frau von S., 1883."
wa00945,w00945,117278556,"Nicht für Kinder (Novellenbuch), 1884. 7. Aufl. 1892."
wa00946,w00946,117278556,"Buch der Unschuld (Neue Nn.), 1885. 2. A. 1889."
wa00947,w00947,117278556,"Früchte der Erkenntnis (Neue Nn.), 1886."
wa00948,w00948,117278556,"Die Pantoffeln des Hofmeisters (E.), 1887."
wa00949,w00949,117278556,"Mit schönen Frauen (Novellist. Gespräche), 1887."
wa00950,w00950,117278556,"Der Tugendwächter (Lsp.), 1888."
wa00951,w00951,117278556,"Wenn junge Frauen durchgehen (N.), 1888."
wa00952,w00952,117278556,"Das schlechtere Geschlecht (Nn.), 1892."
wa00953,w00953,117278556,"Wie Frauen strafen (2 Nn.), 1892."
wa00954,w00954,117278556,"Fatale Geschichten, 1892."
wa00955,w00955,11733555X,"II,II, 1868.III, 1871 [Inhalt:WichIII, 1872."
wa00956,w00956,11733555X,"Das eiserneIII,III,II, 1876 (Inhalt:III, 2. A., 1878."
wa00957,w00957,11733555X,"Der Freund desIII, 1881.II, 1882."
wa00958,w00958,11733555X,"Hohe Gönner (Kom.),WichV,Suum cuiqueII, 1888."
wa00959,w00959,11733555X,"Das Grafenkind u.Post festumIII, 1890."
wa00960,w00960,11733555X,"DieII, 1892.II, 1893."
wa00961,w00961,11733555X,"III,II, 1900."
wa00962,w00962,11733555X,"DerWich Unser General York (Vaterl. Schsp.), 1858."
wa00963,w00963,11733555X,"Hinterm Rücken (Lsp.), 1859."
wa00964,w00964,11733555X,"Der Withing v. Samland (Tr.), 1860."
wa00965,w00965,11733555X,"Licht und Schatten (Schsp.), 1861."
wa00966,w00966,11733555X,Aus anständiger Familie (E.); 1866.
wa00967,w00967,11733555X,"Ihr Taufschein (Lsp.), 1867."
wa00968,w00968,11733555X,Ein häßlicher Mensch (R.);
wa00969,w00969,11733555X,Kleine Romane; Am Strande (sep. 1879).
wa00970,w00970,11733555X,Für tot erklärt (sep. 1879).
wa00971,w00971,11733555X,Ein Komödiant.
wa00972,w00972,11733555X,Schwester Luise.
wa00973,w00973,11733555X,Pauline].
wa00974,w00974,11733555X,"Rosa Lichtwart (N.), 1871."
wa00975,w00975,11733555X,"Hinter den Kulissen (R.); Kreuz (Lebensbild), 1871."
wa00976,w00976,11733555X,"Die Arbeiter (R.), 1873."
wa00977,w00977,11733555X,Wider den Erbfeind und andere Erzählungen; 1873.
wa00978,w00978,11733555X,"Moritz von Sachsen (Tr.), 1873."
wa00979,w00979,11733555X,"Gesammelte dramatische Werke, 1873 [Inhalt: Ein Schritt vom Wege (Lustsp., 1876)."
wa00980,w00980,11733555X,"Der Narr des Glücks (Lustsp., 1876)]."
wa00981,w00981,11733555X,"Die Fabrik zu Niederbronn (Schauspiel), 1874."
wa00982,w00982,11733555X,"Biegen oder brechen (Lsp.), 1874."
wa00983,w00983,11733555X,"Die Realisten (Lsp.), 1874."
wa00984,w00984,11733555X,Das grüne Tor (R.); 1875.
wa00985,w00985,11733555X,"Als Verlobte empfehlen sich (Lsp.), 1875."
wa00986,w00986,11733555X,"An der Majorsecke (Lsp.), 1875."
wa00987,w00987,11733555X,Novellen; Schuster Lange [sep. 1909].
wa00988,w00988,11733555X,Störungen.
wa00989,w00989,11733555X,Ein kleines Bild).
wa00990,w00990,11733555X,"Die Frau für die Welt (Schsp.), 1876."
wa00991,w00991,11733555X,"Die Stimme der Natur (Schsp.), 1877."
wa00992,w00992,11733555X,"Die gnädige Frau v. Paretz (Dramolett), 1877."
wa00993,w00993,11733555X,"Ein starkes Herz (R.); Fürsten (Lsp.), 1880."
wa00994,w00994,11733555X,"In Feindesland (Kriegsbild), 1879."
wa00995,w00995,11733555X,"Eine Geige. Drei Weihnachten (2 Nn.), 1880."
wa00996,w00996,11733555X,"Rauschen (Id.), 1881."
wa00997,w00997,11733555X,"Heinrich von Plauen (Historischer R.); 7. Aufl. 1899. Für die Iugend bearbeitet u. d. T.: Iunker Heinz von Waldstein, von Paul Wichert, 1909."
wa00998,w00998,11733555X,"Litauische Geschichten, 1881. Neue Folge, 1890. 3. A. 1904."
wa00999,w00999,11733555X,"Der geheime Sekretär (Lsp.), 1881."
wa01000,w01000,11733555X,"Nur Wahrheit! Sie verlangt ihre Strafe (2 En.), 1881."
wa01001,w01001,11733555X,Aus dem Leben (En.); 1883.
wa01002,w01002,11733555X,"Peter Munk (Volksschausp.), 1882."
wa01003,w01003,11733555X,"Sommergäste (2 Humoresken), 1883."
wa01004,w01004,11733555X,"Eine vornehme Schwester (R.), 1883."
wa01005,w01005,11733555X,"Unter einer Decke (Nn.), 1884."
wa01006,w01006,11733555X,"Die Braut in Trauer (E.), 1884."
wa01007,w01007,11733555X,"Die Bekenntnisse einer armen Seele (Lsp.), 1884."
wa01008,w01008,11733555X,"Von der deutschen Nordorst-Mark (4 preuß. Geschn.), 1885."
wa01009,w01009,11733555X,"Der Sohn seines Vaters (N.), 1885. 3. A. 1901."
wa01010,w01010,11733555X,"Aus verstreuter Saat (R.), 1886."
wa01011,w01011,11733555X,"Dido (Scherzsp.), 1886."
wa01012,w01012,11733555X,Der große Kurfürst in Preußen (Vaterl. R.); 1887 (Inhalt: 1. Abt.: Konrad Born.
wa01013,w01013,11733555X,2. Abt.: Der Schöppenmeister.
wa01014,w01014,11733555X,3. Abt.: Christian Ludwig von Kalkstein).
wa01015,w01015,11733555X,"Entgleist (N.), 1887."
wa01016,w01016,11733555X,"Die Wassernixe (N.), 1887."
wa01017,w01017,11733555X,"(R.); andere Novellen, 1889."
wa01018,w01018,11733555X,"Eins zum andern (Nn.), 1889.-(Lsp.), 1890."
wa01019,w01019,11733555X,"Der Mann der Freundin (Lustsp.), 1890."
wa01020,w01020,11733555X,"Tileman vom Wege (Histor. R.); talentvolle Tochter (Lsp.), 1890."
wa01021,w01021,11733555X,"Schule und Leben (Nn.), 1891."
wa01022,w01022,11733555X,Der jüngste Bruder (Soz. R.);
wa01023,w01023,11733555X,"Die Taube auf dem Dache (R.), 1892."
wa01024,w01024,11733555X,"Bei frommen Hirten (Kom. O.), 1892."
wa01025,w01025,11733555X,"Sein Kind (Schausp.), 1892."
wa01026,w01026,11733555X,"Nur ein Iude! Das Grundstück (Neue litauische Geschn.), 1893."
wa01027,w01027,11733555X,"Herr von Müller (R.); Aus eigenem Recht (Vaterl. Schsp.), 1894."
wa01028,w01028,11733555X,"Frauengestalten (3 Nn.), 1894,"
wa01029,w01029,11733555X,"Marienburg (Schsp.), 1895.Blinde Liebe (N.), 1895."
wa01030,w01030,11733555X,"Die verlorene Tochter (Hum.), 1895."
wa01031,w01031,11733555X,"Anderer Leute Kinder (2 Nn.), 1895."
wa01032,w01032,11733555X,"Die Schwestern (Eine literar. Geschichte), 1896."
wa01033,w01033,11733555X,"Herrenmoral (R.), 1897."
wa01034,w01034,11733555X,"Monte Carlo u. andere Geschichten, 1898."
wa01035,w01035,11733555X,Vom alten Schlage (R.); 1898.
wa01036,w01036,11733555X,Ein Komödiant (E.); 1898.
wa01037,w01037,11733555X,"Die glückliche Insel (Puppenspiel), 1899."
wa01038,w01038,11733555X,"Die Gräfin von Schwerin (Hist. Schsp.), 1899."
wa01039,w01039,11733555X,"Minister a. D. (R.), 1899."
wa01040,w01040,11733555X,"Richter und Dichter (Ein Lebensausweis), 1899."
wa01041,w01041,11733555X,"Das deutsche Iahrhundert (Weimar) (5 Einakter von E. W., Ios. Lauff, Gg. Engel, Gg. von Ompteda, Ludw. Iacobowski), 1900."
wa01042,w01042,11733555X,"Das Duell. Der Väter Sünden (2 Nn.), 1900."
wa01043,w01043,11733555X,"Getrennte Wege (R.); Hinkefuß und andere Novellen, 1901."
wa01044,w01044,11733555X,"Im Dienst der Pflicht (Schausp.), 1901."
wa01045,w01045,11733555X,Die Thorner Tragödie (R.) 1902.
wa01046,w01046,11733555X,"Der zerbrochene Krummstab (N.), 1902."
wa01047,w01047,11733555X,"Der Schaktarp (Eine litauische Gesch.), 1902."
wa01048,w01048,11733555X,"Geschichten im Schnee, 1903."
wa01049,w01049,11733555X,"Gedichte u. Sprüche, 1904."
wa01050,w01050,11733555X,"Mütter (2 Nn.), 1904."
wa01051,w01051,116144742,"Paul [pseudonym], 1882."
wa01052,w01052,116144742,"DieDick Auf der Woge des Lebens (Ge. von Nord Maid von Mirogh. Sita (zwei epische Dn.), 1884."
wa01053,w01053,116144742,"Tödliche Triebe (Nn.), 1893 (Inhalt: Blonder Zauber."
wa01054,w01054,116144742,Der Sigenstein.
wa01055,w01055,116144742,Der unfreie Wille).
wa01056,w01056,116144742,"Alpennovellen. 1. Folge, 1894."
wa01057,w01057,116144742,"Höhenluft (Nn.), 2. A. 1896 (Inhalt: Tödliche Triebe; s. o.!"
wa01058,w01058,116144742,Alpennovellen; s. o.!)
wa01059,w01059,116144742,"Helldunkle Lieder, 1897."
wa01060,w01060,116144742,Die Sehnsüchtigen (En. u. Sk.) 1900.
wa01061,w01061,116144742,"Stunden und Sterne (Neue Ge.), 1903."
wa01062,w01062,116144742,"Heilfried (Bühnen-M.), 1903."
wa01063,w01063,116144742,"Rosa Margarete (Traum-M.), 1906."
wa01064,w01064,116144742,"Nurmahal (Märchensp.), 1906."
wa01065,w01065,116144742,"Eine oriental. Nacht (Lsp.), 1906."
wa01066,w01066,116144742,"Dunkle Geschicht., 1910."
wa01067,w01067,117395404,"Ein Gruß aus der Ferne (Ge.), 1881."
wa01068,w01068,10417997X ,"Gedichte, 1844."
wa01069,w01069,10417997X ,"Federnelken (Ges. Ge.), 1851."
wa01070,w01070,10417997X ,"Von Dir und für Dich (Lyr. Kranz), 1854."
wa01071,w01071,10417997X ,"Baltische Sagen u. Mären, 1859."
wa01072,w01072,10417997X ,"Brigitte (Lyr.-ep. D.), 1879."
