WerkAutorinID,WerkID,GND,Werk
wa00343,w00343,11872472X,"Waldhüters Weihnacht (Dramat. Festsp. f. Kinder), 1897. 6. T. 1908."
wa00344,w00344,11872472X,"Simple Lieder, 1898. 2. A. 1900."
wa00345,w00345,11872472X,"Der junge Eichendorff (Beitrag zur Gesch. der Romantik), 1898. 2. A. 1908."
wa00346,w00346,11872472X,"Der Weg im Tal (R.), 1900. 4. T. 1905."
wa00347,w00347,11872472X,"Pseudoromantik: Friedrich Kind und der Dresdener Liederkreis, 1904."
wa00348,w00348,11872472X,"Kritische Studien über das Dresdener Hoftheater, 1904."
wa00349,w00349,11872472X,"Gottfried Kämpfer (Ein Herrnhuter Bubenroman), 1904. 28. T. 1910."
wa00350,w00350,11872472X,"Der Kronprinz (Dramat. Historie), 1907."
wa00351,w00351,11872472X,"Der Graf von Gleichen (Tr.), 1908."
wa00352,w00352,11872472X,"Kaspar Krumbholtz (R.); II, 1909‒10. 10. T. 1910."
wa00353,w00353,11872472X,"Wilhelm Raabes Anfänge (Literar. Studie), 1911."
wa00354,w00354,116581999,"Erlebtes und Erstrebtes (Ge.), 1911."
wa00355,w00355,1228123926,"Andenken aus der Vergangenheit (Lr. a. d. Nachlasse), 1888."
wa00356,w00356,116590823,"Freilicht-Skizzen aus Rußland u. anderes, 1901."
wa00357,w00357,116590823,"Wera Minajew. Kämpfe einer Mädchenseele (R.), 1902."
wa00358,w00358,116590823,"Die Insel des Lebens (M. u. Phantasien), 1906."
wa00359,w00359,116590823,"Mutterschaft (Baltischer R.), 1907."
wa00360,w00360,116590823,"Drei Menschen (Psycholog. N.), 1907."
wa00361,w00361,116590823,"Der Schmerzenssohn (Eine stille Gesch.), 1909."
wa00362,w00362,116590823,"Doppelseele (R.), 1910."
wa00363,w00363,116590823,"Rote Tage (Baltische Nn. a. d. Revolutionszeit), 1911."
wa00364,w00364,11872567X,"Gedichte, 1902."
wa00365,w00365,11872567X,"Drei Waldmärchen, 1903."
wa00366,w00366,11872567X,"Koeur-As (R.), 1905."
wa00367,w00367,11872567X,"Nordische Geschichten, 1909."
wa00368,w00368,11872567X,"Der Schmied vom Eiland (Ge. Neue Folge), 1909."
wa00369,w00369,117085278,"Am Scheidewege (Ge.), 1898. 2. A. 1900."
wa00370,w00370,117085278,"Die schönen Frauen, 1901."
wa00371,w00371,117085278,"Aus Dunkel und Dämmerung, 1902."
wa00372,w00372,1202427081,"Fern von der Heimat (R.); III, 1886."
wa00373,w00373,11367645X,"Farbenspiele des Lebens (R.), 1893."
wa00374,w00374,1056134259,"Praktisches Mitauer Kochbuch. 4. Aufl. 8. (397) Mitau 1862, Neumanns Verlag. 3.-; geb. 4.-"
wa00375,w00375,116656301,"Lilli (in zehn Liedern) von Minna (pseud.), 1826."
wa00376,w00376,116656301,"Genius, Phantasie u. Imagination (Son.), 1834."
wa00377,w00377,116656301,"Das Paradies u. die Peri (n. Thomas Moore), 1837."
wa00378,w00378,116656301,"Die Psalmen (Auswahl), metrisch übers., 1838."
wa00379,w00379,116656301,"Gedichte, 1848."
wa00380,w00380,116656301,"Stromesopfer (G.), 1850."
wa00381,w00381,116656301,"Die Mißverständnisse eines Abends (nach Goldsmith), 1852."
wa00382,w00382,116656301,"Anna. Ein livländisches Lebensbild (G), 1858."
wa00383,w00383,1158098952,"Die Waise (Poet. E.), 1860."
wa00384,w00384,1158098952,"Die beiden Efeuranken (M.), 1860."
wa00385,w00385,1158098952,"Gedichte, 1862."
wa00386,w00386,1158098952,"Aus der Heimat (Ge.), 1880."
wa00387,w00387,1158098952,"Doktor Löwenthal, 1888."
wa00388,w00388,118992996,Iohann Reinhold Patkul (Tr.); II (Gertrud Lindenstern.
wa00389,w00389,118992996,"Patkuls Tod), 1879-80."
wa00390,w00390,118992996,"Frau Marianne (Dr.), 1882."
wa00391,w00391,118992996,"Das Buch der Frauen (Zeitpsycholog. Porträts), 1894."
wa00392,w00392,118992996,"Wir Frauen und unsere Dichter, 1895."
wa00393,w00393,118992996,"Zwei Frauenerlebnisse (Nn.), 1895."
wa00394,w00394,118992996,"Karla Bühring (Frauendrama), 1895."
wa00395,w00395,118992996,"Frau Lilly als Iungfrau, Gattin und Mutter, 1896."
wa00396,w00396,118992996,"Der Weg nach Altötting und andere Novellen, 1900."
wa00397,w00397,118992996,"Buch der Toten, 1900."
wa00398,w00398,1029309655,"Zündende RepertoireCouplets und Vorträge, 1894."
wa00399,w00399,1029309655,"Der Dämon (Schsp. nach Lermontow), 1894."
wa00400,w00400,1029309655,"Das Geld liegt auf der Straße (Schsp.), 1895."
wa00401,w00401,1029309655,"Das große illustrierte Dichterund Künstlerbuch (Anthol.), 1896."
wa00402,w00402,1204184321,"Gedichte, 1872."
wa00403,w00403,116991364,"Elsi. Ein Frauenleben (R.), 1905. 2. A. 1910."
wa00404,w00404,1022870734,"Eine Erzpessimistin, 1882."
wa00405,w00405,1022870734,"Madame Ackermann (Literarhist. Studie), 1882."
wa00406,w00406,1022870734,"Reckenspäße (Heiteres Epos), 1896."
wa00407,w00407,1022870734," Ferienblüten (Ge.), 1902."
wa00408,w00408,1022870734,"Der psychologische Augenblick (Schw.), 1904."
wa00409,w00409,129293393,"Aus siebzehn Zungen (Lr. und Ge., verdeutscht), 1874."
wa00410,w00410,129293393,"Durstige Lieder, 1876. 4. A. 1900."
wa00411,w00411,129293393,"Irung u. Irminfried (Kneiphumoreske), 1880."
wa00412,w00412,129293393,"Juchheidi! (Neue durstige Lr.), 1900."
wa00413,w00413,140470239,"Gedichte, 1892."
wa00414,w00414,140470239,"Festspiel zur Feier der 25 jähr. Direktionsführung d. H. Ed. Berent, 1894."
wa00415,w00415,1089932367,"II, 1870.II, 1872.IV,Der Müller v. Pranitz (Dorfgesch.), 1868."
wa00416,w00416,1089932367,Ein Judenmädchen (R.)
wa00417,w00417,1089932367,Im Sturm der Zeit (R.)
wa00418,w00418,1089932367,Siegwart Morgenländer (R.); 1873.
wa00419,w00419,117209708,"NadII. (Schsp., 1872)."
wa00420,w00420,117209708,Im BoudoirI. (Schsp.).
wa00421,w00421,117209708,"Beethovens Maiblüten (Ge.), 1858."
wa00422,w00422,117209708,"Der Grobian (Lsp.), 1880."
wa00423,w00423,117209708,"Sankta Veritas (Ep. D.), 1897."
wa00424,w00424,117209708,"Als Manuskript gedruckt: Ein Geheimnis unter Joseph der Pompadour (Lsp., 1873)."
wa00425,w00425,117209708,Deutsche Ehr’ und Wehr (Schauspiel).
wa00426,w00426,117209708,Stephan Lasontzy (Histor. Schausp.).
wa00427,w00427,117209708,Die Tochter des Defraudanten (Schsp.).
wa00428,w00428,117209708,Im Lande der Philister (Schsp.).
wa00429,w00429,117209708,"Das Midas-Fest, oder: Das Eselsglück (Humoreske), 1907."
wa00430,w00430,127781412,"Dramatische Dichtungen (Schspe.: John Williams. - Der Tugendbold. - Fesseln), 1894."
wa00431,w00431,127781412,"Die Silberhochzeit (Komödie), 1902."
wa00432,w00432,127781412,"Berliner Künstler-Silhouetten, 1902."
wa00433,w00433,1203066821,"Die Nähnadel des Hetman (N.), 1883."
wa00434,w00434,1203066821,"Das Lied von der Heerfahrt Igors (Ep., aus dem Altrussischen), 1884."
wa00435,w00435,1329209869,"III, 1902 [Inhalt: I. Das Recht aufII. Die TreueIII. Die Spitzen (Dr.)]."
wa00436,w00436,,"Les-III. 1906.Vom Baume der Erkenntnis (Dr.), 1899. 2. A. 1906."
wa00437,w00437,,"Der Sündenfall (Dr.), 1900."
wa00438,w00438,,Adam (Dramenzyklus); Reinheit (Prolog).
wa00439,w00439,,(Dr.).
wa00440,w00440,,sing u. das Theater der Gegenwart;
wa00441,w00441,116134100,"Pet Ernst von Schwaben (Tr.), 1873."
wa00442,w00442,116134100,"Konrad von Marburg (Tr.), 1876."
wa00443,w00443,116134100,"Balladen, 1877."
wa00444,w00444,116134100,"Die Eroberung von Konstantinopel (Tr.), 1883."
wa00445,w00445,1158101309,"Feldblumen (Ge.), 1860."
wa00446,w00446,1158101309,"Klänge vom Donaustrand (Ge.), 1864."
wa00447,w00447,1158101309,"Gebrochene Rosen (Ge.), 1866."
wa00448,w00448,1158101309,"Wird er wieder kommen? (N.), 1868."
wa00449,w00449,1158101309,"Gescheitert und geläutert (R.), 1870."
wa00450,w00450,1158101309,"Sagen und Märchen, 1872."
wa00451,w00451,1158101309,"Heimatklänge (Ge.), 1875."
wa00452,w00452,1158101309,"Der Falkonier (G.), 1880."
wa00453,w00453,1158101309,"Soldatenlieder, 1883."
wa00454,w00454,1158101309,"Aus der Gesellschaft, 1884."
wa00455,w00455,1158101309,"Blumen am Wege (Ge.), 1887."
wa00456,w00456,1158101309,"Die Zigeuner (G.), 1887."
wa00457,w00457,1158101309,"Lose Blätter (Ge.), 1887."
wa00458,w00458,1158101309,"Glande, der Wendenfürst (Dr.), 1888."
wa00459,w00459,1158101309,"Lieder und Gesänge, 1891."
wa00460,w00460,1158101309,"Balladen u. Donausagen, 1891."
wa00461,w00461,1036657981,"II, 1907.Sarmatenliebe (Russische Nn.), 1903."
wa00462,w00462,1036657981,"Durchs Fenster gesehn (Nn. u. Sk.), 1905."
wa00463,w00463,1036657981,Lebensglaube (R.);
wa00464,w00464,1036657981,"Totes Wasser (R. aus Habsburger Landen), 1907."
wa00465,w00465,1036657981,"Seltsame Leute (Nn.), 1909. 2. A. 1911."
wa00466,w00466,1019309229,"Schlummernde Seelen (Geschn. aus Kleinrußland), 1900."
wa00467,w00467,1019309229,"Die schwarze Madonna (desgl.), 1901."
wa00468,w00468,1019309229,"Bilder aus der französischen Revolution, 1901."
wa00469,w00469,116334851,"Mose (Ep. G.), 1842."
wa00470,w00470,116334851,"Goethe (G., seinen Manen geweiht), 1852."
wa00471,w00471,116334851,"Festgedichte zur Lessing-Feier, 1860."
wa00472,w00472,116334851,"Hebräische Gesänge. Metr. nachgebildet, 1860."
wa00473,w00473,116334851,"Bajazzo (Ep. G.), 1863."
wa00474,w00474,116334851,"Vierzehn Sonette (zum Geburtstage L. A. Frankls), 1880."
wa00475,w00475,116334851,Zahlreiche poetische Flugblätter.
wa00476,w00476,116334851,In seinem Nachlaß fanden sich: Der letzte der Arpaden (Dr.)
wa00477,w00477,116334851,Esterka (Dr.)
wa00478,w00478,116334851,Metrische Nachbildung der Psalmen.
wa00479,w00479,116391960,XI. (Histor. Gemälde)].
wa00480,w00480,116391960,"RehBlätter (Ge.), 1846."
wa00481,w00481,116391960,"Der Liebestrank (Romant. Dr.), 1848."
wa00482,w00482,116391960,"Neue Gedichte, 1848."
wa00483,w00483,116391960,"Baltisches Album; hrsg. 1848 [Darin von R. u. a.: Liebe, Glaube, Hoffnung (Dr. G.)."
wa00484,w00484,116391960,Herzlos (Dr.).
wa00485,w00485,116391960,"Ein Tag Ludwigs Seemanns Ende (Ep. G.), 1849."
wa00486,w00486,116391960,"Rizzio (Tr.), 1849."
wa00487,w00487,116391960,"Estländische Skizzen, 1848."
wa00488,w00488,116391960,"Elfenmärchen (Dr. D.), 1850."
wa00489,w00489,116391960,"Ein Ring (Tr.), 1851."
wa00490,w00490,116391960,"Die Gräfin von Rochepierre (Lsp.), 1855."
wa00491,w00491,116391960,Die belletristische Literatur der Ostseeprovinzen Rußlands von 1800 bis 1852; 1853.
wa00492,w00492,116391960,"Musenalmanach a. d. Ostseeprovinzen, 3 Iahrg., 1854 bis 1856."
wa00493,w00493,116391960,"Vom Meeresstrande (Ge.), 1856."
wa00494,w00494,116391960,"Herrn Petermanns Schwester (P.), 1867."
wa00495,w00495,116391960,"Aus dem Innersten (Letzte Ge.), 1873."
wa00496,w00496,116391960,"Jesus von Nazareth (Tr.), 1875."
wa00497,w00497,103868546X,"Vom Baume der Erkenntnis (Nn.), 1902."
wa00498,w00498,103868546X,"Aazo und Linda (Eine Gesch. a. Livlands Vergangenheit), 1902."
wa00499,w00499,103868546X,"Moderne Nonnen (Nn. und Sk.), 1903."
wa00500,w00500,103868546X,"Reinheit. Die Freunde (2 En.), 1903."
wa00501,w00501,103868546X,"Drei aus einem Nest und andere Geschichten, 1905."
wa00502,w00502,103868546X,"Gertrud Gawenda (Berliner R.), 1909."
wa00503,w00503,1193684137,"Cola Rienzi (Tr.), 1837."
wa00504,w00504,1193684137,"Roman einer Stunde (Lsp.), 1838."
wa00505,w00505,1193684137,"Martin Giese (Bürgerl. Tr.), 1842."
wa00506,w00506,1193684137,"Gedichte, 1842."
wa00507,w00507,1193684137,"Ferdinand Walden, oder: Ideal und Leben (Schsp.), 1843."
wa00508,w00508,1193684137,"Düwecke (Dr. G.), 1843."
wa00509,w00509,1193684137,"Der Sängerinnen Streit (Komöd.), 1844."
wa00510,w00510,1193684137,"Chateaubriand (Tr. nebst Vorsp.: Der Cagot), 1845."
wa00511,w00511,1193684137,"Der verstopfte artesische Brunnen (P.), 1847."
wa00512,w00512,1193684137,"Die Testamentsbraut (Kom. O.), 1849."
wa00513,w00513,1193684137,"Des Meisters letzte Stunde (G. zu Mozarts Totenfeier), 1850."
wa00514,w00514,1193684137,"Ein Traum (Dr.), 1851."
wa00515,w00515,1193684137,"Der schwarze Pirat (O.), 1851."
wa00516,w00516,1193684137,"Der Templer (O.), 1853."
wa00517,w00517,1193684137,"Die Cholerawaise (Dram. Szene), 1851."
wa00518,w00518,1193684137,"Vier Fabeln, 1857."
wa00519,w00519,1193684137,"Kommersu. Trinklieder, 1859."
wa00520,w00520,1193684137,"Liederbuch (Aus dem Album des Rigaer Dichtervereins), hrsg., 1865."
wa00521,w00521,1193684137,"Gedichte aus Riga, (Anthologie; hrsg.), 1867."
wa00522,w00522,118745492,"Drei Frühlingstage und andere Novellen, 1900."
wa00523,w00523,118745492,"Das kleine Heim (Dr.), 1908."
wa00524,w00524,118745492,"Unterwegs (Ein Don IuanDr.), 1909."
wa00525,w00525,118745492,"Der dumme Iakob (Dr.), 1910."
wa00526,w00526,118745492,"Ich kenne sie (Nn.), 1912."
wa00527,w00527,118745492,"Sommer (Kom.), 1912."
wa00528,w00528,116627018,"Dramatische Sprichwörter (3 Lspe.), 1864."
wa00529,w00529,116627018,"Neue dramatische Sprichwörter (3 Lspe.), 1865."
wa00530,w00530,116627018,"Susens Mann und andere Geschichten, 1891."
wa00531,w00531,116627018,"Um ein Königreich und andere Geschichten, 1893."
wa00532,w00532,116627018,"Die Urenkelin und andere Geschichten, 1896."
wa00533,w00533,116627018,"Der Gouverneur und andere Geschichten, 1898."
wa00534,w00534,118604570,"S:II, 1865. 2. A. 1873.III, 1867.-II, 1870.IV, 1874. "
wa00535,w00535,118604570,"Soziale Schatten-SachIV, 1873"
wa00536,w00536,118604570,"74 (DerII, 1873-77.I. MariaII.III, 1873. "
wa00537,w00537,118604570,"Die Messalinen WiensIII, 1874-77"
wa00538,w00538,118604570,"(Inhalt: I. Die schwarzeII. Die Bluthochzeit zu Kiew;III. WolfIV, 1875. "
wa00539,w00539,118604570,"Gali-SachIV, 1878. "
wa00540,w00540,118604570,"Die Ästhe-II, 1879. "
wa00541,w00541,118604570,"II, 1886. "
wa00542,w00542,118604570,"III, 1886II. Die verliebte Redaktion. "
wa00543,w00543,118604570,III. Aus einer andern Welt). 
wa00544,w00544,118604570,"Ma-SachIII, 1890. "
wa00545,w00545,118604570,"Natura-II, 1891. "
wa00546,w00546,118604570,"Charlotte [pseud.], 1891. "
wa00547,w00547,118604570,"Die Aben-II, 1893. "
wa00548,w00548,118604570,"Ein Damen-Kaegeler),II, 1894. "
wa00549,w00549,118604570,"Zoe [pseudon.]), 1894.Entre nousII, 1901. "
wa00550,w00550,118604570,"Venus im Pelz (N.), 3. A.I.II. Starke Herzen. "
wa00551,w00551,118604570,III.IV. Amazonen. 
wa00552,w00552,118604570,V. Richter u. Henker. 
wa00553,w00553,118604570,"VI. Weiber-SachEine galizische Geschichte (Hist. R.), 1858. 2. A. u. d. T.: Graf Donski, 1864. "
wa00554,w00554,118604570,"Der Emissär (Hist. N.), 1863. 2. A. 1873. "
wa00555,w00555,118604570,"Die Verse Friedrichs des Großen (Lsp.), 1864. "
wa00556,w00556,118604570,Kaunitz (Kulturhist. R.); 
wa00557,w00557,118604570,"Der Mann ohne Vorurteil (Lsp.), 1866. 2. A. 1874. "
wa00558,w00558,118604570,Der letzte König der Magyaren (Hist. R.); Die geschiedene Frau (R.); 2. A. 1872. 
wa00559,w00559,118604570,"Aus dem Tagebuche eines Weltmannes, 1870. 2. A. 1872. "
wa00560,w00560,118604570,Das Vermächtnis Kains (R. in 2 Abteilgn.: Die Liebe. 
wa00561,w00561,118604570,"Das Eigentum); bilder, 1872. "
wa00562,w00562,118604570,"Unsere Sklaven (Dr.), 1872. "
wa00563,w00563,118604570,"Falscher Hermelin (Geschn. a. d. Bühnenwelt), 1873. 3. A. 1884 (Inhalt: Eine grausame Reklame. "
wa00564,w00564,118604570,In der Livree der Geliebten. 
wa00565,w00565,118604570,Ein galanter Landesvater. 
wa00566,w00566,118604570,Die neue Pompadour. 
wa00567,w00567,118604570,Ein eheliches Ideal. 
wa00568,w00568,118604570,Der gute Kamerad. 
wa00569,w00569,118604570,Ein harmloser Blaubart. 
wa00570,w00570,118604570,"O welche Lust, geprügelt zu werden. "
wa00571,w00571,118604570,Der Dämon der Iungfräulichkeit. 
wa00572,w00572,118604570,Verkauft. 
wa00573,w00573,118604570,"Ein Rezept, berühmt zu werden. "
wa00574,w00574,118604570,Der Doppelgänger. 
wa00575,w00575,118604570,Moderner Totentanz. 
wa00576,w00576,118604570,Der gelbe Koffer. 
wa00577,w00577,118604570,Wie aus einem „Schicksl“ eine gefeierte Sängerin wird. 
wa00578,w00578,118604570,Flegeljahre eines Idealisten. 
wa00579,w00579,118604570,Der Insurgent. 
wa00580,w00580,118604570,Ein Habitué des Burgtheaters. 
wa00581,w00581,118604570,Adam und Eva. 
wa00582,w00582,118604570,Der weibliche Pandur. 
wa00583,w00583,118604570,Der Roman eines Egoisten. 
wa00584,w00584,118604570,Die Tugend beim Ballett. 
wa00585,w00585,118604570,Maler-Rache. 
wa00586,w00586,118604570,"Eine Vorstellung, die nie stattgefunden hat, und eine Kritik über dieselbe, welche nie erschienen ist). "
wa00587,w00587,118604570,"Zur Ehre Gottes (Ein Zeitgemälde), 1872. "
wa00588,w00588,118604570,Russische Hofgeschichten; Inhalt erschien 1886 in separaten Ausgaben; s. u.!). 
wa00589,w00589,118604570,Wiener Hofgeschichten (Hist. Nn.); Neue Ausg. 1885 (Inhalt: Theresia und die Freimaurer. 
wa00590,w00590,118604570,Das Rendezvous zu Auchstedt). 
wa00591,w00591,118604570,"Ein weiblicher Sultan (Hist. R.); (Geschn. a. d. guten Gesellschaft), 1874. 3. A. 1884. "
wa00592,w00592,118604570,Liebesgeschichten aus verschiedenen Iahrhunderten; Zarin; 900. 
wa00593,w00593,118604570,Die Myrte der Liebenden; 1460. 
wa00594,w00594,118604570,Margarete Lambreu; 1589. 
wa00595,w00595,118604570,Die Venus von Murany; 1644. 
wa00596,w00596,118604570,Gmeleizki der Kosak; 1648. 
wa00597,w00597,118604570,Ein Geniestreich der Pompadour; 1750. 
wa00598,w00598,118604570,946. 
wa00599,w00599,118604570,Uriella; 1592. 
wa00600,w00600,118604570,Sabbathai Zewy; 1666. 
wa00601,w00601,118604570,Die Iudith von Bialopol; 1675. 
wa00602,w00602,118604570,Ewige Iugend; 1681. 
wa00603,w00603,118604570,Der Tränenquell; 1750. 
wa00604,w00604,118604570,und Wölfin. 
wa00605,w00605,118604570,Bovo. 
wa00606,w00606,118604570,Der neue Leander. 
wa00607,w00607,118604570,Der rote Palast. 
wa00608,w00608,118604570,Der Pantoffel der Sappho). 
wa00609,w00609,118604570,"Gute Menschen und ihre Geschichten, 1874 (Inhalt: Aus einer andern Welt. "
wa00610,w00610,118604570,Gläubiger als Heiratsstifter. 
wa00611,w00611,118604570,Die verliebte Redaktion). 
wa00612,w00612,118604570,"Die Ideale unserer Zeit (R.); zische Geschichten (Nn.), 1876. (Inhalt: Magaß der Räuber. "
wa00613,w00613,118604570,Unser Deputierter. 
wa00614,w00614,118604570,Eine Schlittenfahrt. 
wa00615,w00615,118604570,Der Iesuit. 
wa00616,w00616,118604570,Fahrende Komödianten. 
wa00617,w00617,118604570,Der verwandelte Pfarrer. 
wa00618,w00618,118604570,Das Erntefest. 
wa00619,w00619,118604570,Die Toten sind unersättlich). 
wa00620,w00620,118604570,"Iudengeschichten, 1878. "
wa00621,w00621,118604570,"Harmlose Geschichten a. d. Bühnenwelt, 1878. "
wa00622,w00622,118604570,"Der neue Hiob (R.), 1878. "
wa00623,w00623,118604570,"Die Republik der Weiberfeinde (R.); tik des Häßlichen (E.), 1880. "
wa00624,w00624,118604570,"Silhouetten (Nn. und Sk.); Ein Mann wird gesucht (R.), 1879. "
wa00625,w00625,118604570,"Falscher Hermelin. Kleine Geschn. a. d. Bühnenwelt. Neue Folge, 1879. "
wa00626,w00626,118604570,"Galizische Geschichten. Neue Folge, 1881. "
wa00627,w00627,118604570,"Basyl der Schatzgräber und andere seltsame Geschichten, 1880. "
wa00628,w00628,118604570,"Neue Iudengeschichten, 1881. "
wa00629,w00629,118604570,"Der Hajdamak (N.), 1882. "
wa00630,w00630,118604570,"Der Iudenraphael, 1882. "
wa00631,w00631,118604570,"Der Ilau, 1882. "
wa00632,w00632,118604570,"Volksgericht (N.), 1882. "
wa00633,w00633,118604570,"Das schwarze Kabinett, 1882. "
wa00634,w00634,118604570,"Der alte Kastellan, 1882. "
wa00635,w00635,118604570,"Hasara Raba (N.), 1882. "
wa00636,w00636,118604570,"Das Testament (N.), 1882. "
wa00637,w00637,118604570,"Basil Hymen (N.), 1882. "
wa00638,w00638,118604570,"Das Paradies am Dniestr (N.), 1882. "
wa00639,w00639,118604570,"Frau von Soldan (E.), 1884. "
wa00640,w00640,118604570,"Der kleine Adam. Sascha und Saschka, 1885. "
wa00641,w00641,118604570,"Die Seelenfängerin (R.); Kleine Mysterien der Weltgeschichte, 1886. "
wa00642,w00642,118604570,"Die Bluthochzeit zu Kiew. Ariella (2 En.), 1886. "
wa00643,w00643,118604570,"Das Erntefest. Die Toten sind unersättlich (2 Nn.), 1886. "
wa00644,w00644,118604570,Gute Menschen u. ihre Geschichten (Novellenbuch); (Inhalt: 1. Gläubiger als Heiratsstifter. 
wa00645,w00645,118604570,"gaß, der Räuber. Unser Deputierter (2 galiz. Geschn.), 1886. "
wa00646,w00646,118604570,"Zwei Soireen der Eremitage. Diderot in Petersburg (2 russ. Hofgeschn.), 1886. "
wa00647,w00647,118604570,"Die letzten Tage Peters des Großen (Hofgesch.), 1886. "
wa00648,w00648,118604570,"Ewige Iugend u. andere Geschichten, 1886. "
wa00649,w00649,118604570,"Liebesgeschichten aus verschiedenen Iahrhunderten (Nn., 2. Samml.), 1886. "
wa00650,w00650,118604570,"Eine Schlittenfahrt und andere Geschichten, 1886. "
wa00651,w00651,118604570,"Ungnade um jeden Preis (Hofgesch.), 1886. "
wa00652,w00652,118604570,"Sabbathai Zewy. Die Iudith von Bialopol (2 Nn.), 1886. "
wa00653,w00653,118604570,"Polnische Ghettogeschichten, 1886. "
wa00654,w00654,118604570,"Die Hochzeit im Eispalast. Der neue Paris (2 Hofgeschn.), 1886. "
wa00655,w00655,118604570,"Frauenrache. Eine weibliche Schildwache (2 Hofgeschn.), 1886. "
wa00656,w00656,118604570,"Das Märchen Potemkins. Venus u. Adonis (Desgl.), 1886. "
wa00657,w00657,118604570,"Amor mit dem Korporalstock. Eine Frau auf Vorposten (Desgl.), 1886. "
wa00658,w00658,118604570,"Eine Kaiserin beim Profoß. Nero im Reifrock (Desgl.), 1886. "
wa00659,w00659,118604570,"Nur die Toten kehren nicht wieder. Die Kunst, geliebt zu werden (Desgl.), 1886. "
wa00660,w00660,118604570,"Ein Damenduell (Hofgesch.), 1886. "
wa00661,w00661,118604570,"Polnische Geschichten, 1887. 2. A. 1906. "
wa00662,w00662,118604570,"Deutsche Hofgeschichten (Geschn. a. d. Zopfzeit), 1890. "
wa00663,w00663,118604570,"Die Schlange im Paradies (Russischer Sittenroman); listische Kabinettsstücke; Die Einsamen, 1891. "
wa00664,w00664,118604570,"Im Reich der Töne (Nn.), 1891. "
wa00665,w00665,118604570,"Zu spät. Die Kartenschlägerin (Nn.), 1891. "
wa00666,w00666,118604570,"Ein weiblicher Sultan (Histor. R.), 1891. "
wa00667,w00667,118604570,"Tante Lotte (Nn. von Arand teuer des Franz vom Mieris u. andere Malergeschichten, 1892. "
wa00668,w00668,118604570,"Lustige Geschichten a. d. Osten, 1892. "
wa00669,w00669,118604570,"Bühnenzauber (R.); Duell (Lsp., mit Gustav 1893. "
wa00670,w00670,118604570,"Terka. Die Maus. Maria im Schnee (3 En.), 1893. "
wa00671,w00671,118604570,Die Satten und die Hungrigen (R.); Ein Märtyrer der Liebe (R. v. von Rodenbach 
wa00672,w00672,118604570,"Vom Baume des Schweigens. Tag und Nacht in der Steppe (2 Nn.), 1895. 2. A. 1897. "
wa00673,w00673,118604570,"Eudoxia, die Sängerin und andere galizische Novellen, 1895. 3. A. 1897. "
wa00674,w00674,118604570,"Fahrende Komödianten und andere Novellen, 1895. 3. A. 1897. "
wa00675,w00675,118604570,"Polnische Iudengeschichten, 1896. "
wa00676,w00676,118604570,"Die Stumme (R.) und: Turandot (N.), 1897. "
wa00677,w00677,118604570,"Im Böhmerwald. Mein Freund Wodakoski (2 Nn.), 1898. "
wa00678,w00678,118604570,"(R.), 1898. "
wa00679,w00679,118604570,Hinterlassene Novellen; 1904. 
wa00680,w00680,118604570,"Afrikas Semiramis (R., hrsg. von C. F. von Schlichtegroll), 1901. "
wa00681,w00681,118604570,"Die Kartenschlägerin (N.), 1906. "
wa00682,w00682,118604570,"Grausame Frauen, 1907 (Inhalt: Sphinxe. "
wa00683,w00683,118604570,Sieger u. Besiegte. 
wa00684,w00684,118604570,rache). 
wa00685,w00685,118604570,"Die Liebe des Plato, 1907."
wa00686,w00686,unidentified011,"Studien und Skizzen, 1882. 2. A. 1892."
wa00687,w00687,1329686438,"Spätherbst (Ge.), 1884."
wa00688,w00688,1329686438,"Allein (Ge.), 1886."
wa00689,w00689,1329686438,"Das Fräulein von Entragues (Schsp.), 1894."
wa00690,w00690,1329686438,"Historien, 1895."
wa00691,w00691,1329686438,"Liebe und Leben (Glossen), 1907."
wa00692,w00692,104305126,"Balladen und Lieder von-r-, Sch(ellbach), Glitsch, Stern und Wittorf, 1846."
wa00693,w00693,117218235,"Ferraro (Schsp.), 1855."
wa00694,w00694,117218235,"Die Ehre des Mannes (Schsp.), 1861."
wa00695,w00695,117218235,"Devereux (Tr.), 1861."
wa00696,w00696,117218235,"Eine Nacht in Solferino (Schsp.), 1862."
wa00697,w00697,117218235,"Die Görlitzer Iäger (Schsp.), 1870."
wa00698,w00698,117218235,"Geld (Schsp.), 1872."
wa00699,w00699,117218235,"Zwei Waisen (Schsp.), 1875."
wa00700,w00700,117218766,"II, 1892."
wa00701,w00701,117218766,"Der Bilder aus dem serbischen Volks- und Familienleben, 1882."
wa00702,w00702,117218766,"Verschlungene Wege (En.: Von der Landstraße. Meister Milutin), 1886."
wa00703,w00703,117218766,"Onkel Benjamin (Gesch. f. d. reif. Iugd.), 1889."
wa00704,w00704,117218766,"Iugendstürme (R.); arme Mujo (Orient. Gesch.), 1894."
wa00705,w00705,117218766,"Der Theologe (Schsp.), 1908."
wa00706,w00706,117329053,"SchlUms Brot (R.), 1899."
wa00707,w00707,117329053,"Ich will es sühnen (R.), 1901."
wa00708,w00708,117329053,"Ein Mutterherz. Ehre Vater und Mutter. Unser erster Weihnachtsbaum (3 En.), 1903."
wa00709,w00709,117329053,"Subotins Erbe (Krim.-R. a. d. russ. Gesellschaft), 1904. 3. A. 1907."
