Ronneburg,2845229
Wittenburg,2807335
Weiden,2813040
Salzwedel,2842112
Blankenburg am Harz,2948071
St. Wendel,2841463
Riva,254307
Zabern,2975588
Wien,2761369
Pirmasens,2853574
Gräfentonna,2918268
Baden-Baden,2825297
Trier,2821164
Lüderode,2811927
Winzig,3081895
Metz,2994160
Grevesmühlen,2917520
Biebrich,2949235
Bückeburger Hof,NaN
Striessen,2825828
Wormsfelde,3081650
Melk,2771682
Oranienstein,2857125
Emden,2930596
Risch,727620
Gröningen,2917107
Aschaffenburg,2955272
Wülfrath,2805910
Washington,4140963
Wickrathberg,2809731
Nordleda,2861919
Gadebusch,2923410
Messina,2524170
Leitmeritz,3071677
Babylon,5143630
Steinheim,2960060
Duisburg,2934691
Rathenow,2850213
Langenstein u. Boblingen,NaN
Hohenalthain,NaN
Korfu,2463678
Arnsberg,2955471
Salzburg,2766824
Meckl.,3070806
Haus Theas,7911120
Wyndham Place,4794814
Dessau,2937959
Gute Praddau,NaN
Gross-Glogau,NaN
St. Petersburg,498817
Haseldorf,6551684
Dirschau,3083426
Post Fronhausen,NaN
Dachau,2939623
Herrnhut,4796275
Helmstädt,2906676
Grünberg,3080165
Steinhagen,9203083
Hongkong,1819729
Meseritz,3091969
Schloss Kobenzl,NaN
Celle,3202781
Niedermarsberg,2863134
Hombressen,2899461
Mülheim a. R.,NaN
Freiburg,2925177
Frauenfeld,2660727
Aarau,2661881
London,2643743
Eckernförde,2933627
Tübingen,2820860
Rohrlack,2845577
Oels,3090170
Loschitz,3071579
Brandenburg a. d. Havel,NaN
Lichtenthal 108,NaN
Fürstenwalde,2923588
Neapel,3172394
Altenburg,2957773
Ribnitz,2847524
Erked,NaN
Naundorf,2866894
Oberstadion,2858976
Linz an der Donau,NaN
Zehdenick,6550625
Schwerin,2834282
Würgsdorf,NaN
Verona,3164527
Schloss Waldstein,NaN
Smichow,NaN
Papenburg,2855525
Markdorf,2873427
Halver,2911384
Esslingen,2928751
Rünzheim,NaN
Lauterbach,2879929
Gaffert,NaN
Mariendorf,2873606
Königslutter,2885800
Schaafhausen,2841040
Cöslin,NaN
Darmstadt,2938913
Friesack,6550607
Wangen,2814270
Bonn,6296510
Limburg,2751283
Porto,2735943
Löbejün,2876739
Villa Kleinschrod,NaN
Puschwitz,6548620
Frankenthal,2925550
Glaubitten,13236958
Elbogen,3070704
Burgstädt,2941150
Lausanne,2659994
Castell,3179663
Militsch,3091788
Glasgow,2648579
Stuttgart,2825297
Offenburg,2857798
Wurzen,6550870
Prenzlau,6550670
Giebichenstein,2920650
Einsiedeln,2660925
Kaiserslautern,2894003
Grottau,3074944
Olten,2659297
Seekirchen,2765257
Danzig,3099434
Göggingen,2919525
Wertheim,2810716
Oranienburg,2857129
Langensalza,2953413
Langenbielau,3103476
Wyk,4487042
Münster,2867543
Guben a. d. Neisse,NaN
Drolshagen,2934886
Teschen,3077882
Davos,2661039
Dorheim,2935845
Maishof,3320194
Hooksiel a. d. Iade,NaN
Strathmore Gardens Hillhead,NaN
Domnau,565384
Peine,6623044
Rozdrazewo,NaN
Brüssel,2800866
Hausach,2908974
Aidlingen,2958904
Elberfeld,4257070
Neuchâtel,2659496
Krossen an der Oder,NaN
Broëlberg,6292885
Thun,2658377
Ovelgönne,2855881
Albacete,2522258
Varel a. d. Iade,NaN
Dresden-A.,2935022
Ribeirão Pires,3451329
Fürth,2923544
Rüdesheim,2843395
Walluf,3208134
Oberstrass,6295505
Gross-Gerau,2915613
Lüchow,2875542
Neuhaldensleben,2911584
Semil,3079499
Moskau,524901
Tunis,2464461
Friedland,2924680
Schwabing,2835485
Stolp,2673667
Graudenz,3098218
Wittenberg,7303020
San Francisco,3600949
Herbrechtingen,2906194
Mühlhausen,2867996
Schwiebus,7530988
Schmargendorf,2838009
Rotz,6040686
Masselwitz,3092212
Schnepfenthals,NaN
Herrhausen,2905707
Waldenburg,2658071
Kötzschenbroda,11975584
Milwaukee,5263045
Königswinter am Rhein,NaN
Lauenburg,2880181
Arenberg,6694857
Bremerhafens,NaN
Kahla,2378732
Pawlowitz,3068501
Dublin,2964574
Mewe,1352688
Wismar,2807465
Charlottenburg,2940187
Schwartau,2953347
Wloclawek,3081741
Pinneberg,2853658
Rinteln,6558455
Lengbach,NaN
Thorn,2746342
Mannheim am Rhein,11001949
Höntrop,2899302
Wien II,NaN
Eibenschütz,NaN
Neuraussnitz,3066719
Dornach,2660989
Wackerbartsruhe,NaN
Pölitz,3088461
Brixen,3181550
Schloss Schurschitz,NaN
Hohenberg,6549496
Uhlstedt,NaN
Rotherbaum,2843965
Halberstadt,2911665
Altgersdorf,8379164
Troppau,3068927
Glückstadt,3418817
Kaaden,3074020
Königswinter a. Rh.,NaN
Kattowitz,3096472
Gnesen,5028133
Wolgast,2806501
Glarus,2660594
Bystritz,3078288
Pancsova,787237
Göttingen,2918632
Biloxi,4418478
Breslau,3081368
Badenweiler,2953482
Graubünden,2660522
Neuwied,2863840
Schässburg,8436351
Grein a. d. Donau,NaN
Dillenburg,2936985
Marburg,2873759
Lindheim,3147416
Oetzsch,2857839
Varel,2817876
Deschowitz,3080389
Rom,NaN
Oschersleben,2856930
Beverungen,2949475
Geestemünde,2922109
Halensee,2911560
Abbazia,3194099
Stedten,2829210
Montmirail,2992240
Bade Rheme,NaN
Homberg,2899479
Poesneck,2852531
Turin,3165524
Schloss Schönstein,NaN
Lichterfelde,2878018
Konstantinopel,745044
Ludwigsburg,2875392
Biberach,2949423
Strassb,NaN
Locarno,2659869
Neu-Strelitz,NaN
Suhl,2824948
Brugg,2661375
Rochlitz,2846261
Wladikawkas,473249
Freienwalde,2953458
Waterloo,2783985
Düren,2934486
Halenbeck,6547693
Boulogne sur mer,3031133
Bleckede,6557440
Montabaur,2869746
Recklinghausen,2849647
Derenburg,2938136
Stupky,807646
Freienwalde a. d. Oder,NaN
Forst,2925832
Starnberg,2829454
Guntershausen,7669615
Ulm,2820256
Raab,3052009
Schloss Hartenstein,NaN
Lampersdorf,3072336
Budapest,3054643
Blaubeuren,2947949
Villa Marlitt,NaN
Berchtesgaden,2950881
Klein-Nuhr,486605
Basel,2661604
Ponholz,2852731
Wien IV,6354988
Veltheim,2658173
Hermsdorf,2905916
Wolfenbüttel,2806914
Luschwitz,3071336
Schatthausen,2840214
Solingen,2831580
Kammerswaldau,NaN
Wehlau,462322
Libau Kurland,NaN
Luxemburg,2960313
Kottbus,2939811
Köln,2886242
Magdeburger Stadttheater,NaN
Alexandrien,NaN
Neinstedt,2866583
Neviges,2863758
Lüneburg,2875115
Brieg,3030102
Krotoschin,3094625
Bergedorf,7290243
St. Blaise,3003078
Palazzo Zuccari,NaN
Eimbeck,NaN
Halle,2911522
Wendhagen,NaN
Kuttenberg,3072463
Bayonne,3034475
Auerbach,2954602
Beesckow,NaN
Solothurn,2658564
Glienicke,2888846
Meiningen,2872225
Leonstein a d. Steyr,NaN
Hammickeln,NaN
Ofen,3054643
Ierskewitz,NaN
Boblingen,2947444
Spauregg,NaN
Radautz,669289
Blankenburg,2953541
Drossen,3089832
Neustettin,3083826
Fallingbostel,2927871
Gastein,2782058
Doberan,2953528
Olmütz,3069011
Helmstedt,2906676
Kochel,2886920
Mulda,2867863
Montreux,2659601
Tannenburg,2824135
Meran,3173577
Bozen,3181913
Warschau,756135
Lebno,3093740
Angermünde,2956093
Quedlinburg,2851465
Brillon,6002028
Alzey,6558501
Strelitz,3302144
Grünstadt,2914101
Mannenbach,7669754
Spezzia,3175081
Rapperswyl,NaN
Kensington Gardens,9973059
Wenden,5320172
Namslau,3091141
Neutitschein,3069305
Sagan,2016360
Hinrichshagen,6548266
Dresdener Hoftheater,NaN
Gute Dollroth,NaN
Warmbrunn,3101367
Hütteldorf,2775371
Gramzow,2918133
Orleans,4335045
Schneverdingen,2837291
Wurmsbach,11804377
Krosigk,2883562
Rabenstein,2851186
Torgau,2821807
Dahme,2939386
Kassel,2892518
Ostrowo,3089690
Fulda,2923822
Glogau,3099213
Trencsin,NaN
Gedern,2922124
Crossen an der Oder,3094633
Flensburg,2926271
Volpke,2816534
Fehmarn,2927579
Schollehne,NaN
Cöthen,2885237
Glauchau,2920020
Stein am Rhein,2658489
Züllichau,3084241
Paris,2988507
Arnstadt,2955439
Wahlwinkel,2815387
Gera,2921232
Köthen,2885237
Lensahn,2878773
Königshöh,NaN
Kirchberg,2960380
Urnäsch,2658223
Pirna,2853572
Cannstatt,2825296
Sarn,3345285
Schweinfurt,2834498
Russheim,2842872
Pyritz,3087630
Langenfuhr,3081224
Heppenheim,2906268
Tokio,1850147
Tegel,2823708
Moers am Rhein,2956275
Delmenhorst,2938323
Görz,3175986
Daber,8989015
Königshütte,3101619
Rodenberg,2846040
Osterburg,2856639
Wileiki,NaN
Tarna,2029003
Neutomischel,NaN
Sargans,2658793
Santomysl,NaN
Morges,2659587
Lissabon,2267057
Liegnitz,3093692
Tempelhof,2823538
Kosel,789247
Čunow,NaN
Buonas,2661327
Briesen,2944121
Rokitnitz,3066781
Freiburg i. Br.,NaN
Langenstein n. Boblingen,NaN
Scranten,NaN
Aussee,2782070
Rostock,2844588
Wolfegg,2806923
Meilen,2659703
Soltau,2831486
Leutomischel,NaN
Georgenthal,2921261
Luisenberg,2875202
Bartenstein,776337
Cöln,3084881
Henrichenburg i. W.,NaN
Oschatz,2856944
Krummwasser,3072714
Lübben,2875625
Ebensee,2780547
Braunsfeld,2945011
Pappenheim,2855467
Lengwethen,533281
Arolsen,2955421
Winwarden,NaN
Donnstetten,2936201
Keilhau,3474107
Friedefeld,2924785
Roennebeck,2845235
St. Zeno,11703842
Shenektady,NaN
Dorpat,588335
Guttentag,3100342
Cabarz,2940434
Deuben,2937873
Aalen,2959927
Wengern a. d. Ruhr,2811133
Neckarhalde,NaN
Freienwalde an der Oder,NaN
Seehof,8533480
Hubertusburg,2898171
Bolhagen,NaN
Sülz,2824866
Sandhof,2766706
Godesberg,2953455
Czarnikau,3101145
Haus Bruch,NaN
Zwickau,2803560
Boitzenburg,2946828
Bielitz,3103402
New-York,5128581
Lingen an der Ems,NaN
Florenz,3176959
Gotha,2918752
Bühl,2941976
Rudolstadt,2843355
Neuhof,3355183
Schloss Bonrepos,NaN
Sorbonne,6457252
Rastatt,2850257
Kalkennigken,NaN
Winterthur,2657970
Reichenhall,2953371
Villa Weber,5771744
Oberlahnstein a. Rh.,NaN
Neustädter Theater,NaN
Winnenden,2807872
Flatow,3080071
Linz,2772400
Landau,2881650
Poppelsdorf,2852692
Grossenhain,2916630
Kottwitz,3077642
Emmerich,2930509
Appenzell,2661739
Klagenfurt,2774326
Villa Schulze,NaN
Haide,3073384
Uhlenhorst,3352532
Rheine,2847645
Cannstadt,2953533
Kleindembach,2889619
Ottweiler,2855917
Hamburg,2911298
Schloss Prackenstein,NaN
Hannover,2910831
Ischl,2782052
Latendorf,6552114
Hofgeismar,2902559
Rotterdam,2747891
Lüderitz,3355672
Prona,NaN
Kristiania,3143244
Aachen,3247449
Eppan,3178078
Bötzingen,2945740
Würzburg,2805615
Rappoltsweiler,2983705
Untergöltzsch,NaN
Lasdehnen,541947
Wetzlar,2809889
Bamberg,2952984
Fels,2411583
Leipzig,2879139
Bad Volders,2762319
Engelburg,7669547
Lyon,2996944
Serajevo,NaN
Rödichen,2845934
Muskau,2953397
Strasburg i. U.,NaN
Ortelsburg,757357
Bromberg,3102014
Lauban,12759248
Pössneck,2852512
Lehesten,2879545
-Bez. Bromberg,NaN
Nonnenhorn,2862202
Schnitau,NaN
Landeck,2773069
Cannes,3028808
Staten,5139568
Wenigensömmern,2811118
Potsdam,2852458
Hildesheim,2904789
Cassel,5561046
Weinheim,2812174
Preetz,6557351
Fraustadt,3081300
Wiener-Neustadt,2761353
St. Georg,2841631
Lt. Roda,11298315
Iauer,3219882
Santa-Maria di Capua,3167561
Schleswig,2838632
Palermo,2523920
Schneeberg,2837492
Blankenburg a. H.,NaN
Zeitz,2804922
Bergisch-Gladbach,2950349
Gnadenfrei,3089025
Pernstein,3078288
Stettin,3083829
Dargun,2938924
Oederan,2857970
Ober-Esslingen,NaN
Rodewisch,6550769
Innsbruck,2775220
Libau,6053520
Hietzing,2776420
Offenbach,2857807
Erlangen,2929567
Althaldensleben,2957169
Zweibrücken,2803620
Karlsruhe,2892794
Glatz,5254356
Neustreulitz,NaN
Breklum,2944426
Kalbe a. d. Saale,NaN
Brooklyn,5110302
Koblenz,2886946
Hampstead,6615314
Kreuznach,2953416
Havelberg,2908644
Berlin,2950159
Gohlis,2919502
Glücksthal,618265
Golembitz,NaN
Riga,456172
Hartenstein,2910167
Herischdorf,NaN
Gerstenberg,2920908
Königsborn,2885914
Skien,3139075
Gersdorf,2920934
Weimar,2812482
Graz,2778067
Braunschweig,2945024
Wien III,NaN
Freiendiez,2925160
Löwenberg,3357108
Miesbach,2871198
Erfurts,12206826
Nürnberg,2861650
Bad Stuer,NaN
Worms,2806142
Kolberg,932752
Melbourne,2158177
Esseg,3193935
Časlau,1946348
Coserow,NaN
Calw,2940383
Goslar,2918840
Pierrepont,4842806
Saarbrücken,2842647
Partschins,3171468
Nymphenburg,6324592
Wiens,6628077
Bremen,2944388
Marienau,3092229
Wasserburg,2813755
Tiegenhagen,3083022
Bad Pyrmont,2953379
Kobylin,11804607
Freystadt,2924854
Borgfelde,2946281
Wien I,5872433
Grünhof Carolusstift,NaN
Tönning,2821878
Schönau,2837085
Bernburg a. d. Saale,NaN
Feistritz,2779704
Philadelphia,4560349
Bialistock,NaN
Altershausen,2957312
Zerrenthin,6548484
Mühlheim a. d. Ruhr,2867838
Passy,6629904
Chicago,NaN
Pfullingen,NaN
Velbert,NaN
Temesvar,NaN
Erfurt,NaN
Neu-Ulm,NaN
Toulouse,NaN
Gmund am Tegernsee,NaN
Iserlohn,NaN
Schweizerhof,NaN
Harburg,NaN
Nördlingen,NaN
Oldenburg,NaN
Idstein,NaN
Bückeburg,NaN
Bunzlau,NaN
Dürkheim,NaN
Schloss Reifenstein,NaN
Kiel,NaN
Lilienbach,NaN
Broos,NaN
Rummelsburg,NaN
Langenstein,NaN
Civitavecchia,NaN
Eilbeck,NaN
Konstanz,NaN
Schöneberg,NaN
Göhren,2919473
Sellgallen,NaN
Rorschach,2658969
Chur,NaN
Villa Bilfinger,NaN
Destedt,NaN
Lissa,NaN
Niesky,NaN
Striesen,NaN
Gladbach,NaN
Laufenburg,NaN
Borken,NaN
Eisleben,NaN
Bonn am Rhein,NaN
Ellwangen,NaN
Budweis,NaN
Schönebeck,NaN
Köln a. Rhein,NaN
Elbing,NaN
Lübeck,NaN
Speyer,NaN
Forest Hill,NaN
Villa Baltenhort,NaN
Villa Fürstenhof,NaN
Grüneberg,NaN
Altona,NaN
Neustrelitz,NaN
Schulpforta,NaN
Saalendorf,NaN
Lichtenthai,NaN
München,NaN
Mülhausen,NaN
Kirchberg am Iaxt,NaN
Genf,NaN
Friedrichshagen,NaN
Neumark,NaN
Krefeld,NaN
Wiederan,NaN
Schliersee,NaN
Cleve am Rhein,NaN
Toth,NaN
Neubrandenburg,NaN
Zürich,NaN
Bornstedt,NaN
Grund a. Harz,NaN
Hirschfelde,NaN
Lützelflüh,NaN
Giessen,NaN
Alfeld,NaN
Rorn,NaN
Zittau,NaN
Gmunden,NaN
Falkenburg,NaN
Rochow,NaN
Petersbach,NaN
Melsungen,NaN
Neuwittelsbach,NaN
Rombitten,NaN
Erkelenz,NaN
Beuthen,NaN
Ladenburg,NaN
Saussienen,NaN
Mülheim,NaN
Antwerpen,NaN
Steinbach,NaN
Lindenhof,NaN
Blasewitz,NaN
Nauen,NaN
Zoppot,NaN
Schladen,NaN
Hückeswagen,NaN
Malborghetto,NaN
Rio de Ianeiro,NaN
Karlsbad,NaN
Wilmersdorf,NaN
Treis a. d. Mosel,NaN
Baierthal,NaN
Röcken,NaN
Kartzow,NaN
Algier,NaN
Stockelsdorf,NaN
Kamnitz,NaN
Mitau,NaN
Pollnow,NaN
Nassau,NaN
Osnabrück,NaN
Freiberg,NaN
Polier le Grand,NaN
Sternberg,NaN
Ittingen,NaN
Medewitz,NaN
Liebenstein,NaN
Lemsal,NaN
Minden,NaN
Xanten,NaN
Bukarest,NaN
Erbach,NaN
Radach,NaN
Sterley,NaN
Münden,NaN
Nortwich Cheshire,NaN
Cleve,NaN
Ergenzingen,NaN
Narwa,NaN
Dom Nirnhoff,NaN
Weissenfels,NaN
Dülmen,NaN
Dresden,NaN
Schönberg,NaN
Meissen,NaN
Gommern,NaN
Arnsberg i. Westf,NaN
Myslowitz,NaN
Freistadt,NaN
Stockach,NaN
Malines,NaN
Hirschberg,NaN
Trübbach,NaN
Pfifflipheim,NaN
Görlitz,NaN
Netphen,NaN
Templin,NaN
Schkölen,NaN
Queensborough Terrace,NaN
Neuwied a. Rh.,NaN
Eupen,NaN
Neustadt a. H.,NaN
Angerburg,NaN
Obershagen,NaN
Hall,NaN
Westend,NaN
Klausthal,NaN
Einbeck,NaN
Lingen,NaN
Dornbirn,NaN
Klein-Neundorf,NaN
Wildbad,NaN
Büren,NaN
Brünn,NaN
Fronhausen,NaN
Nikjöbing,NaN
Hernals,NaN
Morchenstern,NaN
Lindenthal,NaN
Bleicherode,NaN
Dalbingen,NaN
Duninow,NaN
Heilbronn,NaN
Grunau,NaN
Droyssig,NaN
Friedberg,NaN
Apen,NaN
Steglitz,NaN
Lubtheen,NaN
Schlosse Syrgenstein,NaN
Widdern,NaN
Freiburg i. B,NaN
Regensburg,NaN
St. Veit,NaN
Schloss Bärenburg,NaN
Campe,NaN
Post Krappitz,NaN
Berlins,NaN
Klein-Falkenau,NaN
Venedig,NaN
Connewitz,NaN
Woldegk,NaN
Zerbst,NaN
Friederikenhof,NaN
Hansu,NaN
Hagenau,NaN
Bade Egart,NaN
Feldberg,NaN
Wittmund,NaN
Münchens,NaN
St. Marcellin,NaN
Köln am Rhein,NaN
Güns,NaN
Werkau,NaN
Kemberg,NaN
Cedar Lodge,NaN
Ries,NaN
Gräfenthal,NaN
Warienfliess,NaN
Mailand,NaN
Zombor,NaN
Grossschönau,NaN
Luzern,NaN
Franzensbad,NaN
Bája,NaN
Bensheim,NaN
Worms am Rhein,NaN
Sontra,NaN
Czernowitz,NaN
Ratibor,NaN
Strömstad,NaN
Remscheid,NaN
Geinersdorf,NaN
Oeynhausen,NaN
Pforzheim,NaN
Burkau,NaN
Arnswalde,NaN
Grenoble,NaN
Krakau,NaN
Vallendar,NaN
Mostar,NaN
Delitzsch,NaN
Posen,NaN
Aschersleben,NaN
Ebersdorf,NaN
Bärwalde,NaN
Barnimš,NaN
Coesfeld,NaN
Polkritz,NaN
Granzow,NaN
Destädt,NaN
Schwanebeck,NaN
Lohr,NaN
Wittstock,NaN
Boppard a. Rhein,NaN
Naumburg a. S.,NaN
Neustadt,NaN
Kydullen,NaN
Neumarkt,NaN
Freiburg i. Br,NaN
Lynwood,NaN
Schloss Geisberg,NaN
Lemberg,NaN
Stapelmoor,NaN
Pilsen,NaN
Wilchingen,NaN
Lippstadt,NaN
Höxter,NaN
Honkong,NaN
Gute Mariafeld,NaN
Kaiserswerth,NaN
Neuhausen,NaN
Gumbinnen,NaN
Bayreuth,NaN
Kleinvoigtsberg,NaN
Leisewitz,NaN
Reichenbach,NaN
Lützow,NaN
Warnemünde,NaN
Wesel,NaN
Marseille,NaN
Hottingen,NaN
Saarburg,NaN
Livorno,NaN
Reutlingen,NaN
Korneuburg,NaN
Lussan,NaN
Scheranberg,NaN
Ursulinerinnenkloster,NaN
Hünfeld,NaN
Meppen,NaN
Esslingen am Neckar,NaN
Baireuth,NaN
Nicoline,NaN
Schweidnitz,NaN
Ansbach,NaN
Rieden,NaN
Greifswald,NaN
Gnadau,NaN
Wriezen,NaN
Waldburg,NaN
Stralsund,NaN
Schleiz,NaN
Bernstadt,NaN
Lützen,NaN
Tetenbüll,NaN
Oxford,NaN
Ottilienhaus,NaN
Stade,NaN
Gablonz,NaN
Eberbach,NaN
Iever,NaN
Aigen,NaN
Sarajevo,NaN
Schloss Greifenberg,NaN
Bimbach,NaN
Neuss,NaN
Bützow,NaN
Ratzeburg,NaN
Halle a. d. Saale,NaN
Syrgenstein,NaN
Karlshagen,NaN
Friedrichsroda,NaN
Schlogwitz,NaN
Roggendorf,NaN
Kannstatt,NaN
Herrmannstadt,NaN
Haina,NaN
Allermähe,NaN
Marienburg,NaN
