Name	GND
Merkl Joseph	https://d-nb.info/gnd/1044334428	https://d-nb.info/gnd/120172704	https://d-nb.info/gnd/1240842503
Méron L	130182117
Merta Edler von Mährentreu Adalbert	1293023396
Mertens Hans Willi	11690545X
Mertens Ludwig	https://d-nb.info/gnd/130684252	https://d-nb.info/gnd/116905727
Mertens Paul Norbert	kein Eintrag von api gefunden
Merth Bernhard	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Mertz Ada	1220789925
Meruell E	https://d-nb.info/gnd/1026215617	https://d-nb.info/gnd/1055196129
Mervarid 	kein Eintrag von api gefunden
Merwart Karl	1022870734
Merwin Alexey	kein Eintrag von api gefunden
Merx Eulalia Therese	116912170
Merz Julius	https://d-nb.info/gnd/1055404643	https://d-nb.info/gnd/1120596793	https://d-nb.info/gnd/118612301
Merz Walter	1038727456
Meschwitz Emil Heinrich	1044339322
Meschwitz Rosa	1050550129
Meske Mathilde	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Messenhauser Cäsar Wenzel	118783483
Messer Max	116914130
Messerer Therese	116914297
Meßmer Alois	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Meßner Joseph	118965891
Meßner Max	116915382
Mestorf Johanna	1275875173
Metelmann Diedrich Franz Gottlieb	124398030
Metterhausen Otto	1021382744
Mettlerkamp Johann Angust	kein Eintrag von api gefunden
Metz J. G	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Metzerich Wilhelm von	1024457753
Metzger Friedrich Karl Wilhelm	11695695X
Metzger-Woytt Wilhelm	kein Eintrag von api gefunden
Metzler Ludwig	https://d-nb.info/gnd/1044345756	https://d-nb.info/gnd/133607089	https://d-nb.info/gnd/1243885459
Metzler Karl Otto	128075457
Metzner Joseph	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Meurer Johann Theodor	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Mevert Ernst	https://d-nb.info/gnd/1073415090	https://d-nb.info/gnd/116961147
Méville Harry	126618259
Mewis Marianne	116962097
Mey Benedikt	https://d-nb.info/gnd/1061046567	https://d-nb.info/gnd/1197435050	https://d-nb.info/gnd/101863083X
Meyer Emil Gustav Adolf	1072940442
Meyer P. A. W. Alexander	kein Eintrag von api gefunden
Meyer Alfred Richard	118783602
Meyer August Ferdinand	https://d-nb.info/gnd/120772302	https://d-nb.info/gnd/117555770	https://d-nb.info/gnd/101199163
Meyer Bertha Antoinette Henriette	https://d-nb.info/gnd/1035095416	https://d-nb.info/gnd/142634131
Meyer Cäcilie	https://d-nb.info/gnd/117595845	https://d-nb.info/gnd/141273798	https://d-nb.info/gnd/124185061	https://d-nb.info/gnd/116510234
Meyer Eduard	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Meyer Erich	1055449566
Meyer Ernst Teja	11755653X
Meyer Georg	https://d-nb.info/gnd/1192081307	https://d-nb.info/gnd/138343934	https://d-nb.info/gnd/130447544
Meyer Gustav	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Meyer Hans Georg	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Meyer Heinrich	1055451226
Meyer Heinrich Hermann	123513863
Meyer Hermann	1073516334
Meyer Johann Gottfried Gustav	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Meyer Johann Georg	104255595
Meyer Johann Heinrich	https://d-nb.info/gnd/104305670X	https://d-nb.info/gnd/1070750913
Meyer Johann Hinrich Otto	117562114
Meyer John	138370389
Meyer Julie	1049681932
Meyer Julius Theodor Rudolf	129293393
Meyer Karl	https://d-nb.info/gnd/1107798744	https://d-nb.info/gnd/117562513	https://d-nb.info/gnd/130228974
Meyer Karl Gustav	1146729979
Meyer Konrad	https://d-nb.info/gnd/1089580231	https://d-nb.info/gnd/1044608471	https://d-nb.info/gnd/1035091097
Meyer Konrad Ferdinand	https://d-nb.info/gnd/118581775	https://d-nb.info/gnd/118881809	https://d-nb.info/gnd/118685759
Meyer Kurt	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Meyer Luise	https://d-nb.info/gnd/117565164	https://d-nb.info/gnd/1241567255
Meyer Martha	135662044
Meyer Martin	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Meyer H. Th. Matthias	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Meyer Oskar Erich	117568899
Meyer Rahel	101141769
Meyer Samuel	121045595
Meyer Siegbert	https://d-nb.info/gnd/113668856	https://d-nb.info/gnd/1176033778
Meyer Theodora	kein Eintrag von api gefunden
Meyer Ubbo Tiden	1035092093
Meyer M. Wilhelm	https://d-nb.info/gnd/119137178	https://d-nb.info/gnd/119551667	https://d-nb.info/gnd/1116028638	https://d-nb.info/gnd/117004057	https://d-nb.info/gnd/118581775
Meyer Wolfgang Alexander	101121229
Meyer-Detmold Ernst	117556408
Meyer-Förster Elsbeth	https://d-nb.info/gnd/117004049	https://d-nb.info/gnd/117004057
Meyer-Förster Wilhelm	https://d-nb.info/gnd/117004057	https://d-nb.info/gnd/117004049	https://d-nb.info/gnd/117603412X
Meyer(-Markau) Wilhelm	https://d-nb.info/gnd/1257097121	https://d-nb.info/gnd/119137178	https://d-nb.info/gnd/117569615
Meyer-Merian Theodor	https://d-nb.info/gnd/11690559X	https://d-nb.info/gnd/121010587X	https://d-nb.info/gnd/121762734
Meyer-Meyrink Gustav	118582046
Meyer von Schauensee Luise	kein Eintrag von api gefunden
Meyer-Waldeck Wolfgang	101121229
Meyer von Waldeck Clemens	101121229
Meyer-Ziegler Konrad Ferdinand	118581775
Meyerdiercks Christian	kein Eintrag von api gefunden
Meyerhof Leonie	11682400X
Meyern-Hohenberg Gustav	11700880X
Meyke Nina	1049760239
Meyn Klaus Christian Ludwig	kein Eintrag von api gefunden
Meynert Hermann Günther	117009326
Meynert Theodor	https://d-nb.info/gnd/117009334	https://d-nb.info/gnd/117009326
Meyr Melchior	118783688
Meyrink Gustav	118582046
Meysenbug Malwida von	https://d-nb.info/gnd/118582054	https://d-nb.info/gnd/117010391
Michael C	https://d-nb.info/gnd/135752787	https://d-nb.info/gnd/1157464467	https://d-nb.info/gnd/173054501	https://d-nb.info/gnd/5154969-4	https://d-nb.info/gnd/127098712
Michael Erich	11701320X
Michael Fritz	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Michaeli Otto	11701365X
Michaelis Curt	117016799
Michaëlis Johann Daniel	1055120343
Michaelis Karl	https://d-nb.info/gnd/121704440	https://d-nb.info/gnd/1050550358
Michaelis Katharina	https://d-nb.info/gnd/1189390078	https://d-nb.info/gnd/11539396X
Michaelis Ludwig Johann	1023051656
Michaelis Maria Magdalena	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Michaelis Paul	https://d-nb.info/gnd/117016926	https://d-nb.info/gnd/106648829
Michaelson Margarete	116563559
Michaely Paul	120729466
Michalowska Angelika	117017663
Michel Friedrich	https://d-nb.info/gnd/1052422829	https://d-nb.info/gnd/1044386460	https://d-nb.info/gnd/1051206553
Michel Robert	https://d-nb.info/gnd/1014277825	https://d-nb.info/gnd/118893297
Michel Wilhelm	117019275
Michel Maria	127614508
Michelis Eduard	1302199099
Michelis Friedrich	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Michelis Wilhelm Heinrich	https://d-nb.info/gnd/126625638	https://d-nb.info/gnd/116925221
Michell Gustav	https://d-nb.info/gnd/140978194	https://d-nb.info/gnd/117020168
Michels Max	122466357
Michen Franz	1159050031
Michler Karl	https://d-nb.info/gnd/142651036	https://d-nb.info/gnd/117021415
Michler Karl Wilhelm	117021415
Mickoleit Kurt	117026565
Mickwitz Christoph	https://d-nb.info/gnd/140470239	https://d-nb.info/gnd/1230700773	https://d-nb.info/gnd/1229752323	https://d-nb.info/gnd/1229752331
Micus Friedrich Joseph	1041979665
Mie Hedwig	https://d-nb.info/gnd/121917209X	https://d-nb.info/gnd/116170867
Miegel Agnes	118582267
Mielke Adolf	1256772550
Mielke Helmut	kein Eintrag von api gefunden
Mießner Elisabeth	kein Eintrag von api gefunden
Mießner Hans Paul Wilhelm	117028541
Miethe Karoline	138382565
Mietzke Ernst	1053147813
Migerka Katharina	138412588
Migerka Helene	117029009
Mikado 	1319019625
Milanis C	kein Eintrag von api gefunden
Milár-Gersdorff Bertha	kein Eintrag von api gefunden
Milbach Karl	127549625
Milberg James Hermann	102834520
Miles Ferrarius 	117150770
Millenkowich Max von	117042269
Millenkowich Stephan	117042269
Miller Elise	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Miller Leopold	1044408960
Miller Thomas	https://d-nb.info/gnd/137996985	https://d-nb.info/gnd/1052244335	https://d-nb.info/gnd/1172989567	https://d-nb.info/gnd/1309125260	https://d-nb.info/gnd/117043745	https://d-nb.info/gnd/1228466033
Millesi Johann Matthias	1019409142
Milow Stephan	https://d-nb.info/gnd/1311061223	https://d-nb.info/gnd/1017673152	https://d-nb.info/gnd/117042269
Minameyer Walter	kein Eintrag von api gefunden
Minckwitz Johannes	https://d-nb.info/gnd/13156157X	https://d-nb.info/gnd/117047643	https://d-nb.info/gnd/117047546
Minckwitz Hans von	13156157X
Mindermann Marie Christiane	117047872
Minding Julius	11757855X
Minna 	https://d-nb.info/gnd/119317745	https://d-nb.info/gnd/117008338	https://d-nb.info/gnd/1173374531
Minneburg E	1204439966
Minnich 	https://d-nb.info/gnd/174247370	https://d-nb.info/gnd/1162215666	https://d-nb.info/gnd/174247362
Minuth Fred R	117048887
Mira Tirza	kein Eintrag von api gefunden
Mirani Johann Heinrich	1023317834
Mirau Leo Paul	kein Eintrag von api gefunden
Mirbach Margarete	https://d-nb.info/gnd/1050402022	https://d-nb.info/gnd/1290302340
Miris 	https://d-nb.info/gnd/1059787423	https://d-nb.info/gnd/127765727	https://d-nb.info/gnd/108918378X
Mirring Emil	kein Eintrag von api gefunden
Mirsky-Tauber Regina	kein Eintrag von api gefunden
Misch Robert	117051535
Mischner Franz Joseph	kein Eintrag von api gefunden
Mises Dr	1199060267
Mißfeldt Agnes Karoline Eleonore	kein Eintrag von api gefunden
Misson Joseph	11928006X
Mitis Franz Xaver	1044416033
Mittau H	kein Eintrag von api gefunden
Mittelstedt Wilma	kein Eintrag von api gefunden
Mitzenius Adolf	117065668
Mitzenius Julie	kein Eintrag von api gefunden
Mitzenius Karoline Sophie Luise	kein Eintrag von api gefunden
Mitzlaff Eugenie	kein Eintrag von api gefunden
Möbis Emil Paul Alfred	kein Eintrag von api gefunden
Möbius Friedrich	https://d-nb.info/gnd/120469243	https://d-nb.info/gnd/1035094053
Möbius Hermine Luise	kein Eintrag von api gefunden
Möbius Paul Heinrich August	117080322
Möchel Heinrich	1050550315
Moeckesch Martin Samuel	12674548X
Möder Auguste	117848131X
Modersohn Ernst	118734326
Modersohn Hermann	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Möglich Alfred	https://d-nb.info/gnd/1043540261	https://d-nb.info/gnd/1146153600
Mohr Bertha	kein Eintrag von api gefunden
Mohr Eduard Christian	142685534
Mohr Johann Jakob	https://d-nb.info/gnd/117092789	https://d-nb.info/gnd/1133520278
Mohr Laura	118992996
Mohr Ludwig	1024514315
Mohr Marie L. F	https://d-nb.info/gnd/142663182	https://d-nb.info/gnd/117093300
Mohren Bruno	1193683378
Möhring(-Heydemann) Elisabeth	https://d-nb.info/gnd/1055602631	https://d-nb.info/gnd/1055694366
Möhrlin Fritz	1012289052
Mojsisovies Edlerv Mojsvár	kein Eintrag von api gefunden
Möldner Adolf	1057767085
Molitor Wilhelm	100801897
Mollenhauer Karl	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Möller A.	https://d-nb.info/gnd/105194595X	https://d-nb.info/gnd/105772100X	https://d-nb.info/gnd/1055321349	https://d-nb.info/gnd/170152804
Möller Agnes	https://d-nb.info/gnd/117081124	https://d-nb.info/gnd/119114585
Möller Alfred	117081159
Möller Berta Liane	kein Eintrag von api gefunden
Moeller Hugo	https://d-nb.info/gnd/1031573186	https://d-nb.info/gnd/1164190733
Möller Marx	https://d-nb.info/gnd/117082791	https://d-nb.info/gnd/1021136727
Möller Max	https://d-nb.info/gnd/142661899	https://d-nb.info/gnd/117082791
Möller Boy Peter	120010399
Möllhausen Balduin	https://d-nb.info/gnd/118784412	https://d-nb.info/gnd/1183309147
Mölling Karl Edwin	kein Eintrag von api gefunden
Molo Hans	https://d-nb.info/gnd/117122440	https://d-nb.info/gnd/118734601	https://d-nb.info/gnd/118819321
Molo Walter	https://d-nb.info/gnd/118734601	https://d-nb.info/gnd/1024518027	https://d-nb.info/gnd/117122440
Moltan Hans	116670258
Moltke A.	118854801
Moltke Leopold Maximilian	117125202
Moltke(-Raimund) Hermann Raimund Siegfried	kein Eintrag von api gefunden
Mombert Alfred	https://d-nb.info/gnd/118583417	https://d-nb.info/gnd/1028166567
Monbart Helene	116024283
Mönch Heinrich Hubert	117741574
Mönckeberg Karl Adolf	117087475
Mongré Paul	https://d-nb.info/gnd/113597196X	https://d-nb.info/gnd/118709151
Monica 	https://d-nb.info/gnd/10320221-3	https://d-nb.info/gnd/121278549	https://d-nb.info/gnd/121563561	https://d-nb.info/gnd/120193639	https://d-nb.info/gnd/120120224	https://d-nb.info/gnd/124146341
Monsterberg-Münckenau Elinor	117127701
Monsterberg Eugenie	117127728
Montan Frederik	kein Eintrag von api gefunden
Montanus 	https://d-nb.info/gnd/100380786	https://d-nb.info/gnd/1186093536	https://d-nb.info/gnd/120491117	https://d-nb.info/gnd/119766639	https://d-nb.info/gnd/119766663	https://d-nb.info/gnd/119766671	https://d-nb.info/gnd/119766701	https://d-nb.info/gnd/129514039
Monte Ambros	1023827298
Monter Konstanze	kein Eintrag von api gefunden
Monteton Wilhelm Otto Dijon	115602038
Montignoso Luise Gräfin	kein Eintrag von api gefunden
Montigny Adelheid	https://d-nb.info/gnd/11691114X	https://d-nb.info/gnd/1176141554
Mook Friedrich	https://d-nb.info/gnd/137953194	https://d-nb.info/gnd/117134805
Mook Kurt	https://d-nb.info/gnd/117134805	https://d-nb.info/gnd/137953194
Mora Otto	1055537279
Moraht Adolf Ernst	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Morajn Ludwig	117151270
Moras Ferdinand	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Morasch Eduard	kein Eintrag von api gefunden
Morburger Karl	1029973776
Mordtmann August Justus	126853517
Moreck Kurt	https://d-nb.info/gnd/1098313003	https://d-nb.info/gnd/105108626
Morel P. Gall	kein Eintrag von api gefunden
Morel Karl	https://d-nb.info/gnd/117143413	https://d-nb.info/gnd/1127661531
Morgan Kamillo	118120611
Morgan Walther	kein Eintrag von api gefunden
Morgenroth Moriz	126853908
Morgenstern Christian Otto Joseph Wolfgang	kein Eintrag von api gefunden
Morgenstern Gustav	https://d-nb.info/gnd/116916192	https://d-nb.info/gnd/1073357937	https://d-nb.info/gnd/118582046
Morgenstern Lina	https://d-nb.info/gnd/119452480	https://d-nb.info/gnd/138677360
Morgenstern Marie	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Morgenstern Olga	138677360
Mörike Eduard	118583107
Morin George	https://d-nb.info/gnd/116929065	https://d-nb.info/gnd/131904582	https://d-nb.info/gnd/1023776049	https://d-nb.info/gnd/119083477
Moris Laurian	116929154
Moriton Arthur	116929227
Moriton Bath	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Moritz G	1073450538
Morlock Hermann	1117738671
Mormann Berth	116136405
Mörner Adolf	1151646121
Morning Richard	https://d-nb.info/gnd/116970413	https://d-nb.info/gnd/115670211
Morold Max	https://d-nb.info/gnd/1017673152	https://d-nb.info/gnd/117042269
Morolf Ferdinand	117486078
Morré Harald	kein Eintrag von api gefunden
Morré Karl	https://d-nb.info/gnd/130119555	https://d-nb.info/gnd/1287324746
Morren Theophil	https://d-nb.info/gnd/1154707776	https://d-nb.info/gnd/118552759
Morres Wilhelm	1023806339
Morsbach(-Hartstein) Marie	116930098
Mörtl Theodor	117088803
Mory Eugen	1215051646
Mosbrugger Franz	1037991222
Moesch Ferdinand Gottfried	kein Eintrag von api gefunden
Moschkau Alfred	118584340
Moeschlin Felix	118583131
Mose Josepha	116936274
Mosen Gustav	116936436
Mosen Julius	https://d-nb.info/gnd/118584375	https://d-nb.info/gnd/1112611827
Mosenthal Salomon Hermann	https://d-nb.info/gnd/101363184	https://d-nb.info/gnd/125821492X
Moser Ernst	https://d-nb.info/gnd/1108585671	https://d-nb.info/gnd/17408546X	https://d-nb.info/gnd/116937483
Moser Gustav	116937807
Moser Otto	https://d-nb.info/gnd/1220052264	https://d-nb.info/gnd/1279106050	https://d-nb.info/gnd/116937556
Moser Peter	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Möser Georg Friedrich Albert	117089060
Moshammer Joseph Alois	115602542
Mosing Guido Konrad	116940158
Moske Johannes	181947862
Moszkowski Alexander	116941359
Motz Paulus	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Motzkau Julius Hermann	kein Eintrag von api gefunden
Moy de Sons Karl	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Mrazovič Milena	116281774
Much Hans	118948954
Muckenschnabel Karl	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Müffelmann Hedwig	189531924
Mügge Ernst Alexander	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Mügge Theodor	119044765
Muggli Hans	1309260354
Mühl Gustav	https://d-nb.info/gnd/117161527	https://d-nb.info/gnd/117161675
Mühlau Helene	117162612
Mühlbach Luise	https://d-nb.info/gnd/118585754	https://d-nb.info/gnd/1032686162
Mühle W.	https://d-nb.info/gnd/1089907354	https://d-nb.info/gnd/1146090927
Mühlenbach Mathilde	kein Eintrag von api gefunden
Mühlenfels Elfriede	117162655
Mühlenfels Hedwig	117162612
Mühler Heinrich	https://d-nb.info/gnd/117163007	https://d-nb.info/gnd/1293192589	https://d-nb.info/gnd/118828614
Mühlfeld Julius	https://d-nb.info/gnd/132769581	https://d-nb.info/gnd/1021198668	https://d-nb.info/gnd/116992360
Mühlfeld Louis	116136405
Mühsam Erich	https://d-nb.info/gnd/118584758	https://d-nb.info/gnd/119037769	https://d-nb.info/gnd/126872929
Mulde Wilhelm	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Müldener Johann August	https://d-nb.info/gnd/117165603	https://d-nb.info/gnd/1211938700
Muellenbach Ernst	https://d-nb.info/gnd/117166324	https://d-nb.info/gnd/117166391
Müllendorff Eugen	1044558857
Müllenhoff Emma	117166545
Müller Adolf	https://d-nb.info/gnd/121607125X	https://d-nb.info/gnd/1055347143	https://d-nb.info/gnd/1055211020
Müller Alphonse	101422253
Müller Anton	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Müller Karl Arthur	117573353
Müller Johann August Karl	https://d-nb.info/gnd/117604607	https://d-nb.info/gnd/124304699	https://d-nb.info/gnd/110562399	https://d-nb.info/gnd/117602442
Müller Benedikt	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Müller Betty	https://d-nb.info/gnd/137860498	https://d-nb.info/gnd/138701504
Müller C. C. E	1263524915
Müller Christiana	https://d-nb.info/gnd/1227791429	https://d-nb.info/gnd/1293213128
Müller Karl Friedrich Curt	1056949910
Müller David Heinrich	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Müller Eduard Joseph	https://d-nb.info/gnd/1044565950	https://d-nb.info/gnd/1025826426
Müller Eduard	1053454910
Müller Elisabeth	https://d-nb.info/gnd/124810802	https://d-nb.info/gnd/1157143113	https://d-nb.info/gnd/142485888	https://d-nb.info/gnd/1033701114	https://d-nb.info/gnd/132062852	https://d-nb.info/gnd/138822751
Müller Emil	1219395226
Müller Ernst	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Müller Ewald	1055392491
Müller Friedrich Jakob	https://d-nb.info/gnd/123239516	https://d-nb.info/gnd/115534806
Müller Fritz	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Müller Gustav Adolf	https://d-nb.info/gnd/104356774	https://d-nb.info/gnd/120914573	https://d-nb.info/gnd/117588504
Müller Hans	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Müller Hedwig	https://d-nb.info/gnd/1149061979	https://d-nb.info/gnd/123331196	https://d-nb.info/gnd/103345270X	https://d-nb.info/gnd/117588660
Müller Hans Emil Felix	1168151791
Müller Hermann	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Müller Christian Friedrich Hermann	https://d-nb.info/gnd/117590908	https://d-nb.info/gnd/1251495648
Müller Hermann Alexander	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Müller Herbert Ludwig	https://d-nb.info/gnd/129631183	https://d-nb.info/gnd/117590576
Müller Hubert	1157484697
Müller Hugo	1044569050
Müller Johann	1202874215
Müller Johann Joseph	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Müller Johann Baptist	137826028
Müller Johann Georg	117592714
Müller Joseph	https://d-nb.info/gnd/1278468781	https://d-nb.info/gnd/1116583046
Müller Jsidor	kein Eintrag von api gefunden
Müller Julius	1217351922
Müller Karl	https://d-nb.info/gnd/117604658	https://d-nb.info/gnd/117604208
Müller Klara	https://d-nb.info/gnd/1016668929	https://d-nb.info/gnd/117598100	https://d-nb.info/gnd/1136089713	https://d-nb.info/gnd/129903736	https://d-nb.info/gnd/129903043
Müller Ludwig Johann	https://d-nb.info/gnd/117596345	https://d-nb.info/gnd/12169545X	https://d-nb.info/gnd/120917904
Müller Ludwig	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Müller Martin	https://d-nb.info/gnd/1175579211	https://d-nb.info/gnd/1139005693
Müller Mathilde	116697830
Müller Moritz Wilhelm Gotthard	117602442
Müller Niklas	https://d-nb.info/gnd/1243113561	https://d-nb.info/gnd/1217423796
Müller Otto	130200069
Müller Richard	117609722
Müller Robert	https://d-nb.info/gnd/117609838	https://d-nb.info/gnd/1073491331
Müller Rudolf	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Müller Theodor	1252386893
Müller Valeria von	https://d-nb.info/gnd/113666292	https://d-nb.info/gnd/1089932367
Müller Venanz	117611662
Müller Waldemar	https://d-nb.info/gnd/124798578	https://d-nb.info/gnd/117167908
Müller Walter	https://d-nb.info/gnd/117611700	https://d-nb.info/gnd/117611751
Müller Wilhelm	117612480
Müller Wilibald	1157604498
Müller-Amorbach Wilhelm	117167290
Müller-Baden Emanuel	1044617624
Müller-Bertelmann Hans	1049862554
Müller-Bohn Hermann	172266149
Müller-Cassala 	kein Eintrag von api gefunden
Müller von Davenport A	kein Eintrag von api gefunden
Müller-Eberhart W	kein Eintrag von api gefunden
Müller-Grählert Martha	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Müller-Guttenbrunn Adam	https://d-nb.info/gnd/118585339	https://d-nb.info/gnd/117168629
Müller-Herfurth Jean Baptist Karl	117171697
Müller-Kassel Max	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Müller-Jrminger Hans	kein Eintrag von api gefunden
Müller von Königswinter Wolfgang	https://d-nb.info/gnd/118737627	https://d-nb.info/gnd/117171638	https://d-nb.info/gnd/11717162X	https://d-nb.info/gnd/116105267
Müller v. d. Leppe Hans	kein Eintrag von api gefunden
Müller-Mann Gustav	117171948
Müller-München Gustav Adolf	https://d-nb.info/gnd/104356774	https://d-nb.info/gnd/117588504
Müller-Palm Adolf	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Müller-Plattensteiner Th	127683283
Müller-Poyritz Karl Hermann	kein Eintrag von api gefunden
Müller-Rastatt Karl	142013331
Müller-Rüdersdorf Wilhelm	117172235
Müller-Saalfeld Ferdinand	https://d-nb.info/gnd/117172243	https://d-nb.info/gnd/1052869289
Müller-Suderburg Heinrich Gottlieb	1035074141
Müller Walther	124232191
Müller-Weilburg Wilhelm	1042076111
Müller von der Werra Friedrich Konrad	104265256
Müller-Wunderlich M	1157281117
Müllern Elisabeth	https://d-nb.info/gnd/124739830	https://d-nb.info/gnd/13149659X	https://d-nb.info/gnd/1045010723	https://d-nb.info/gnd/1217620036
Münch Paul Georg	131377264
Münch Wilhelm	126993001X
Münch-Bellinghausen Elegius Franz Joseph	kein Eintrag von api gefunden
Münchberg Fr.	1059787423
Münchershof E.	1167739094
Münchgesang Robert	108327189X
Münchhausen Börries	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Münchhausen Max	https://d-nb.info/gnd/121161137	https://d-nb.info/gnd/119299623	https://d-nb.info/gnd/117360767	https://d-nb.info/gnd/117486078
Mund E. D	1055537813
Mund Ed	117181765
Mund Karl	https://d-nb.info/gnd/117181730	https://d-nb.info/gnd/117181862	https://d-nb.info/gnd/107351921X
Mundt Klara	118585754
Mundt Theodor	https://d-nb.info/gnd/118735225	https://d-nb.info/gnd/1044281618	https://d-nb.info/gnd/118585754	https://d-nb.info/gnd/1145371973
Münich Walther	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Münkel Louis	117174157
Münnich Hans Adolf	126752435
Münsterberg Hugo	1073474089
Münsterberg Margarete	1028193890
Münter Camilla	1050477006
Münter Ferdinand	116997656
Münter Karl	118735098
Müntzer Maria August Désiré	kein Eintrag von api gefunden
Munz Emilie	1113029854
Münz Sigmund	117179027
Münz Wilhelm	https://d-nb.info/gnd/117179043	https://d-nb.info/gnd/1208078534	https://d-nb.info/gnd/1052665470
Munzel C	1053150288
Münzer Georg	117179183
Münzer Kurt	https://d-nb.info/gnd/117179183	https://d-nb.info/gnd/1063012325
Münzer Richard	117179213
Murad Efendi 	104073454
Muralt Lily	1032020644
Muschi Jean Bernard	1175567191
Muschner Georg	11700362X
Mushacke Bernhard Hermann	kein Eintrag von api gefunden
Müsken Emmy	kein Eintrag von api gefunden
Muth Franz Alfred	117189561
Muth Karl	https://d-nb.info/gnd/118989820	https://d-nb.info/gnd/117204218
Muth Richard	https://d-nb.info/gnd/117203947	https://d-nb.info/gnd/1225652340	https://d-nb.info/gnd/1060505061
Mutterstadt Fritz	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Mützelburg Adolf	117182168
Mylius Otfried	127672486
Mysing Oskar	117207306
Mystifizinsky Deutobald Symbolizetti Allegoriewitsch	kein Eintrag von api gefunden
Naaff Anton F. August	kein Eintrag von api gefunden
Nabor Felix	117208159
Nachtsheim Maria	https://d-nb.info/gnd/115709134	https://d-nb.info/gnd/1209952920
