Name	GND
Grote Paul	https://d-nb.info/gnd/1225762626	https://d-nb.info/gnd/121461874	https://d-nb.info/gnd/125352887X	https://d-nb.info/gnd/1058600885	https://d-nb.info/gnd/127221352
Gröteken Heinrich	17321133X
Groth Ernst Johann	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Groth Franziska	116877529
Groth Klaus Johann	https://d-nb.info/gnd/118542699	https://d-nb.info/gnd/116217596
Grothe Hugo	116878312
Grothe Richard	116878312
Grothe Wilhelm	116878312
Grotowsky Paul	116878746
Grottewitz Kurt	https://d-nb.info/gnd/116878908	https://d-nb.info/gnd/1159011648
Grotthuß Elisabeth	https://d-nb.info/gnd/116878975	https://d-nb.info/gnd/1297771907
Grotthuß Jeannot Emil	116879017
Groetzsch Georg	126332908
Grua Ernst	115164286X
Grube Elisabeth	116117249
Grube Elise	https://d-nb.info/gnd/1034737813	https://d-nb.info/gnd/116117249	https://d-nb.info/gnd/118563300
Grube H	11688679X
Grube Hanna	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Grube-Lörcher Erik	kein Eintrag von api gefunden
Grube Karl	https://d-nb.info/gnd/116886854	https://d-nb.info/gnd/116879483
Grube Max	https://d-nb.info/gnd/116879483	https://d-nb.info/gnd/11688682X
Gruber Karl	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Gruber Ludwig	https://d-nb.info/gnd/11688729X	https://d-nb.info/gnd/130167975
Grumbach L. von	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Grün Albert	https://d-nb.info/gnd/116887680	https://d-nb.info/gnd/118698389
Grün Anastasius	118719033
Grün Dionys	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Grün Edmund	116887737
Grün E. Th	1050470583
Grün Moritz	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Grünau Heinrich	1050554388
Grünberg Viktor	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Grünberger Philipp	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Grund Martin im	119424811X
Grundemann Emma Helene	kein Eintrag von api gefunden
Grundemann Peter Reinhold	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Gründler Adele	1047219018
Grundmann Franz	https://d-nb.info/gnd/135931657	https://d-nb.info/gnd/106846078
Grundmann Heinrich	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Gründorf Karl	140281819
Grundschöttel Marie	https://d-nb.info/gnd/116895020	https://d-nb.info/gnd/1194249183	https://d-nb.info/gnd/119424811X
Grüneisen Karl	https://d-nb.info/gnd/11688830X	https://d-nb.info/gnd/116888318
Grunenberg Andreas	1044314737
Gruner Ferdinand	https://d-nb.info/gnd/105250079X	https://d-nb.info/gnd/1242953353	https://d-nb.info/gnd/1141795329
Grunert Carl	https://d-nb.info/gnd/1073353893	https://d-nb.info/gnd/116900733
Grunert Joseph	1272540383
Grünewald Ernst Friedrich	130683647
Grünewald Max	1057767514
Grünfeld Paul Stefan August Maximilian	kein Eintrag von api gefunden
Grüning Eduard Friedrich	https://d-nb.info/gnd/1268830305	https://d-nb.info/gnd/116888857
Grüninger Hans Martin	116888954
Grüninger Jakob	https://d-nb.info/gnd/106058395X	https://d-nb.info/gnd/1322782032
Grünn Karl	https://d-nb.info/gnd/116892773	https://d-nb.info/gnd/143327720
Grunow Johannes	1073410064
Grunsky Karl	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Grünstein Joseph Rudolf	kein Eintrag von api gefunden
Grünstein Leo	116893001
Grünwald 	1212866495
Grünwald-Zerkovitz Sidonie	116893281
Grunwaldt Gustav Eduard	1212021932
Gruenz Karl	1012268209
Grünzweig Heinrich	1050554388
Grupp Bernhard	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Gruppe Otto Friedrich	100146694
Grusemann Michael	116901764
Grüß Christian	1050470575
Grütter Friedrich	https://d-nb.info/gnd/128515015	https://d-nb.info/gnd/1034738593
Grütter Mathilde	1158105916
Grzenkowski Wilhelmine Albertine	1055119167
Gschmeidler Franz Seraphin	kein Eintrag von api gefunden
Gschwari Cölestin (Georg	kein Eintrag von api gefunden
Gubalke Frau Lotte	kein Eintrag von api gefunden
Gube Else	https://d-nb.info/gnd/1014937396	https://d-nb.info/gnd/111248167
Gugern L.	1158099584
Gugl August	https://d-nb.info/gnd/100863418	https://d-nb.info/gnd/118555324
Guglia Eugen	116920475
Guischard Wilhelmine Konstanze	11692408X
Güldenstubbe Maximilian	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Güll Friedrich Wilhelm	118543199
Gumpinger Frida	kein Eintrag von api gefunden
Gumppenberg Karl	https://d-nb.info/gnd/139334440	https://d-nb.info/gnd/1079184597
Gumppenberg Hanns	118719491
Gundlach Karl	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Gundling Julius	https://d-nb.info/gnd/116926570	https://d-nb.info/gnd/1135280800
Guntermann August	1037997719
Gunther F. St	https://d-nb.info/gnd/129282189	https://d-nb.info/gnd/111001986
Günther Anton	https://d-nb.info/gnd/173675670	https://d-nb.info/gnd/118719165
Günther Curt	1053134800
Günther Friedrich	174082134
Günther Karl Friedrich	https://d-nb.info/gnd/116913134	https://d-nb.info/gnd/1258191318
Günther Georg	https://d-nb.info/gnd/1050470583	https://d-nb.info/gnd/120033704
Günther Leopold	https://d-nb.info/gnd/122762252X	https://d-nb.info/gnd/127684565
Günther Marie	https://d-nb.info/gnd/1321494084	https://d-nb.info/gnd/1321497342
Günther Juliane	https://d-nb.info/gnd/117500496	https://d-nb.info/gnd/1196934142
Günther-Ernst 	174049080
Günther Paul	https://d-nb.info/gnd/1292081619	https://d-nb.info/gnd/1229024751
Günther Reinhold	https://d-nb.info/gnd/124413145	https://d-nb.info/gnd/1151887528
Günther Rudolf	1243986166
Günther von Freiberg 	https://d-nb.info/gnd/1063011841	https://d-nb.info/gnd/118816462
Günthert Julius Ernst	116914947
Guntram Karl	117102695
Güntter Otto	https://d-nb.info/gnd/119438607	https://d-nb.info/gnd/1131117638	https://d-nb.info/gnd/116915048	https://d-nb.info/gnd/1243004185	https://d-nb.info/gnd/113111762X
Günzl Joseph	1050463633
Guppenberger Lambert	127881697
Guerber Joseph	https://d-nb.info/gnd/101779488	https://d-nb.info/gnd/188422668
Gurlitt Hans Christian Emanuel	kein Eintrag von api gefunden
Gurlitt Otto	118572393
Gurschner Alice	https://d-nb.info/gnd/116299525	https://d-nb.info/gnd/1275759408	https://d-nb.info/gnd/1164385046
Guseck Bernd von	https://d-nb.info/gnd/115341099	https://d-nb.info/gnd/128360933
Gustav Adolf 	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Gustav vom See 	https://d-nb.info/gnd/113666160	https://d-nb.info/gnd/137729669	https://d-nb.info/gnd/115657061
Gustav Leopold	https://d-nb.info/gnd/101877243X	https://d-nb.info/gnd/126191838X
Gutberlet Heinrich	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Gutbier Luise Jeannette Christine	kein Eintrag von api gefunden
Güterbock Grete	119290804
Gutekunst Karl Otto Wilhelm	kein Eintrag von api gefunden
Gutfeldt Jna	kein Eintrag von api gefunden
Gutfreund Ernst	126456488
Guth Alfred	1038453011
Guthart Leopold	kein Eintrag von api gefunden
 	kein Eintrag von api gefunden
Gutherz Harald	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Guthmann Johannes	https://d-nb.info/gnd/116933755	https://d-nb.info/gnd/135855462
Güthner Nina	116917466
Gutmann Dr	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Gutmann Paul	https://d-nb.info/gnd/11693378X	https://d-nb.info/gnd/1269910086
Gutsch Friedrich	https://d-nb.info/gnd/1012397521	https://d-nb.info/gnd/107343060X	https://d-nb.info/gnd/1073364267	https://d-nb.info/gnd/1012379205
Guttmann Emma	1038453852
Guttmann Moritz	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Guttreu Fritz	kein Eintrag von api gefunden
Guttzeit Johannes	116936053
Guttzeit Lucy	kein Eintrag von api gefunden
Gutzkow Karl Ferdinand	118543830
Guzmann Albert	133501507
Gwinner Wilhelm	116937742
Gysae Otto	116938463
Gysel-Hallauer Bertha	127696962
Gysi Arnold	128023430
Gysi J. Oskar	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
H. L	https://d-nb.info/gnd/1157830617	https://d-nb.info/gnd/1067959300	https://d-nb.info/gnd/128767715	https://d-nb.info/gnd/1042586594	https://d-nb.info/gnd/1157795110	https://d-nb.info/gnd/105537325X	https://d-nb.info/gnd/105562967X	https://d-nb.info/gnd/1052473296
Haage Rudolf	1013698878
Haardt J	116902604
Haarhaus Julius R	119034700
Haarmann Wilhelm	116346760
Haas Alfred Wilhelm Moritz Gottlieb	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Haas Emil	https://d-nb.info/gnd/11634699X	https://d-nb.info/gnd/1322511349	https://d-nb.info/gnd/1276760639
Haas Hippolyt Julius	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Haas Rudolf	https://d-nb.info/gnd/1030273448	https://d-nb.info/gnd/104123524
Haas von Teichen Philipp	136780334
Haase Hermann	https://d-nb.info/gnd/116348550	https://d-nb.info/gnd/1303636212
Haase Joseph L	kein Eintrag von api gefunden
Haase Matthes	kein Eintrag von api gefunden
Haaß C. Maria Katharina	kein Eintrag von api gefunden
Haaß Robert	116348879
Habbicht Therese	1170259197
Habel-Malinski Eduard	130169994
Habenicht Karl Richard Leopold	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Haber Siegmund	116349301
Haberfelder Wilhelm	kein Eintrag von api gefunden
Häberlin Wilhelm	129155373
Häberlin-Meißner Anna	1171157878
Habermann Karl	135838800
Haberstich Samuel	https://d-nb.info/gnd/116350946	https://d-nb.info/gnd/1205678913
Habicher Theodor	1063683149
Habicht Friedrich	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Habicht Ludwig	116351144
Häbler Karl Gotthelf	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Hach Arno	116351365
Hachtmann Adolf	kein Eintrag von api gefunden
Hacke Heinrich	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Hackenschmidt Johann Christian	120695081
Hackenschmidt Karl	116354445
Hacker Franz Xaver	123361680
Häcker Gustav	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Häcker Klara	104217590X
Häckermann Adolf	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Hackewitz Lili von	1177077310
Hackl Luise	116355212
Häckl Marie	https://d-nb.info/gnd/1050532422	https://d-nb.info/gnd/1012269116
Hackland-Rheinländer E	122085434
Hackländer Friedrich Wilhelm	https://d-nb.info/gnd/118699962	https://d-nb.info/gnd/1170780970	https://d-nb.info/gnd/1170810152	https://d-nb.info/gnd/189420979
Hadeln Maria	138701504
Haffner Karl	https://d-nb.info/gnd/120430231	https://d-nb.info/gnd/13087812X	https://d-nb.info/gnd/114654779X
Hafften Walter	kein Eintrag von api gefunden
Hafner Konrad Albert	https://d-nb.info/gnd/104061480	https://d-nb.info/gnd/1133047807
Hafner J	https://d-nb.info/gnd/1029897263	https://d-nb.info/gnd/12119292X	https://d-nb.info/gnd/107920239
Hafner Joseph	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Hafner Tobias	143962264
Hag Julius vom	https://d-nb.info/gnd/116225637	https://d-nb.info/gnd/117491845
Hagedorn Heinr. August	1034748491
Hägele Joseph Matthias	101768125
Haegeli Albert	1132608643
Hagemann Paul August Theodor Ferdinand	130447455
Hagen Adolf	https://d-nb.info/gnd/116483970	https://d-nb.info/gnd/1023951908	https://d-nb.info/gnd/1023954206	https://d-nb.info/gnd/1023953595
Hagen Alfred	1050532325
Hagen Anna	https://d-nb.info/gnd/1023953595	https://d-nb.info/gnd/1028300832
Hagen Hans Johannes Ev	kein Eintrag von api gefunden
Hagen Hildegard	https://d-nb.info/gnd/141167653	https://d-nb.info/gnd/11688777X	https://d-nb.info/gnd/104722254X	https://d-nb.info/gnd/16028353-X	https://d-nb.info/gnd/1026944317	https://d-nb.info/gnd/10139330-1
Hagen Kaspar	100155596
Hagen Theodor	https://d-nb.info/gnd/101146329	https://d-nb.info/gnd/121968111
Hagen Wilhelm	https://d-nb.info/gnd/116380063	https://d-nb.info/gnd/1023943255
Hagen-Müller Hans	https://d-nb.info/gnd/142682675	https://d-nb.info/gnd/1175520152
Hagenauer Arnold	116380225
Hagenbach Karl Rudolf	https://d-nb.info/gnd/119152711	https://d-nb.info/gnd/1016073135
Hagendorff Hugo	11638087X
Haeger Albert	116360364
Haggenmacher Otto	116382260
Hahn Alice	https://d-nb.info/gnd/1200998073	https://d-nb.info/gnd/1068483539	https://d-nb.info/gnd/1035627183
Hahn Edmund	116184833
Hahn Franziska	105765791
Hahn Friedrich	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Hahn-Hahn Jda	118544918
Hahn Johann	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Hahn Otto	131487779
Hahn Oskar	https://d-nb.info/gnd/121372014	https://d-nb.info/gnd/1032006633
Hahn Rudolf	129946842
Hahn Werner	https://d-nb.info/gnd/130899801	https://d-nb.info/gnd/124934943	https://d-nb.info/gnd/13023981X	https://d-nb.info/gnd/123944864	https://d-nb.info/gnd/1157187757
Hähnel Franziskus	116361522
Haidheim Luise	https://d-nb.info/gnd/103371920X	https://d-nb.info/gnd/116009764
Haidmüller Ewald	1034748491
Haimbach Philipp	1038502373
Hain Adolf	https://d-nb.info/gnd/1249221242	https://d-nb.info/gnd/1023493829
Hain Anna	1072704382
Hainberg E	127454888
Haek David	1138255009
Haken Alexander	1202427057
Halbach-Bohlen Juliet	1074211324
Halbe Max	https://d-nb.info/gnd/118545043	https://d-nb.info/gnd/116394161
Halbert A	116404787
Halberthal Abraham	116404787
Halde Georg	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Halden Elisabeth	https://d-nb.info/gnd/1064174612	https://d-nb.info/gnd/1212296990	https://d-nb.info/gnd/143056751
Halder Arnold	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Halein Kathinka	11900870X
Halfmann Martha	kein Eintrag von api gefunden
Halirsch Friedr. Ludwig	116405465
Halka Alexander	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Hallauer Berta	kein Eintrag von api gefunden
Hallbauer Philipp	1050555511
Hallberg Emilie Emma	18954046X
Haller Friedrich	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Haller Gustav	https://d-nb.info/gnd/1217000526	https://d-nb.info/gnd/1047788950	https://d-nb.info/gnd/119041952
Hallier Ernst	118564064
Halm Alfred	116420022
Halm Friedrich	https://d-nb.info/gnd/118720074	https://d-nb.info/gnd/1137841052
Halm Margarete	116975024
Halpern Max	116420871
Halpert David	1055098941
Halster G.	127494561
Haltaus Karl Ferdinand	100813984
Halter Eduard	1050545273
Halusa Joseph	101157800
Halusa P. Tezelin Adolf	101157800
Hamada Marusa	1044949716
Hamann Albert	https://d-nb.info/gnd/1321931794	https://d-nb.info/gnd/1292273348	https://d-nb.info/gnd/120393875	https://d-nb.info/gnd/116421509
Hamann Ernst	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Hamann Ludwig	109070682
Hamecher Peter	116423412
Hamel Richard Otto Werner Paul	kein Eintrag von api gefunden
Hamerling Robert	118701223
Hamkens Emilie	127140964
Hamm Wilhelm	1012270025
Hammer Bonaventura	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Hammer Ernst	https://d-nb.info/gnd/1024540901	https://d-nb.info/gnd/1027832075
Hammer Hella	https://d-nb.info/gnd/116441461	https://d-nb.info/gnd/170114333
Hammer Julius	116441577
Hammer O	1029783616
Hammer Wilhelm Arthur	116441909
Haemmerli-Marti Sophie	118700154
Hammerstein Olga	136949657
Hammon Rudolf Leonhard	116444576
Hampl Max	kein Eintrag von api gefunden
Hanau Hermann	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Hancke G	1055109323
Hancke Oswald Wilhelm	116445270
Handel-Mazzetti Enrica Ludovica	118545566
Handen E	116650680
Handl Franz	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Haendler Johann Christian Otto	1055009841
Handmann Bernhard	1050470559
Handtmann Friedrich August Eduard	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Hané Eugen	105055423X
Hango Hermann	11645332X
Hankel Johannes Wilhelm	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Hann Pauline	https://d-nb.info/gnd/1263240259	https://d-nb.info/gnd/1012800776
Hannemann Karl Friedrich	12255244X
Hannsen Hans	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Hanoum Kerimée	kein Eintrag von api gefunden
Hanrieder Norbert	1112629653
Hanschmann Alexander Bruno	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Hänselmann Ludwig	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Hansen Hans	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Hansen Jakob Otzen	127948368
Hansen Karl	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Hansgirg Karl Viktor	115486429
Hansgirg Therese	https://d-nb.info/gnd/1055099514	https://d-nb.info/gnd/1252832524
Hansgörgl von Wolfsegg 	kein Eintrag von api gefunden
Hansjacob Heinrich	118545809
Hanssen Ferdinand	116460970
Hansson Laura	https://d-nb.info/gnd/118992996	https://d-nb.info/gnd/11854585X
Hansson Ola	https://d-nb.info/gnd/11854585X	https://d-nb.info/gnd/122138309	https://d-nb.info/gnd/118992996
Hanstein Ludw. Adalbert	116461381
Hanstein L.	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Hanstein Marie	https://d-nb.info/gnd/116461632	https://d-nb.info/gnd/102357617
Hantel Ernst Georg Herm	kein Eintrag von api gefunden
Haentzsche Henny	https://d-nb.info/gnd/1050531574	https://d-nb.info/gnd/1173439382
Häntzschel Walther	124040578
Happe Franz Engelbert	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Happrich Viktor	1316254003
Harald M	https://d-nb.info/gnd/1100094326	https://d-nb.info/gnd/127670386	https://d-nb.info/gnd/170943984	https://d-nb.info/gnd/172389313
Harbaugh Heinrich	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Harberts Harbert	11646318X
Harbou Thea von	118701495
Harder Agnes	116473908
Hardmeier Rudolf	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Hardmeyer-Jenny Johann	129234877
Hardt Charlotte	116474750
Hardt Emmy	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Hardt Ernst	https://d-nb.info/gnd/11870155X	https://d-nb.info/gnd/1280840102	https://d-nb.info/gnd/117264172
Hardt Friedrich Wilhelm Ernst	11870155X
Hardt Käthe	116475129
Hardt-Stummer Amalia Crescentia Baronin	kein Eintrag von api gefunden
Hardung Viktor	kein Eintrag von api gefunden
Haering Oskar	https://d-nb.info/gnd/116363797	https://d-nb.info/gnd/1073362264
Harkut Frank	kein Eintrag von api gefunden
Harlan Walter	116476400
Harleß Gottlob Christoph Adolf	kein Eintrag von api gefunden
Harmening Ernst Karl Julius	117498351
Harms Johann Kaspar Georg Christian	kein Eintrag von api gefunden
Harms Georg Ludwig Detlev Theodor	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Harnack Otto	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Harnisch Adalbert	116483636
Harpf Joseph Adolf	kein Eintrag von api gefunden
Harpf Hilde	1052525369
Harrer Marie	116484802
Härri G	https://d-nb.info/gnd/1055397299	https://d-nb.info/gnd/1243868228	https://d-nb.info/gnd/170596397	https://d-nb.info/gnd/137307888	https://d-nb.info/gnd/1158213565	https://d-nb.info/gnd/170158934
Harrven Gustav	116040718
Harry Hermann Heinrich Willibald	kein Eintrag von api gefunden
Hart Hans	117122440
Hart Heinrich	https://d-nb.info/gnd/116489898	https://d-nb.info/gnd/118863371	https://d-nb.info/gnd/11872052X
Hart Julius	https://d-nb.info/gnd/11872052X	https://d-nb.info/gnd/10199446X	https://d-nb.info/gnd/118863371	https://d-nb.info/gnd/101278659
Harten Angelika	https://d-nb.info/gnd/1095566407	https://d-nb.info/gnd/1095566539	https://d-nb.info/gnd/116816139
Harten G	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Harten Johann von	https://d-nb.info/gnd/137625685	https://d-nb.info/gnd/1302413031
Harten Toni	116490225
Hartenau Gert	1057584223
Hartenstein Anna	116490292
Harter Ernst Ludwig	119307790
Hartig Minna	1050545192
Hartl-Mitius Philomena	116490926
Hartleben Otto Erich	https://d-nb.info/gnd/118546198	https://d-nb.info/gnd/116491183	https://d-nb.info/gnd/1147712646	https://d-nb.info/gnd/116018666
Hartmann Karl Alfred Emanuel	116491337
Hartmann Karl Robert Eduard	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Hartmann Fritz	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Hartmann Guido	118930524
Hartmann Hans	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Hartmann Gottlieb Friedr. Hermann	11649820X
Hartmann Julius	https://d-nb.info/gnd/1055215271	https://d-nb.info/gnd/1055234187
Hartmann Mignon	https://d-nb.info/gnd/1064915531	https://d-nb.info/gnd/11641099X
Hartmann Moritz	118773348
Hartmann Oskar	116501162
Hartmann Philipp	https://d-nb.info/gnd/1201514150	https://d-nb.info/gnd/1221529935	https://d-nb.info/gnd/1052162606
Hartmann-Plön Nikolaus Karl Magdalus	127473688
Hartner Eva	117638943
Hartog Marie	128021640
Hartschmidt M	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Hartung Alfred	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Hartung Max	116503297
Hartwig Georg	1038589215
Hartwig Gustav	116904372
Hartwig Paul Hermann	1032032561
Hartwig Paul	https://d-nb.info/gnd/119200457	https://d-nb.info/gnd/1032032561
Hartwig Richard	116503777
Harzmann Ernst	14289964X
Häschke Traugott Lebrecht	kein Eintrag von api gefunden
Hase Karl August	https://d-nb.info/gnd/1073358771	https://d-nb.info/gnd/1073469808
Hasenclever Sophie	https://d-nb.info/gnd/116511869	https://d-nb.info/gnd/116511850	https://d-nb.info/gnd/1209656957	https://d-nb.info/gnd/116117893
Hasenclever Wilhelm	https://d-nb.info/gnd/1200579763	https://d-nb.info/gnd/116511869	https://d-nb.info/gnd/116511850	https://d-nb.info/gnd/1209656957
Hasenfratz Ferdinand	1012270440
Hasert Bruno	kein Eintrag von api gefunden
Hassaurek Friedrich	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Hassel Henriette	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Hasselbach Anna	1038589886
Hasselblat Cäcilie	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Hasselblat Julius Gustav Andreas	127781412
Haßlwander Friedrich	11651597X
Haßmann Egmont	kein Eintrag von api gefunden
Hauenschild Richard Georg	https://d-nb.info/gnd/11877090X	https://d-nb.info/gnd/117491233
Hauer Johann Georg	132875543
Hauer Karl	139199780
Haufe Ewald	116523255
Hauff Karl Georg Fr. Gustav	116523859
Hauff Wilhelm	https://d-nb.info/gnd/118546864	https://d-nb.info/gnd/1208318640	https://d-nb.info/gnd/1181139228
Haug Maria	127544941
Hauger Anton	1012711951
Haugwitz Eberhard	116527102
Haugwitz Kathinka	116527102
Haugwitz Gustav	137275021
Haugwitz Heinrich	https://d-nb.info/gnd/133529347	https://d-nb.info/gnd/137367473
Haugwitz Marie	1085169723
Haupt Andreas	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Haupt Antonie	https://d-nb.info/gnd/116494115	https://d-nb.info/gnd/116528206	https://d-nb.info/gnd/126646910
Haupt Hans	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Haupt Hans-Armin	kein Eintrag von api gefunden
Haupt Joseph	116528141
Haupt Otto	1031533192
Haupt Rudolfine	kein Eintrag von api gefunden
Haupt Therese	https://d-nb.info/gnd/139660674	https://d-nb.info/gnd/1031533192	https://d-nb.info/gnd/118658166
Haupt W	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Hauptmann Gerhart	118546937
Hauptmann Hans	116528486
Hauptmann Karl F. M	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Hauptmann Karl	https://d-nb.info/gnd/116534699	https://d-nb.info/gnd/174313381	https://d-nb.info/gnd/1073468674
Hauptmann Karl Gottlieb	https://d-nb.info/gnd/10405185X	https://d-nb.info/gnd/1012178870
Hauptvogel Franz	https://d-nb.info/gnd/116534915	https://d-nb.info/gnd/1268562769
Hauschild Ernst	https://d-nb.info/gnd/127827801X	https://d-nb.info/gnd/1201900662
Hauschner Auguste	116537175
Hausdorff Felix	https://d-nb.info/gnd/118709151	https://d-nb.info/gnd/1170174868
Hause Benedikt	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Hausen Klaus	1248922514
Hauser Franz	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Hauser Otto	https://d-nb.info/gnd/124894321	https://d-nb.info/gnd/118709194
Hauser-Edel Karoline	1124918280
Haushofer Max	https://d-nb.info/gnd/11936803X	https://d-nb.info/gnd/140378049	https://d-nb.info/gnd/118547119	https://d-nb.info/gnd/116539801
Haushofer Emma	https://d-nb.info/gnd/116539801	https://d-nb.info/gnd/11936803X
Hausmann Eduard	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Hausmann Ludwig Gustav	1190297817
Hausmann Julie	136709680
Hausmann Otto	https://d-nb.info/gnd/116540516	https://d-nb.info/gnd/105247988X
