Name	GND
Reichard Mea	1256135534
Reichardt-Stromberg Mathilde	116397675
Reiche Caroline	https://d-nb.info/gnd/11639840X	https://d-nb.info/gnd/1160409226
Reichel Emilie	125479387
Reichel Emma	116397977
Reichelt Auguste	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Reichenau Auguste	113950956X
Reichenbach Hermine	135995205
Reichenbach Marie	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Reichenbach Mathilde	https://d-nb.info/gnd/11639868X	https://d-nb.info/gnd/116520175
Reichenbach Moritz	https://d-nb.info/gnd/101146167	https://d-nb.info/gnd/1224824199	https://d-nb.info/gnd/1062802977
Reichmann M	https://d-nb.info/gnd/116402660	https://d-nb.info/gnd/119806290	https://d-nb.info/gnd/120448165
Reichner Klara	1158441762
Reil Helene	kein Eintrag von api gefunden
Reimar L F.	101198566
Reimer-Walden Gertrud	https://d-nb.info/gnd/1089585861	https://d-nb.info/gnd/116414723
Rein Veronika	1051469961
Reinbold Adelheid	https://d-nb.info/gnd/119420147	https://d-nb.info/gnd/1202615090
Reindahl Elise	1033376272
Reineck Freifrl. Minna	kein Eintrag von api gefunden
Reinhard Lina	https://d-nb.info/gnd/1084608375	https://d-nb.info/gnd/116420472
Reinhard Luise	https://d-nb.info/gnd/124338895	https://d-nb.info/gnd/1052798896	https://d-nb.info/gnd/116421339	https://d-nb.info/gnd/1021372986
Reinhardt Friederike	https://d-nb.info/gnd/116420472	https://d-nb.info/gnd/1084608375
Reinhardt Lina	https://d-nb.info/gnd/1084608375	https://d-nb.info/gnd/116420472	https://d-nb.info/gnd/1205517820
Reinhardt Veronika	1051469961
Reinhardt Wilhelmine	1134968620
Reinhart E	https://d-nb.info/gnd/126281092	https://d-nb.info/gnd/1032011807	https://d-nb.info/gnd/1176842153	https://d-nb.info/gnd/1316911152	https://d-nb.info/gnd/1136614796
Reinhold Amalie	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Reinhold Anna	https://d-nb.info/gnd/1244347388	https://d-nb.info/gnd/122774116	https://d-nb.info/gnd/116423293
Reinhold Friederike	https://d-nb.info/gnd/1315785854	https://d-nb.info/gnd/116158158	https://d-nb.info/gnd/11614159X	https://d-nb.info/gnd/116204788	https://d-nb.info/gnd/118561537
Reinhold K	1156808200
Reinhold Liane	kein Eintrag von api gefunden
Reinicke Hans	https://d-nb.info/gnd/1076992315	https://d-nb.info/gnd/1143746112	https://d-nb.info/gnd/1157376037	https://d-nb.info/gnd/125487746	https://d-nb.info/gnd/1243898151
Reinow M	1113541687
Reinsberg-Düringsfeld Ida	101142072
Reinwald Theodor	https://d-nb.info/gnd/1252832524	https://d-nb.info/gnd/1055099514
Reiske Ernestine Christine	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Reitler Rosa	kein Eintrag von api gefunden
Reitzenstein Adele	kein Eintrag von api gefunden
Reitzenstein Freifrl. Editha	kein Eintrag von api gefunden
Reitzenstein Franziska	116433221
Reitzenstein Friederike	https://d-nb.info/gnd/106786749X	https://d-nb.info/gnd/1249240115
Reitzenstein Marie	https://d-nb.info/gnd/1035123460	https://d-nb.info/gnd/106786749X	https://d-nb.info/gnd/1114843652	https://d-nb.info/gnd/117250473
Reitzenstein Friederike Therese	kein Eintrag von api gefunden
Relly E	117761249
Remay Maria Ilse	kein Eintrag von api gefunden
Rembrandt Anna	119054663
Remekházy Josefine	kein Eintrag von api gefunden
Remin Antonie	1067650253
Remmers Oberamtmann	kein Eintrag von api gefunden
Rempler Marie	kein Eintrag von api gefunden
Remy Marie	1026791847
Remy Nahida	https://d-nb.info/gnd/116847956	https://d-nb.info/gnd/116437650
René E	https://d-nb.info/gnd/17124687X	https://d-nb.info/gnd/1047953145	https://d-nb.info/gnd/1145349994	https://d-nb.info/gnd/131576097	https://d-nb.info/gnd/1116556995	https://d-nb.info/gnd/174060130	https://d-nb.info/gnd/173724590
René Francis	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
René H	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
René J	https://d-nb.info/gnd/172901871	https://d-nb.info/gnd/1035802015	https://d-nb.info/gnd/1158077424	https://d-nb.info/gnd/125829973
Renelle Lucie Elis	1052889433
Renggli Josepha M. Arbeitslehrerin	kein Eintrag von api gefunden
Rennecke Pauline	116443588
Renorga	119196778
Renthe-Fink A.	1146150148
Rentsch-Palfy Margarete	kein Eintrag von api gefunden
Rentz Marga	https://d-nb.info/gnd/127900233	https://d-nb.info/gnd/1044068663
Resa T	https://d-nb.info/gnd/116466189	https://d-nb.info/gnd/1033854506
Resch Helene	https://d-nb.info/gnd/116449012	https://d-nb.info/gnd/127850945
Retcliff Eli	kein Eintrag von api gefunden
Retcliff Mara	kein Eintrag von api gefunden
Rething Marie	1025796535
Rettig Magdalena	119332337
Reusch Henriette	127902651
Reuss j. L. Agnes	kein Eintrag von api gefunden
Reuss Eleonore	https://d-nb.info/gnd/116453591	https://d-nb.info/gnd/1070865311
Reuss Elly	117761249
Reuss von Ebersdorf Dorothea Erdmuthe	https://d-nb.info/gnd/139081127	https://d-nb.info/gnd/104138483	https://d-nb.info/gnd/104254335	https://d-nb.info/gnd/13705629X	https://d-nb.info/gnd/128874678
Reuss Jenny	https://d-nb.info/gnd/1046593803	https://d-nb.info/gnd/1247606716	https://d-nb.info/gnd/1078945268	https://d-nb.info/gnd/1056882409	https://d-nb.info/gnd/124723634X
Reuss Zoë	1033061662
Reussing Marianne	1033702501
Reuter Emilie	kein Eintrag von api gefunden
Reuter Gabriele	118744712
Reuter Lilly	kein Eintrag von api gefunden
Reutern Sophie	1227890214
Reventlow zu F.	118600044
Rex Emmo	kein Eintrag von api gefunden
Reyer Antonie	kein Eintrag von api gefunden
Reyer Irene	1050532007
Reyher Anna	https://d-nb.info/gnd/115838384	https://d-nb.info/gnd/121938913	https://d-nb.info/gnd/1044302003
Reyhle-Tellkampf Marie	kein Eintrag von api gefunden
Rézi Néni	kein Eintrag von api gefunden
Rheinau Clara	kein Eintrag von api gefunden
Rheinau Sophie	133703436
Rheinberger Franziska	118995014
Rheinberger Hermine	1196628823
Rheingruber Anna	126407134
Rheinhardt W	kein Eintrag von api gefunden
Rhiem Caroline	143433474
Rhoden Emmy	https://d-nb.info/gnd/107088207	https://d-nb.info/gnd/116824514	https://d-nb.info/gnd/116804521
Rhodin Lehrerin Marie	kein Eintrag von api gefunden
Rhön-Werra	1238385354
Richard Clara	https://d-nb.info/gnd/117262234	https://d-nb.info/gnd/1177950804
Richard Elise	https://d-nb.info/gnd/1191199088	https://d-nb.info/gnd/1073497232
Richards Hohenheim A. Ellen u.	kein Eintrag von api gefunden
Richard-Schilling Sophie	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Richter Adph	kein Eintrag von api gefunden
Richter Helene	116512113
Richter Sophie Johanna	120587009
Richter Liddy	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Richter Louise	https://d-nb.info/gnd/144026686	https://d-nb.info/gnd/116512628	https://d-nb.info/gnd/126202062X	https://d-nb.info/gnd/11708381X	https://d-nb.info/gnd/101140576
Richter M Luise	116512628
Richter L	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Richter Maria	https://d-nb.info/gnd/115656154	https://d-nb.info/gnd/1070050083	https://d-nb.info/gnd/104661603X	https://d-nb.info/gnd/1319297536	https://d-nb.info/gnd/1123579563	https://d-nb.info/gnd/133764044	https://d-nb.info/gnd/1028063814
Richter Marie	https://d-nb.info/gnd/1229701257	https://d-nb.info/gnd/116523085	https://d-nb.info/gnd/126202062X
Richter Sophie	1267854243
Richter Sophie Wilh	1042740992
Richthofen Gertrud	https://d-nb.info/gnd/127059261	https://d-nb.info/gnd/116529911
Richthofen Julie	116529938
Rickmeyer Marie	1017475776
Rieck Elise	kein Eintrag von api gefunden
Riecke Adelheid	kein Eintrag von api gefunden
Ried Paula	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Riedel-Ahrens Bertha	116534427
Riedel-Simonsen	kein Eintrag von api gefunden
Riedesel Friederike Luise Charlotte	118881388
Riedl Christine Charlotte	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Riedl Elsa	kein Eintrag von api gefunden
Rieger Sibylla Magdalena	116539577
Ries E C.	141419563
Riese Natalie	kein Eintrag von api gefunden
Riesemann Hedda	1055098747
Riesen Gertrud	https://d-nb.info/gnd/127989765	https://d-nb.info/gnd/126184631
Riess Minna	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Rieter Anna	https://d-nb.info/gnd/1054048185	https://d-nb.info/gnd/130485209	https://d-nb.info/gnd/122974735	https://d-nb.info/gnd/129239038	https://d-nb.info/gnd/130483567
Rieve Certh	kein Eintrag von api gefunden
Ringseis Bettina	https://d-nb.info/gnd/116550872	https://d-nb.info/gnd/116550910	https://d-nb.info/gnd/116550880	https://d-nb.info/gnd/116550899	https://d-nb.info/gnd/11907074X
Ringseis Emilie	https://d-nb.info/gnd/116550880	https://d-nb.info/gnd/116550910	https://d-nb.info/gnd/116550872	https://d-nb.info/gnd/116550899
Rinhart K	117006823
Rink Signe	124941766X
Rinteln	https://d-nb.info/gnd/4050107-3	https://d-nb.info/gnd/10011500-7	https://d-nb.info/gnd/2007214-4	https://d-nb.info/gnd/1066702063	https://d-nb.info/gnd/1197710884	https://d-nb.info/gnd/16342105-5	https://d-nb.info/gnd/10049804-8	https://d-nb.info/gnd/1065173644	https://d-nb.info/gnd/1147990255	https://d-nb.info/gnd/10129315-X
Riotte Franziska	1051212774
Ris Elise	1089922965
Ris Jenny	https://d-nb.info/gnd/116557915	https://d-nb.info/gnd/118659073
Ris-Neumann Jenny	116557915
Riss Louise	https://d-nb.info/gnd/1237387892	https://d-nb.info/gnd/1030142386
Rita E	https://d-nb.info/gnd/300784112	https://d-nb.info/gnd/170541444	https://d-nb.info/gnd/171574451	https://d-nb.info/gnd/1076778399	https://d-nb.info/gnd/138644330
Rittberg Hedwig Anna Adolfine	125029696X
Ritter Anna	116570741
Ritter Ernst	1078747997
Ritter Friederike	https://d-nb.info/gnd/122595866	https://d-nb.info/gnd/123416051
Rittersberg Henriette	kein Eintrag von api gefunden
Ritzerow Frida	kein Eintrag von api gefunden
Rivutat Herbert	117329053
Robert Clara	https://d-nb.info/gnd/1211516601	https://d-nb.info/gnd/117743232
Robert Helene	https://d-nb.info/gnd/1314228196	https://d-nb.info/gnd/1051232430
Robertin H	https://d-nb.info/gnd/1159076332	https://d-nb.info/gnd/1046680161
Roberts S	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Roberts Sophie	1259943321
Robiano Mary Luisa	kein Eintrag von api gefunden
Robinson Albertine Therese	https://d-nb.info/gnd/1323449647	https://d-nb.info/gnd/1323451919	https://d-nb.info/gnd/118620614
Robolsky Antonie	114306707X
Robolsky Katharina Therese	1038384680
Rocca	https://d-nb.info/gnd/10331241-9	https://d-nb.info/gnd/7607078-5	https://d-nb.info/gnd/4500527-8	https://d-nb.info/gnd/4624009-3	https://d-nb.info/gnd/7604965-6	https://d-nb.info/gnd/7626195-5
Roche Sophie Marie	118569767
Rochow Gabriele	1050516052
Rochow Helene	kein Eintrag von api gefunden
Rodan Emilie	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Roda-Roda M	11699634X
Rodatz Hedwig	136302149
Rodde Dorothee	kein Eintrag von api gefunden
Rödern Eleonore	kein Eintrag von api gefunden
Rodziewicz Marie	118951866
Roehrich Laura	kein Eintrag von api gefunden
Roennebeck Agatha	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Roesgen Emma	kein Eintrag von api gefunden
Roessler-Ladé Auguste	https://d-nb.info/gnd/12786069X	https://d-nb.info/gnd/1158989113
Roggenbucke Henriette Albertine Marie	1046704664
Röhde Alide	kein Eintrag von api gefunden
Rohe Sophie	kein Eintrag von api gefunden
Röhmer Sophie	kein Eintrag von api gefunden
Rohr Emma	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Rokitansky Marie	1198872756
Roland Almuth	105054966X
Roland Emil	https://d-nb.info/gnd/1222131234	https://d-nb.info/gnd/116969431
Rolff R	1322953589
Rollmann Emma	kein Eintrag von api gefunden
Romainville Leontine	kein Eintrag von api gefunden
Romana Camilla	1184436738
Romanek Andrae M.	117454397
Romanow Dagmar	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Römer Alex	1272479684
Römer Auguste	https://d-nb.info/gnd/1230144668	https://d-nb.info/gnd/122270918X	https://d-nb.info/gnd/116881720	https://d-nb.info/gnd/117469424
Römer Elise	https://d-nb.info/gnd/1271905485	https://d-nb.info/gnd/1073474151
Römer Julie	https://d-nb.info/gnd/1055591559	https://d-nb.info/gnd/1226370705	https://d-nb.info/gnd/1167876326	https://d-nb.info/gnd/1214204996	https://d-nb.info/gnd/116720948
Römer Lina	https://d-nb.info/gnd/1089547757	https://d-nb.info/gnd/1034942557	https://d-nb.info/gnd/116292857
Römheld Amalie	1243979232
Ronca Anna M	kein Eintrag von api gefunden
Ronus Susanna	https://d-nb.info/gnd/133403351	https://d-nb.info/gnd/1089253605
Roodenfels Fanny	kein Eintrag von api gefunden
Roos Mathilde	kein Eintrag von api gefunden
Röper Hedwig	https://d-nb.info/gnd/1159076332	https://d-nb.info/gnd/1046680161
Roquette Julie	116608498
Rosa	128975563
Rosamunda	https://d-nb.info/gnd/105610788X	https://d-nb.info/gnd/1221528238	https://d-nb.info/gnd/1089416296	https://d-nb.info/gnd/1254523219	https://d-nb.info/gnd/118989111
Rosbach Kath	https://d-nb.info/gnd/1247864227	https://d-nb.info/gnd/1163470503	https://d-nb.info/gnd/16278480-6
Rose Elise	https://d-nb.info/gnd/1215050186	https://d-nb.info/gnd/1089575688	https://d-nb.info/gnd/1288792433	https://d-nb.info/gnd/1173377808
Rosen D.	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Rosen Hildegard	https://d-nb.info/gnd/1157255353	https://d-nb.info/gnd/1032785470	https://d-nb.info/gnd/125644655	https://d-nb.info/gnd/140083847	https://d-nb.info/gnd/1074222121	https://d-nb.info/gnd/1311265953
Rosen Freifrau von	https://d-nb.info/gnd/1178489027	https://d-nb.info/gnd/11706646X
Rosenfeld Margaretha Johanna	109021495
Rosenfeld Ulrike	1056940166
Rosenhain Franziska	1318435625
Rosenmüller Anna	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Rosenthal Alice	1164812041
Rosenthal Dorothea Eleonore	122811097
Roséri M	kein Eintrag von api gefunden
Rosevalle E	117614580
Roskowska Emmy	kein Eintrag von api gefunden
Roskowska Maria	116627883
Rösler Maria	1140060600
Rosmer Ernst	118809407
Rosnack Marie	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Rossel Emmy	1080921435
Rossetti Franzeska Maria	kein Eintrag von api gefunden
Rossi Emmy	1046800779
Roteg C.	kein Eintrag von api gefunden
Roth Albertine	1046815660
Roth Clara	https://d-nb.info/gnd/140174877	https://d-nb.info/gnd/1208236474	https://d-nb.info/gnd/1266498206	https://d-nb.info/gnd/1227016204
Roth Kunigunde Sophie	kein Eintrag von api gefunden
Roth Elise	126918341
Roth Louise	https://d-nb.info/gnd/1073494616	https://d-nb.info/gnd/112664837X
Rothberg v	https://d-nb.info/gnd/12820012X	https://d-nb.info/gnd/125918658	https://d-nb.info/gnd/11663989X	https://d-nb.info/gnd/1067158103	https://d-nb.info/gnd/1270219669
Rothenberger Julie	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Rothenburg Katharina Adelheid Mathilde	113666497
Rothenburg Adelheid	113666497
Rothenfels Emmy	kein Eintrag von api gefunden
Rothenthal Melanie	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Rothpletz Anna	https://d-nb.info/gnd/116641509	https://d-nb.info/gnd/116696869
Rothschild James	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Rothschild Lionel	https://d-nb.info/gnd/140451005	https://d-nb.info/gnd/124897843
Rothwell Bertha	kein Eintrag von api gefunden
Rotschütz Th.	kein Eintrag von api gefunden
Rott Ida Hedwig	kein Eintrag von api gefunden
Rötter Henriette	4216327-4
Rubinstein Susanna phil.	kein Eintrag von api gefunden
Rubinstein Susanne	116669616
Rublack Charlotte	kein Eintrag von api gefunden
Rübsamen Rosa	116672838
Ruchmann Ottilie	kein Eintrag von api gefunden
Rücker M.	https://d-nb.info/gnd/1053238576	https://d-nb.info/gnd/118603817
Rudel Sophie Johanne	kein Eintrag von api gefunden
Rudersdorff Mathilde	kein Eintrag von api gefunden
Rüdesheim Lothar	1057765139
Rudloff Bertha	1055119515
Rudolfi E	1041766556
Rudolfi Theodore	kein Eintrag von api gefunden
Rudolphi Christiane Karoline Luise	116671742
Rudorff E	https://d-nb.info/gnd/1286737117	https://d-nb.info/gnd/117722375
Rüdiger Minna	116674725
Rüdt Sophie	kein Eintrag von api gefunden
Ruete E	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Ruetschi Marie Henriette	118603884
Ruge Clara Ottilie	116702079
Ruhe Johanna	116702273
Ruhkopf Julie	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Ruhland Marie	https://d-nb.info/gnd/1044766867	https://d-nb.info/gnd/116432195
Rührig Wilhelmine	115826142X
Rukh Lalla	118549316
Rumbauer Martha	137100914
Rümelin A.	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Rümelin-Oesterlen Natalie	128025905
Rümly Peter	https://d-nb.info/gnd/1276385900	https://d-nb.info/gnd/116697830
Rumpff-Burmeister Anna	1034664557
Rundell Helene	kein Eintrag von api gefunden
Rupp Theresia Marie	1046917269
Rupp Victoria	1035397943
Rüppel Helene	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Rüst Edela	116397977
Rutenberg Agathe	116711817
Rutenberg E	https://d-nb.info/gnd/1159083126	https://d-nb.info/gnd/1035123975	https://d-nb.info/gnd/1158107269
Ruth M.	https://d-nb.info/gnd/133186199	https://d-nb.info/gnd/300926049	https://d-nb.info/gnd/1070193852	https://d-nb.info/gnd/1158137397	https://d-nb.info/gnd/120117657	https://d-nb.info/gnd/130093610
Ruth Nahida	https://d-nb.info/gnd/116847956	https://d-nb.info/gnd/116437650
Rüts Helene	1014869714
Rüxleben Vally	1026696305
Ružička-Ostoič Camilla	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Ryff	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Rzach Hedwig	kein Eintrag von api gefunden
S.......g Amalie	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Saalbach Henriette	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Saar K	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Saar S	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Sacher-Masoch Aurora	119392003
Sacher-Masoch Edle Hulda	116737352
Sachs Sophie	https://d-nb.info/gnd/1068893036	https://d-nb.info/gnd/1264089767	https://d-nb.info/gnd/121697231
Sachsen-Altenburg Agnes	https://d-nb.info/gnd/130255181	https://d-nb.info/gnd/1276352166	https://d-nb.info/gnd/130226238	https://d-nb.info/gnd/1057769924
Sachsen Sibylla Magdalena	https://d-nb.info/gnd/101041535	https://d-nb.info/gnd/104177128	https://d-nb.info/gnd/120182874	https://d-nb.info/gnd/104174536	https://d-nb.info/gnd/120326957	https://d-nb.info/gnd/12489660X	https://d-nb.info/gnd/139793828	https://d-nb.info/gnd/131695177	https://d-nb.info/gnd/104165693
Sachsen Aug. Fried. Amalie Marie	100844979
Sachsen-Weimar-Eisenach Amalie Anna	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Sagar Anna Maria	https://d-nb.info/gnd/124142575	https://d-nb.info/gnd/4704080-4
Sailer F	https://d-nb.info/gnd/136240941	https://d-nb.info/gnd/117210811	https://d-nb.info/gnd/1057843636
Sailler Auguste	kein Eintrag von api gefunden
Saint-George Amalie	1146585020
Saint-Hilaire Josephine	kein Eintrag von api gefunden
Saint-Roche M.	https://d-nb.info/gnd/1278493522	https://d-nb.info/gnd/1278492194
Sainte-Foi Charlotte	kein Eintrag von api gefunden
Sainte-Marie Christine	118890980
Salaman Edith	kein Eintrag von api gefunden
Salberg Justine	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Salberg Glas Maria Elisabeth und	kein Eintrag von api gefunden
Salburg E	116566795
Salburg-Falkenstein Edith	116566795
Saldern Thusnelda	116762934
Salgari Emilie	kein Eintrag von api gefunden
Salingför R	kein Eintrag von api gefunden
Salis-Marschlins Meta	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Salis-Soglio Meta	kein Eintrag von api gefunden
Salk B.	https://d-nb.info/gnd/1072564386	https://d-nb.info/gnd/124306659
Salkowsky E	126336806
Salma Bernhard	1050425006
Salm-Horstmar Elise	116766158
Salm-Reiferscheid Antonie Marie	kein Eintrag von api gefunden
Salm-Reiferscheid-Dyck Konstanze Marie	116765968
Salm-Salm Agnes	https://d-nb.info/gnd/116766573	https://d-nb.info/gnd/116687355
Salmuth Dina	1050425006
Salomé Lou	118502921
Salomon Antonie	116968427
Salzbrunn Alice	117261467
Salzmann Marianne	114940566X
Samosch Margarete	1046977032
Sampel Wilhelmine	kein Eintrag von api gefunden
Sanden Alma	kein Eintrag von api gefunden
Sander Henriette	https://d-nb.info/gnd/1157474101	https://d-nb.info/gnd/107846202X	https://d-nb.info/gnd/1078462410	https://d-nb.info/gnd/1078462240
Sander Pauline	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Sandez A.	kein Eintrag von api gefunden
Sandhage Josefa	kein Eintrag von api gefunden
Sandvoss Rosalie	1036403866
Sangalli Elisabeth	116789921
Sanndorf	1051418798
Saphir Marie	https://d-nb.info/gnd/130166294	https://d-nb.info/gnd/118794558
Sapper Agnes	https://d-nb.info/gnd/11680534X	https://d-nb.info/gnd/118880594
Sappho Liepholdt	139081151
Sartorius Benvenuto	116836814
Sartorius S	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Sascha Elfa	1033666408
Satori Johanna	113668139
Sauer Hedda	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Sauter Cornelie	143984926
Schabelsky Elsa	117090166
Schäbler Pauline	kein Eintrag von api gefunden
Schachne-Schott Clara	126706832
Schack Gertrud Guillaume	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Schack v. Igar	1089582196
Schaefer Anny	https://d-nb.info/gnd/117095990	https://d-nb.info/gnd/1070376426
Schaeffer Anna	105511324X
Schaeppi Sophie	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Schäfer Antonia	124145108
Schäfer Louise	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Schäfer Martha	1209706075
Schaffer Anna	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Schaffer H	https://d-nb.info/gnd/105326688X	https://d-nb.info/gnd/1047091526
Schäffer Johanna	https://d-nb.info/gnd/1035518163	https://d-nb.info/gnd/140506241	https://d-nb.info/gnd/122981766	https://d-nb.info/gnd/128884150
Schaffgotsch Maria	https://d-nb.info/gnd/119272296	https://d-nb.info/gnd/1073667588	https://d-nb.info/gnd/114109259X	https://d-nb.info/gnd/118618172
Schaitza Klara	kein Eintrag von api gefunden
Schäling Marie	kein Eintrag von api gefunden
Schalit-Meisels Agathe	kein Eintrag von api gefunden
Schallenfeld Rosalie Schallenfeld Schulvorsteherin und Agnes	kein Eintrag von api gefunden
Schallenfeld Sem.-Leiterin Schallenfeld Rosalie Töchterschulvorsteherin weil. und Agnes	kein Eintrag von api gefunden
Schaller A	https://d-nb.info/gnd/1053513135	https://d-nb.info/gnd/1157518257	https://d-nb.info/gnd/1235853071	https://d-nb.info/gnd/1021208159	https://d-nb.info/gnd/1208410687
Schandow H.	116852755
Schandri Marie	120866234
Schanz Frida	https://d-nb.info/gnd/118905708	https://d-nb.info/gnd/117104639
Schanz Pauline	https://d-nb.info/gnd/117104639	https://d-nb.info/gnd/117104477	https://d-nb.info/gnd/118905708
Schardius Marie	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Schardt Fried. Sophie Eleonore	117106445
Scharfenort Hedwig	1138992380
Scharm Gabriele	kein Eintrag von api gefunden
Schätti Hedwig	126800235
Schätzl Emilie	kein Eintrag von api gefunden
Schauberg Anna	5279613-9
Schauenforst Irma	kein Eintrag von api gefunden
Schauensee Meyer Luise	kein Eintrag von api gefunden
Schaumburg Jeannette Marie	kein Eintrag von api gefunden
Schaupp-Horn H	kein Eintrag von api gefunden
Schebest Agnes	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Scheel Emilie	1068734264
Scheel Marie	https://d-nb.info/gnd/127990011	https://d-nb.info/gnd/116900628
Schefer Therese	1120435293
Scheffel Josefine	117185299
Scheffel Reinhold	1089585489
Schefflerin Priorin Walpurgis	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Scheibe Auguste	117192945
Scheible Josephine	kein Eintrag von api gefunden
Scheibler Sophie Wilh	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Scheibner Luise	kein Eintrag von api gefunden
Scheidlein-Wenrich Edle von	kein Eintrag von api gefunden
Scheiger Edle v	109999029
Scheliha Doris Maria	kein Eintrag von api gefunden
Schellander Irene Edle	kein Eintrag von api gefunden
Schellbach Anna	kein Eintrag von api gefunden
Schellbach Emma	kein Eintrag von api gefunden
Schellbach Leo	139577351
Schellestak Wilhelmine	kein Eintrag von api gefunden
Schelling Karoline	118607049
Schellmann E	https://d-nb.info/gnd/1073014851	https://d-nb.info/gnd/1073037053	https://d-nb.info/gnd/1072953390	https://d-nb.info/gnd/1073475948
Schenck Luise	117211117
Schenck Ottilie	121493083
Schendler A. Mahlmann u. S. Helene	kein Eintrag von api gefunden
Schenk Friederike Marie Charlotte	173193161
Schenk Luise	1175401099
Schenk Marie M	117242195
Schenker-Amlehn Lina	kein Eintrag von api gefunden
Scheppler Luise	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Scherer Sophie	1029757399
Scherffen Marie	1052842747
Schering Elsbeth	11721986X
Scherr	https://d-nb.info/gnd/131632582	https://d-nb.info/gnd/125433697	https://d-nb.info/gnd/136564593	https://d-nb.info/gnd/1032411929	https://d-nb.info/gnd/4770741-0
Schettler Jenny	kein Eintrag von api gefunden
