Name	GND
Margot G	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Marheim Helene	kein Eintrag von api gefunden
Marholm Laura	https://d-nb.info/gnd/118992996	https://d-nb.info/gnd/11854585X
Marholm Leonhard	118992996
Maria Amalie Frid. Aug.  Herzogin v. Sachsen	119165198
Maria Antoinette	https://d-nb.info/gnd/1310451303	https://d-nb.info/gnd/1207438960
Maria K	https://d-nb.info/gnd/1043583602	https://d-nb.info/gnd/1012718255	https://d-nb.info/gnd/1157314821	https://d-nb.info/gnd/1243473959
Maria	https://d-nb.info/gnd/1209453991	https://d-nb.info/gnd/1225876923	https://d-nb.info/gnd/1136093591	https://d-nb.info/gnd/1305410521	https://d-nb.info/gnd/7719964-9	https://d-nb.info/gnd/1177153025	https://d-nb.info/gnd/1248157230	https://d-nb.info/gnd/113979907X
Mariam-Tenger	115341285
Marianne Natalie	kein Eintrag von api gefunden
Marie Adelaide	https://d-nb.info/gnd/1189363631	https://d-nb.info/gnd/1055240187	https://d-nb.info/gnd/1055090975	https://d-nb.info/gnd/119233444	https://d-nb.info/gnd/10423086X
Marie Helene	https://d-nb.info/gnd/1243978112	https://d-nb.info/gnd/1150270527	https://d-nb.info/gnd/1283994704	https://d-nb.info/gnd/1294778862	https://d-nb.info/gnd/1269437445	https://d-nb.info/gnd/126663424X
Marie Margarete	https://d-nb.info/gnd/130227536	https://d-nb.info/gnd/1213642396	https://d-nb.info/gnd/1266795243	https://d-nb.info/gnd/1143537084
Marietta	https://d-nb.info/gnd/1019747285	https://d-nb.info/gnd/122935845
Marino	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Mari-Oesterheld Ida Therese	kein Eintrag von api gefunden
Marius	https://d-nb.info/gnd/1157479685	https://d-nb.info/gnd/4340252-5	https://d-nb.info/gnd/124375367	https://d-nb.info/gnd/4396952-5	https://d-nb.info/gnd/119753626	https://d-nb.info/gnd/119753642
Markstein E	1095138332
Mark Hans	https://d-nb.info/gnd/1292067691	https://d-nb.info/gnd/1123752052
Markovics Antoinette Marie	127469842
Marlet-Čop Mara	116135395
Marlitt E	118731092
Marly Esther	kein Eintrag von api gefunden
Marpurg Pauline	kein Eintrag von api gefunden
Marquardsen A	116789026
Marquardt Angelika	105511954X
Marr Elisabeth	https://d-nb.info/gnd/116789921	https://d-nb.info/gnd/11857809X	https://d-nb.info/gnd/121849104
Marriot Emil	118578103
Marschner Amalie	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Marthen W	1046561073
Martin C	1053044054
Martin Henriette	https://d-nb.info/gnd/1229369988	https://d-nb.info/gnd/1173378200	https://d-nb.info/gnd/1190905469
Martin Mathilde	https://d-nb.info/gnd/11617630X	https://d-nb.info/gnd/1266241302	https://d-nb.info/gnd/1122646933
Martinez Marianne	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Martini Sophie Christiane Elisabeth	kein Eintrag von api gefunden
Martini Selma	117769096
Marwitz d Marie	https://d-nb.info/gnd/1135801290	https://d-nb.info/gnd/1305409175	https://d-nb.info/gnd/115323376
Marx Klara	1207243426
Marx Therese	https://d-nb.info/gnd/1078333866	https://d-nb.info/gnd/1073522407	https://d-nb.info/gnd/1073440974
Mary	12003557X
Masche Fr	https://d-nb.info/gnd/128579501	https://d-nb.info/gnd/116834145
Masser Klara	kein Eintrag von api gefunden
Massow Julie	https://d-nb.info/gnd/116836474	https://d-nb.info/gnd/139309594
Massow Klara	kein Eintrag von api gefunden
Massow Margarete	127476660
Masur Auguste	kein Eintrag von api gefunden
Mataja Emilie	118578103
Mathé Berta	kein Eintrag von api gefunden
Mathilde Schwarzburg-Sondershausen	https://d-nb.info/gnd/124297854	https://d-nb.info/gnd/117379042	https://d-nb.info/gnd/1105068269	https://d-nb.info/gnd/123901480
Mathilde Königin die	https://d-nb.info/gnd/101488971	https://d-nb.info/gnd/1212867033	https://d-nb.info/gnd/117104981	https://d-nb.info/gnd/118703218
Mathildens Genesung	kein Eintrag von api gefunden
Matthes Valerie	116841206
Matthey Maja	11684129X
Matthias-Tendering Bertha	1044187468
Matthys Emma	1229401725
Mättig-Willkomm Sophie	131492818X
Matzner Josa	kein Eintrag von api gefunden
Maul Anna	1089584903
Maul Elise	1284086801
Maune. Agnes	kein Eintrag von api gefunden
Max Hero	https://d-nb.info/gnd/1204887551	https://d-nb.info/gnd/11609494X
May Anna	142629243
May George	171002393
May Theresia Maria	https://d-nb.info/gnd/105983250X	https://d-nb.info/gnd/117004332
May Sophie	117548022
Mayenburg Theodora	kein Eintrag von api gefunden
Mayer Anna	114667578X
Mayer-Bergwald Anna	11696300X
Mayer-Bibus Ottilie	116161787
Mayer Eugenie	116420669
Mayer Elise Friederike	117548022
Mayer Josefine	117499420
Mayer-Kempf Charlotte	1192865847
Mayer Luise	https://d-nb.info/gnd/1225380316	https://d-nb.info/gnd/1018201343
Mayer Rudolfine	117547867
Mayer Sarah	https://d-nb.info/gnd/131985493	https://d-nb.info/gnd/1118396146
Mayerffy Marie	kein Eintrag von api gefunden
Mayr-Peyrimsky Anna	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Mayreder-Obermayer Rosa	118732382
Maytner Alberta	116975024
Mecke Johanne	https://d-nb.info/gnd/140860622	https://d-nb.info/gnd/119757338	https://d-nb.info/gnd/1018928634	https://d-nb.info/gnd/115429271	https://d-nb.info/gnd/128604697	https://d-nb.info/gnd/1055704299	https://d-nb.info/gnd/102249449X
Mecklenburg-Schwerin Sophie Ulrike	https://d-nb.info/gnd/122871707	https://d-nb.info/gnd/118535803
Medem Friederike	118579886
Medem Ida	https://d-nb.info/gnd/113666063	https://d-nb.info/gnd/11898618X
Meeden der	https://d-nb.info/gnd/105314976X	https://d-nb.info/gnd/1053149786	https://d-nb.info/gnd/1307238890
Meerheimb Henriette	117067717
Meertz A	1210953161
Meffert Antonie	kein Eintrag von api gefunden
Megede Marie	128021640
Megerle von Mühlfeld Therese	https://d-nb.info/gnd/116992360	https://d-nb.info/gnd/1021198668
Mehler Frieda	1153284618
Meiche Louise	kein Eintrag von api gefunden
Meichsner Cl.	kein Eintrag von api gefunden
Meienberg Marie	kein Eintrag von api gefunden
Meinardus Amalie	117741361
Meinhardt Adalbert	https://d-nb.info/gnd/12750446X	https://d-nb.info/gnd/116905514
Meinhof Elli	kein Eintrag von api gefunden
Meisner Maria	104139943
Meissner Auguste	118588796
Meissner Fanny	139936408
Meissner Marie	https://d-nb.info/gnd/116870532	https://d-nb.info/gnd/117196762
Meister Hulda	116737352
Meister Maria	https://d-nb.info/gnd/133753646	https://d-nb.info/gnd/1080093923
Meister Marianne	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Meister Sophie Friderike Elisabeth	kein Eintrag von api gefunden
Meixner Auguste	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Meixner Elisabetha Maria	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Mejer Sophie	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Melena Elpis	https://d-nb.info/gnd/117360899	https://d-nb.info/gnd/172642124	https://d-nb.info/gnd/1212397096
Mellien Marie	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Mellin H	https://d-nb.info/gnd/128526424	https://d-nb.info/gnd/126934134	https://d-nb.info/gnd/1161384693
Melnec S	kein Eintrag von api gefunden
Memmler Louise	kein Eintrag von api gefunden
Mengs Gg	kein Eintrag von api gefunden
Menke-Brümmershop J	kein Eintrag von api gefunden
Menke Juliane	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Mensch Der	https://d-nb.info/gnd/1180401204	https://d-nb.info/gnd/300177739	https://d-nb.info/gnd/1262034019	https://d-nb.info/gnd/1203806973	https://d-nb.info/gnd/1213476534	https://d-nb.info/gnd/300519281	https://d-nb.info/gnd/300826672	https://d-nb.info/gnd/300190603	https://d-nb.info/gnd/1181716985	https://d-nb.info/gnd/1261003098
Mensch phil. Ella	kein Eintrag von api gefunden
Mentzel Elisabeth	https://d-nb.info/gnd/116885904	https://d-nb.info/gnd/121215555
Menzel Anna	https://d-nb.info/gnd/116886153	https://d-nb.info/gnd/105247344X	https://d-nb.info/gnd/1146601573	https://d-nb.info/gnd/1013108752	https://d-nb.info/gnd/121650294	https://d-nb.info/gnd/115433163
Mercator B	173075452
Mergner J	118868918
Merian Hans	116892013
Merian Maria Sybilla	1279130253
Merk Emma	https://d-nb.info/gnd/116539801	https://d-nb.info/gnd/1035095424	https://d-nb.info/gnd/1300348992	https://d-nb.info/gnd/1271907569	https://d-nb.info/gnd/11936803X
Merkin Maria Johanna Elisabeth	https://d-nb.info/gnd/1158912501	https://d-nb.info/gnd/10020967X
Mertens Anna	https://d-nb.info/gnd/1258794780	https://d-nb.info/gnd/173313140	https://d-nb.info/gnd/1202518680	https://d-nb.info/gnd/121604756
Mertens Sibylle	https://d-nb.info/gnd/119508311	https://d-nb.info/gnd/116055030
Meruéll E	https://d-nb.info/gnd/1026215617	https://d-nb.info/gnd/1055196129
Merx Eulalie Therese	116912170
Merz Elisabeth	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Meske Mathilde	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Messerer Th	116914297
Messerschmidt Frida	kein Eintrag von api gefunden
Messerschmidt-Gersdorf Anna	kein Eintrag von api gefunden
Mestorf Johanna	1275875173
Metellus Ida	kein Eintrag von api gefunden
Metsch Eugenie	kein Eintrag von api gefunden
Mettingh Philippine	1044342102
Metzel Johanne	https://d-nb.info/gnd/1051507715	https://d-nb.info/gnd/129567612	https://d-nb.info/gnd/1209970805	https://d-nb.info/gnd/1216143862	https://d-nb.info/gnd/1210083825	https://d-nb.info/gnd/133975584
Metzger Hermance	kein Eintrag von api gefunden
Metzmacher Lehrerin Albertina	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Metzner Antonie	104157283
Metzsch Alma	kein Eintrag von api gefunden
Mewes Ida	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Mews Auguste Elise	kein Eintrag von api gefunden
Meyer Auguste Fräulein	kein Eintrag von api gefunden
Meyer Bertha	https://d-nb.info/gnd/1035095416	https://d-nb.info/gnd/127103252X	https://d-nb.info/gnd/110222300X	https://d-nb.info/gnd/1272994600	https://d-nb.info/gnd/1277679320
Meyer-Cohn Helene	https://d-nb.info/gnd/125154941	https://d-nb.info/gnd/1296466507
Meyer Elisabeth	https://d-nb.info/gnd/1078928681	https://d-nb.info/gnd/1172310416
Meyer Elsbeth	https://d-nb.info/gnd/117004049	https://d-nb.info/gnd/117004057
Meyer-Foerster Elsbeth	https://d-nb.info/gnd/117004049	https://d-nb.info/gnd/117004057
Meyer Gertraut	11755880X
Meyer-Housselle Charlotte	kein Eintrag von api gefunden
Meyer Karoline	https://d-nb.info/gnd/1302437798	https://d-nb.info/gnd/10110555X
Meyer L	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Meyer Marianne	https://d-nb.info/gnd/11756527X	https://d-nb.info/gnd/129881708	https://d-nb.info/gnd/10173410-4	https://d-nb.info/gnd/121596656	https://d-nb.info/gnd/172275555	https://d-nb.info/gnd/1157260128
Meyer Martha	135662044
Meyer Rahel	101141769
Meyer Sarah	https://d-nb.info/gnd/1217740341	https://d-nb.info/gnd/1298761980	https://d-nb.info/gnd/1281992348
Meyer v. Schauensee Luise	kein Eintrag von api gefunden
Meyer Sophie	1295914263
Meyer Theodora	kein Eintrag von api gefunden
Meyerhof Leonie	11682400X
Meyn Juliane	kein Eintrag von api gefunden
Meynier Luise	https://d-nb.info/gnd/117163007	https://d-nb.info/gnd/100309283
Meysenbug Malvida	118582054
Michael C	https://d-nb.info/gnd/135752787	https://d-nb.info/gnd/1157464467	https://d-nb.info/gnd/173054501	https://d-nb.info/gnd/5154969-4	https://d-nb.info/gnd/127098712
Michaëlis Henriette	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Michaëlis de Vasconcellos Karoline	119282585
Michaelis Kath	https://d-nb.info/gnd/1189390078	https://d-nb.info/gnd/11539396X
Michaelis Magd Maria	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Michaelson Margarete	116563559
Michałowska Angelika	117017663
Michaut Sophie	kein Eintrag von api gefunden
Michel Marie	https://d-nb.info/gnd/117018872	https://d-nb.info/gnd/1046375539
Mickiewicza Adama	https://d-nb.info/gnd/4600529-8	https://d-nb.info/gnd/4603432-8	https://d-nb.info/gnd/5017782-5	https://d-nb.info/gnd/5530936-7	https://d-nb.info/gnd/5549787-1	https://d-nb.info/gnd/4607838-1	https://d-nb.info/gnd/1011004-5	https://d-nb.info/gnd/7601359-5	https://d-nb.info/gnd/10070920-5	https://d-nb.info/gnd/3007358-3
Mierendorff Johanna	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Miessner Elisabeth	kein Eintrag von api gefunden
Miethe Karoline	138382565
Migerka Helene	117029009
Migerka Katharina	138412588
Mikolasch Ida	kein Eintrag von api gefunden
Milanis C	kein Eintrag von api gefunden
Milár-Gersdorf	kein Eintrag von api gefunden
Milde Karoline J S.	1125659459
Milde M	https://d-nb.info/gnd/122570987	https://d-nb.info/gnd/1153580969	https://d-nb.info/gnd/111105080	https://d-nb.info/gnd/4575927-3	https://d-nb.info/gnd/1074526317	https://d-nb.info/gnd/300982917
Milde Natalie	https://d-nb.info/gnd/117041513	https://d-nb.info/gnd/1073421864
Mildheim Anna	127761012
Milford Lola	116721758
Mindermann Christiane Marie	117047872
Minna	https://d-nb.info/gnd/1282593692	https://d-nb.info/gnd/1281119342	https://d-nb.info/gnd/1296833992
Minra F.	https://d-nb.info/gnd/1317677021	https://d-nb.info/gnd/171365453
Miradek	kein Eintrag von api gefunden
Mirani Therese	1023317834
Mirbach Margarete	https://d-nb.info/gnd/1050402022	https://d-nb.info/gnd/1290302340
Mirbach Maria	130647985
Mirus Elise	kein Eintrag von api gefunden
Misch-Kastner Mary	kein Eintrag von api gefunden
Misch Mary	kein Eintrag von api gefunden
Mischler Marie	kein Eintrag von api gefunden
Missfeldt Karoline Eleonore Agnes	kein Eintrag von api gefunden
Mittentzwei Clara	kein Eintrag von api gefunden
Mitzenius Julie	kein Eintrag von api gefunden
Mitzenius Karoline	kein Eintrag von api gefunden
Mitzlaff Eugenie	kein Eintrag von api gefunden
Mix Doris	kein Eintrag von api gefunden
Mlinarska Friederike	kein Eintrag von api gefunden
Möbius Hermine	kein Eintrag von api gefunden
Mocvingus H	kein Eintrag von api gefunden
Möder Auguste	117848131X
Moderatus Diplomaticus	1158377096
Moeller Antonie	kein Eintrag von api gefunden
Mohnicke Selma	102179905
Mohr Bertha	kein Eintrag von api gefunden
Mohr Klara	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Mohr F L. Marie	https://d-nb.info/gnd/142663182	https://d-nb.info/gnd/117093300
Moleschott Sophie	https://d-nb.info/gnd/117119911	https://d-nb.info/gnd/1157095348	https://d-nb.info/gnd/11728100X
Möller A	https://d-nb.info/gnd/105194595X	https://d-nb.info/gnd/105772100X	https://d-nb.info/gnd/1055321349	https://d-nb.info/gnd/170152804
Möller A.	https://d-nb.info/gnd/105194595X	https://d-nb.info/gnd/105772100X	https://d-nb.info/gnd/1055321349	https://d-nb.info/gnd/170152804
Möller Agnes	https://d-nb.info/gnd/117081124	https://d-nb.info/gnd/119114585
Möller Martha	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Möller Wendula Hedwig	139684891
Molochowetz Helene	142946974
Molotka Charlotte	kein Eintrag von api gefunden
Mölte Cäcilie	kein Eintrag von api gefunden
Moltke Hedwig	1260703312
Moltke Maria	https://d-nb.info/gnd/1141914859	https://d-nb.info/gnd/116899115
Monika	https://d-nb.info/gnd/1243858729	https://d-nb.info/gnd/1181148723	https://d-nb.info/gnd/300277369	https://d-nb.info/gnd/1269445278	https://d-nb.info/gnd/107988078X	https://d-nb.info/gnd/1145539726	https://d-nb.info/gnd/7570815-2	https://d-nb.info/gnd/11548227X	https://d-nb.info/gnd/115508163
Monsterberg Eugenie	117127728
Montag Auguste	https://d-nb.info/gnd/116537175	https://d-nb.info/gnd/1047150263
Montagni Frida	kein Eintrag von api gefunden
Montagu Marquise	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Montbart Helene	kein Eintrag von api gefunden
Montenglaut Artemisia Henr. Marianne	117133817
Monter Constanze	116266414
Montez Lola	https://d-nb.info/gnd/1205769684	https://d-nb.info/gnd/116817763
Montgomery Karoline	118657585
Montgomery Florence	117134082
Monti de M.	https://d-nb.info/gnd/119149036	https://d-nb.info/gnd/124009794
Montolieu Freiin v	kein Eintrag von api gefunden
Montua Emma	kein Eintrag von api gefunden
Monutoli	kein Eintrag von api gefunden
Moor Anna	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Mora	https://d-nb.info/gnd/4807931-5	https://d-nb.info/gnd/130658847	https://d-nb.info/gnd/1057467014	https://d-nb.info/gnd/4313616-3	https://d-nb.info/gnd/1297129490	https://d-nb.info/gnd/1267005696
Morawetz-Dierkes Leopoldine	116143916
More Hanna	https://d-nb.info/gnd/1037314883	https://d-nb.info/gnd/1055169237
Morgan Dr. med	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Morgan Johanna	1051418798
Morgenstern Lina	https://d-nb.info/gnd/119452480	https://d-nb.info/gnd/138677360
Morgenstern Marie	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Morgenstern Olga	138677360
Morich Alwine	kein Eintrag von api gefunden
Morich Sophie	103343292X
Morière K. de la	kein Eintrag von api gefunden
Morris Rosa	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Morsch Anna	116930128
Mosche Antonie	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Moscheles Charlotte	https://d-nb.info/gnd/119011069	https://d-nb.info/gnd/116935820
Moscherosch Eliza	kein Eintrag von api gefunden
Mose Josepha	116936274
Mosen Fr	116936649
Mosthaf Klara	kein Eintrag von api gefunden
Motte-Fouqué Karoline Auguste	118692321
Mrazovič Milena	116281774
Mucha-Eltz Ida	kein Eintrag von api gefunden
Muche Klara	1046645218
Mudersbach Julie	https://d-nb.info/gnd/118861670	https://d-nb.info/gnd/116450223
Muellenbach Ute	117166391
Mühlbach Elfriede	kein Eintrag von api gefunden
Mühlbach Luise	https://d-nb.info/gnd/118585754	https://d-nb.info/gnd/1032686162
Mühldorfer Sephine	kein Eintrag von api gefunden
Mühle Wilh. der	116232153
Mühlenberg Mathilde	116640979
Mühlenfels Elfriede	117162655
Mülinen Helene	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Müller Betty	https://d-nb.info/gnd/137860498	https://d-nb.info/gnd/138701504
Müller Clara	https://d-nb.info/gnd/1074723694	https://d-nb.info/gnd/117598127
Müller Dorothea	https://d-nb.info/gnd/1129724727	https://d-nb.info/gnd/1058697684	https://d-nb.info/gnd/1038320046	https://d-nb.info/gnd/128596937	https://d-nb.info/gnd/1117036111	https://d-nb.info/gnd/1073508277	https://d-nb.info/gnd/1055625011	https://d-nb.info/gnd/115853969X
Müller Elisabeth	https://d-nb.info/gnd/124810802	https://d-nb.info/gnd/1157143113	https://d-nb.info/gnd/1033701114	https://d-nb.info/gnd/142485888	https://d-nb.info/gnd/132062852	https://d-nb.info/gnd/138822751
Müller Elise	https://d-nb.info/gnd/1052869300	https://d-nb.info/gnd/1016594402	https://d-nb.info/gnd/1065459831	https://d-nb.info/gnd/1036485811
Müller Fanny	1055244247
Müller-Herrneck M	kein Eintrag von api gefunden
Müller Johanna	123162866
Müller Karoline	1025748913
Müller Luise	1279016833
Müller Marie	https://d-nb.info/gnd/1073446387	https://d-nb.info/gnd/117602159	https://d-nb.info/gnd/117602167
Müller Marischa	kein Eintrag von api gefunden
Müller Mathilde	116697830
Müller Pauline	https://d-nb.info/gnd/117608173	https://d-nb.info/gnd/117608165	https://d-nb.info/gnd/1282702742	https://d-nb.info/gnd/1237991102	https://d-nb.info/gnd/1089905262	https://d-nb.info/gnd/1297236882
Müller-Portius Adelaide	1157466028
Müller Rosalie	https://d-nb.info/gnd/1073358895	https://d-nb.info/gnd/1173438696	https://d-nb.info/gnd/1019001178	https://d-nb.info/gnd/1073430561	https://d-nb.info/gnd/116641509
Müller Sophie	117611417
Müller Susanne	104135484
Müller Valeria	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Müller Wilhelmine	https://d-nb.info/gnd/1150418117	https://d-nb.info/gnd/1024578747	https://d-nb.info/gnd/119239191
Mully Marie u. A	kein Eintrag von api gefunden
Münchershof E.	1167739094
Münchhausen Luise Marie Eleonore	kein Eintrag von api gefunden
Mund Johanne	1055529853
Mundhenck Isabella	kein Eintrag von api gefunden
Mundt Klara	118585754
Münster-Meinhövel Amalie Johanne Isabelle Charlotte	1044646144
Munz Emilie	1113029854
Münzer Vally	kein Eintrag von api gefunden
Münzner Johanna	kein Eintrag von api gefunden
Muralt Lily	1032020644
Murau Karoline	1270090577
Muschka J. Marie und Ambros	kein Eintrag von api gefunden
Müseler Clara	kein Eintrag von api gefunden
Musil Marie	https://d-nb.info/gnd/1204665761	https://d-nb.info/gnd/1297156714	https://d-nb.info/gnd/1089537522
Musil-Peterkan Nina	kein Eintrag von api gefunden
Müsken Emmy	kein Eintrag von api gefunden
Muth O	https://d-nb.info/gnd/126878196	https://d-nb.info/gnd/106772589	https://d-nb.info/gnd/1027136532	https://d-nb.info/gnd/1248258096	https://d-nb.info/gnd/1254645187	https://d-nb.info/gnd/120307758	https://d-nb.info/gnd/300145225
Mutschlechner Bertha	https://d-nb.info/gnd/1278492194	https://d-nb.info/gnd/1278493522
Mutzenbecher Wilhelmine	kein Eintrag von api gefunden
Mylius Wilhelmine	117206342
Nachtsheim Maria	https://d-nb.info/gnd/115709134	https://d-nb.info/gnd/1209952920
Nachtweih Albertine	kein Eintrag von api gefunden
Naerger Ida	kein Eintrag von api gefunden
Nahmer Johanna der	117391662
Najmájer Marie	116880724
Najórski Henriette	kein Eintrag von api gefunden
Nalli Agathe	116711817
Nalli-Rutenberg Agathe	116711817
Namenlos	126364877
Nasareff Fanny	kein Eintrag von api gefunden
Nast Klara	126583668
Natalie	117767115
Nathusius Elsbeth	116896434
Nathusius Johanna	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Nathusius Karoline Maria Elisabeth Luise	116900628
Natzmer Anna	https://d-nb.info/gnd/1220789925	https://d-nb.info/gnd/116008512
Naubert Christ. Eugenie Benedicte	118586564
Nauheim J. M	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Nauke-Lehmann	1056165138
Naumann Bertha	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Naumann Betty	kein Eintrag von api gefunden
Naumann Dora	https://d-nb.info/gnd/174005520	https://d-nb.info/gnd/1280964154	https://d-nb.info/gnd/1300292784	https://d-nb.info/gnd/1299378366
Naumann Josefine	1216900213
Naumann Pauline	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Naumburg H	117073989
