Name	GND
Dohmke Julie	https://d-nb.info/gnd/11617093X	https://d-nb.info/gnd/104085703	https://d-nb.info/gnd/116263008
Dohna M	1062670329
Dohna Ottilie	kein Eintrag von api gefunden
Dolf Ina	kein Eintrag von api gefunden
Dolle Käthe	kein Eintrag von api gefunden
Domarus E.	kein Eintrag von api gefunden
Dominicus Ida	116176717
Domo Eli	1255709812
Donat Else	1036796191
Donatus Frank	13857278X
Donop Amalie	1043068678
Dony Alexis	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Dorieux-Brotbeck Betty	116182458
Dormeyer Helene	127609628
Dorn Anna	https://d-nb.info/gnd/117728071	https://d-nb.info/gnd/1051929946	https://d-nb.info/gnd/1019737921	https://d-nb.info/gnd/119089238	https://d-nb.info/gnd/124356133	https://d-nb.info/gnd/116187271	https://d-nb.info/gnd/1037765893	https://d-nb.info/gnd/134025776
Dorn Clara	116062568
Dorn Ernst	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Dorn Hedwig	https://d-nb.info/gnd/127609628	https://d-nb.info/gnd/116187220	https://d-nb.info/gnd/119108275	https://d-nb.info/gnd/118763520
Dorn Magdalene	kein Eintrag von api gefunden
Dorn Frau Paula	kein Eintrag von api gefunden
Dorne H	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Dorneth J.	1151662631
Dornheim M	https://d-nb.info/gnd/1105068269	https://d-nb.info/gnd/124297854
Dory M	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Dose Cäcilie	1250953758
Doubberck Pauline	133861643
Drache Bertha	kein Eintrag von api gefunden
Drachenfels Adele	116725095
Dransfeld Hedwig	119206366
Dreidax Therese	1146494033
Dressel Carl	https://d-nb.info/gnd/126127875	https://d-nb.info/gnd/116218266	https://d-nb.info/gnd/132361833
Dressel Clara	116218266
Dressler Lina	kein Eintrag von api gefunden
Drews Marie Lina und	kein Eintrag von api gefunden
Dröge Auguste	kein Eintrag von api gefunden
Droescher Emilie	kein Eintrag von api gefunden
Drohojowska 	137436017
Dromery L	kein Eintrag von api gefunden
Droste Charlotte	1199879584
Droste-Hülshoff Annette	https://d-nb.info/gnd/118527533	https://d-nb.info/gnd/1246782308
Droste-Hülshoff Elise	https://d-nb.info/gnd/118527533	https://d-nb.info/gnd/119035987	https://d-nb.info/gnd/118744712
Druskowitz Helene	120560216
Duc Aimée	https://d-nb.info/gnd/127655042	https://d-nb.info/gnd/1138571814
Dücker Isabella	kein Eintrag von api gefunden
Dufke Marie	kein Eintrag von api gefunden
Duisburg Luise	https://d-nb.info/gnd/1053088493	https://d-nb.info/gnd/1158896174	https://d-nb.info/gnd/1027877753	https://d-nb.info/gnd/1037749553
Dumek Hanna	kein Eintrag von api gefunden
Dunajew Wanda	119392003
Duncker Dora	https://d-nb.info/gnd/116251654	https://d-nb.info/gnd/116251662	https://d-nb.info/gnd/11625159X
Dungern Freifrl	kein Eintrag von api gefunden
Dungern Julie	https://d-nb.info/gnd/116251883	https://d-nb.info/gnd/116238992
Dunsch Emilie	kein Eintrag von api gefunden
Dupuy Eliza	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Düring Christine	https://d-nb.info/gnd/129560634	https://d-nb.info/gnd/1050271637	https://d-nb.info/gnd/1197531335	https://d-nb.info/gnd/1103501798
Düring Clara	1038389712
Düring-Oetken Helene	113666373
Düringsfeld Ida	101142072
Dürow Joachim	113666063
Dürwald Dora	kein Eintrag von api gefunden
Düsterhoff Klara	1081319747
Dutczynská-Békassy Helene	kein Eintrag von api gefunden
Dyckerhoff-Matthias Emma	116262524
Dyckhoff Jenny	1029482284
Dyckowska Tatiana	1184436738
Dyhrenfurt Gertrud	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Ebeling Elisabeth	116320850
Ebeling u. Elisabeth B. Filhés	kein Eintrag von api gefunden
Eberhard Lili	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Eberhard Sabine	143456296
Eberhardt-Bürck Adelheid Emilie Bab	1050426916
Eberle Adelheid	kein Eintrag von api gefunden
Eberlein Maria	1046759248
Ebersold Elise	1036987191
Ebert Lina Jenny	kein Eintrag von api gefunden
Ebert Martha	1125050780
Ebmeyer Ottilie	116332891
Ebner-Eschenbach Marie	https://d-nb.info/gnd/118528661	https://d-nb.info/gnd/11633407X	https://d-nb.info/gnd/1133201326	https://d-nb.info/gnd/1275464963
Eck Ulla	1065065310
Eckardt M	https://d-nb.info/gnd/1055644288	https://d-nb.info/gnd/116336307	https://d-nb.info/gnd/2101137-0	https://d-nb.info/gnd/1104861437	https://d-nb.info/gnd/1032286121	https://d-nb.info/gnd/1060386518	https://d-nb.info/gnd/1032287829
Eckardt-Volmar Ernestine	kein Eintrag von api gefunden
Eckart Agnes	116336412
Ecker-Krauss Sophie	kein Eintrag von api gefunden
Eckermann Ottilie	127493247
Eckert Elise	129859109
Eckhard Henrike Elisabeth	kein Eintrag von api gefunden
Eckhart Emma	kein Eintrag von api gefunden
Eckstädt M.	1021279005
Edel Antonie	kein Eintrag von api gefunden
Edel Fanny	https://d-nb.info/gnd/130188352	https://d-nb.info/gnd/137386389
Edel Margarete	1050471504
Edelhagen L	kein Eintrag von api gefunden
Edeling Henriette	1075759773
Edelweiss B. J. H	kein Eintrag von api gefunden
Eden Carla	117050016
Edlita M	1096472414
Egbert W	174023235
Egger-Schmitzhausen Marie Edle	kein Eintrag von api gefunden
Eggersberg Marianne	1285093038
Eggert Gertrude	127990747
Eginhardt Mathilde	kein Eintrag von api gefunden
Egloff Louise	https://d-nb.info/gnd/104060972	https://d-nb.info/gnd/1075658969
Egloffstein Auguste	https://d-nb.info/gnd/104265663	https://d-nb.info/gnd/1249121523	https://d-nb.info/gnd/129222046
Egloffstein Caroline	https://d-nb.info/gnd/118956531	https://d-nb.info/gnd/1075658969
Egloffstein Lilla	kein Eintrag von api gefunden
Ehlen Hanna	kein Eintrag von api gefunden
Ehlermann Helene	1190223910
Ehninger Sophie	kein Eintrag von api gefunden
Ehrenberg E	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Eichelberg G	11727240X
Eichen Brenda	kein Eintrag von api gefunden
Eichenberg Marie	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Eichenfels Rosa	126291926
Eichens Mahlwine	kein Eintrag von api gefunden
Eichhorn Mathilde	https://d-nb.info/gnd/116417358	https://d-nb.info/gnd/12629206X	https://d-nb.info/gnd/126292051
Eichler Amalie	kein Eintrag von api gefunden
Eichler Caroline	https://d-nb.info/gnd/104249749	https://d-nb.info/gnd/116369434
Eichler Marie	https://d-nb.info/gnd/1157555101	https://d-nb.info/gnd/13829688X
Eichmeyer 	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Eichstetten Barbara	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Eidam Rosa	126293147
Eindhofen Ulrike	1263168876
Einsiedel R.	https://d-nb.info/gnd/126299455	https://d-nb.info/gnd/1314228196	https://d-nb.info/gnd/127059261
Eisenhart Luise	11852965X
Eisenschitz Siddy	116018186
Eitner Martha	1046764799
Eken Anna	kein Eintrag von api gefunden
Elbe A. d	1126469963
Elberskirchen Johanna	13575240X
El-Correï 	117349968
Elda G.	117035017
Eleonore 	111580376X
Eleonore Reuss	https://d-nb.info/gnd/116453591	https://d-nb.info/gnd/1070865311
Elfriede Koburg	1015175236
Elfström Ida	kein Eintrag von api gefunden
Elg Ivar	kein Eintrag von api gefunden
Elisa 	https://d-nb.info/gnd/125973627X	https://d-nb.info/gnd/1119366402	https://d-nb.info/gnd/140975845	https://d-nb.info/gnd/10342180-4	https://d-nb.info/gnd/10313468-2	https://d-nb.info/gnd/114498601X	https://d-nb.info/gnd/1142822672
 Elisabeth	https://d-nb.info/gnd/1301556491	https://d-nb.info/gnd/7604650-3	https://d-nb.info/gnd/1070885010	https://d-nb.info/gnd/300323573	https://d-nb.info/gnd/130804770
Elisabeth 	https://d-nb.info/gnd/1301556491	https://d-nb.info/gnd/7604650-3	https://d-nb.info/gnd/1070885010	https://d-nb.info/gnd/300323573	https://d-nb.info/gnd/130804770
Elise 	https://d-nb.info/gnd/120558211	https://d-nb.info/gnd/129870889
Ell-Dahnow 	kein Eintrag von api gefunden
Ell Fanny	1292272074
Ellen Lucia	1062578813
Ellgau M.	https://d-nb.info/gnd/122031881	https://d-nb.info/gnd/1159074887
Elling E	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Ellmenreich Friederike	https://d-nb.info/gnd/116452145	https://d-nb.info/gnd/116452072
Elmhausen 	kein Eintrag von api gefunden
Elsner Christine	https://d-nb.info/gnd/130084689	https://d-nb.info/gnd/142467561	https://d-nb.info/gnd/1204218609	https://d-nb.info/gnd/115880590X	https://d-nb.info/gnd/1157219004
Elton M	1049355598
Emanzipation 	https://d-nb.info/gnd/4130667-3	https://d-nb.info/gnd/4445939-7	https://d-nb.info/gnd/45947-1	https://d-nb.info/gnd/1114079952	https://d-nb.info/gnd/1104180634	https://d-nb.info/gnd/1087249678	https://d-nb.info/gnd/125253311X	https://d-nb.info/gnd/1091355223	https://d-nb.info/gnd/1161445188	https://d-nb.info/gnd/16088191-2
Embden-Heine Marie	116063955
Emilie 	https://d-nb.info/gnd/1033515841	https://d-nb.info/gnd/1052833292	https://d-nb.info/gnd/1125024607	https://d-nb.info/gnd/1119835879	https://d-nb.info/gnd/1129904024	https://d-nb.info/gnd/113082223	https://d-nb.info/gnd/1308102887	https://d-nb.info/gnd/1126060879	https://d-nb.info/gnd/1127660071
Eminger Therese	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
 Emma	https://d-nb.info/gnd/1258372118	https://d-nb.info/gnd/5003637-3	https://d-nb.info/gnd/1160633444	https://d-nb.info/gnd/1314927973	https://d-nb.info/gnd/1121703682	https://d-nb.info/gnd/1205177019	https://d-nb.info/gnd/4277660-0	https://d-nb.info/gnd/1099129133
Emmerich Anna Katharina	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Emmerich Elisabetha	kein Eintrag von api gefunden
Emmy 	102165874
 Emmy	https://d-nb.info/gnd/1290290407	https://d-nb.info/gnd/102165874	https://d-nb.info/gnd/121268205X
Enberg A. B	kein Eintrag von api gefunden
Enckhausen Malwine	116471778
Ende Eva	https://d-nb.info/gnd/126279305X	https://d-nb.info/gnd/7681367-8	https://d-nb.info/gnd/16259333-8	https://d-nb.info/gnd/13159236X	https://d-nb.info/gnd/1147035881	https://d-nb.info/gnd/1165267659	https://d-nb.info/gnd/1146857039
Ende W	https://d-nb.info/gnd/1243994770	https://d-nb.info/gnd/16002092-X	https://d-nb.info/gnd/171806530	https://d-nb.info/gnd/1140236652	https://d-nb.info/gnd/1158359861	https://d-nb.info/gnd/1222204126	https://d-nb.info/gnd/1164180320	https://d-nb.info/gnd/170601358
Endell Maria	kein Eintrag von api gefunden
Enderes Aglaia	129241776
Enders A M.	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Endler Viktorine	126646910
Endor Miss	kein Eintrag von api gefunden
Engel Agnes	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Engel v. Langwiaes 	kein Eintrag von api gefunden
Engelbrecht Erna	1037315545
Engelbronner Charlotte Julie d'Aubigny	kein Eintrag von api gefunden
Engelhard Philippine Magdalene	https://d-nb.info/gnd/116489014	https://d-nb.info/gnd/1211689409	https://d-nb.info/gnd/118738135
Engelhardt Eugenie	173674046
Engelhardt L.	1119456495
Engelhardt Elisabeth Maria	kein Eintrag von api gefunden
Engelhardt-Schnellenstein Helene	11614730X
Engell-Günther Juliane	117500496
Enjuskina 	kein Eintrag von api gefunden
Eppert Clara	kein Eintrag von api gefunden
Epheuranken 	112315872X
Eppner Franziska	kein Eintrag von api gefunden
Erb B A.	https://d-nb.info/gnd/1029578419	https://d-nb.info/gnd/1029578087	https://d-nb.info/gnd/1029579547
Erber Anna	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Erb-Wiget Sophie	1119901359
Erbach-Schönberg Marie zu	119009331
Erhard A	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Erhard Emile	116531762
Erich Adolf	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Erich Lola	116399449
Erichson Amalie	kein Eintrag von api gefunden
Erika 	https://d-nb.info/gnd/1163422061	https://d-nb.info/gnd/1191281485	https://d-nb.info/gnd/1224550447	https://d-nb.info/gnd/1188355988	https://d-nb.info/gnd/1043449396	https://d-nb.info/gnd/1043162836	https://d-nb.info/gnd/5517891-1	https://d-nb.info/gnd/10356218-7	https://d-nb.info/gnd/1264585527
Erkner Lydia	kein Eintrag von api gefunden
Erlburg L.	1159392498
Erlin Hedwig	1047563738
Erman Margarete	kein Eintrag von api gefunden
Ermann Marie	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Ernst Angelica	https://d-nb.info/gnd/1250546567	https://d-nb.info/gnd/117327190	https://d-nb.info/gnd/1078025215
Ernst B	141538821
Ernst Charlotte	https://d-nb.info/gnd/128971827	https://d-nb.info/gnd/1191704815	https://d-nb.info/gnd/1138307270	https://d-nb.info/gnd/116746858
Ernst Clara	https://d-nb.info/gnd/134276078	https://d-nb.info/gnd/1293180173	https://d-nb.info/gnd/12223748X	https://d-nb.info/gnd/1134995768	https://d-nb.info/gnd/1201392330
Ernst Magd	https://d-nb.info/gnd/118632361	https://d-nb.info/gnd/1089730926
Ernst Marie	https://d-nb.info/gnd/1271637510	https://d-nb.info/gnd/1073430197
Ernst O	https://d-nb.info/gnd/1053185928	https://d-nb.info/gnd/1126752649
Ernest Marie	https://d-nb.info/gnd/1089901895	https://d-nb.info/gnd/116556765
Ernesta 	https://d-nb.info/gnd/1245718355	https://d-nb.info/gnd/1243990201	https://d-nb.info/gnd/1159113351	https://d-nb.info/gnd/128108436	https://d-nb.info/gnd/1145523099	https://d-nb.info/gnd/116432330
Ernesti L	https://d-nb.info/gnd/131401319X	https://d-nb.info/gnd/127413146
 Ernestine	https://d-nb.info/gnd/116932791	https://d-nb.info/gnd/116486821
Eryc A	119664941
Esche Luise	110352111X
Eschen Mathilde	https://d-nb.info/gnd/116569530	https://d-nb.info/gnd/1156043824
Eschenbach Marie	https://d-nb.info/gnd/118528661	https://d-nb.info/gnd/1133201326	https://d-nb.info/gnd/11633407X	https://d-nb.info/gnd/1275464963
Eschenbach Olga	126336806
Escher Mathilde	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Escher Nanny	116569255
Escherich E	11656931X
Escherich Mela	116569379
Eschner Adele	kein Eintrag von api gefunden
Eschricht E	127643613
Eschstruth Mathilde	https://d-nb.info/gnd/116569530	https://d-nb.info/gnd/1156043824
Eschstruth Nataly	116569549
Essenther Franziska	116045469
Esser Anna	1037376838
Esser Emilie	kein Eintrag von api gefunden
Estl Math	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Etis M	kein Eintrag von api gefunden
Ettlinger Anna	116585889
Ettlinger Emma	116585889
Ettlinger Rudolfine	116585889
Ettlinger E R. und	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Eulenburg Olga u. zu Preusser Louise	kein Eintrag von api gefunden
Euphemia von Baden 	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Ewald Marie	https://d-nb.info/gnd/1139298739	https://d-nb.info/gnd/1139223852	https://d-nb.info/gnd/1153137631
Ewart Felicie	132777517
Exel Therese	kein Eintrag von api gefunden
Exner Martha	kein Eintrag von api gefunden
Eylenfeldt Louise	kein Eintrag von api gefunden
Eyler Emilie	1194014208
Eynatten Marie Carola	116326034
Eysell Clara	https://d-nb.info/gnd/116205989	https://d-nb.info/gnd/112755025X
Faber Helene	https://d-nb.info/gnd/12374895X	https://d-nb.info/gnd/12047753X
Fabri de Fabris R	https://d-nb.info/gnd/1095566539	https://d-nb.info/gnd/1095566407	https://d-nb.info/gnd/116816139
Fabricius Cäcilie	https://d-nb.info/gnd/1055501762	https://d-nb.info/gnd/116299487
Fahlweid-Felber Aline	1037385896
Fahrig Klara	116948183
Fahrow E	kein Eintrag von api gefunden
Falk C	120594501
Falke von Lilienstein Amalie	1046400339
Falkenstein Catharina	1037386744
Falkner Hugo	116434015
Falstein A.	1046400339
Fangmeyer Lina	kein Eintrag von api gefunden
Farner Karoline	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Fäsi Lena	1247175715
Fasser Caroline	1049414144
Fastenrath Luise	https://d-nb.info/gnd/116412690	https://d-nb.info/gnd/116412658
Fastlinger Sophie	kein Eintrag von api gefunden
Faust Marie	https://d-nb.info/gnd/1146748604	https://d-nb.info/gnd/116688001X	https://d-nb.info/gnd/11917054X	https://d-nb.info/gnd/1079278486	https://d-nb.info/gnd/1079279539	https://d-nb.info/gnd/1074230620	https://d-nb.info/gnd/1074230205	https://d-nb.info/gnd/120960955X	https://d-nb.info/gnd/1079279911	https://d-nb.info/gnd/1074229932
Feaux Emmy	1050460677
Fechner Augusta	kein Eintrag von api gefunden
Fechner Klara	107345617
Feddersen-Böhme Margarete	119094029
Fehr Laura	116433922
Feibelsohn Emma	1159114714
Feibelsohn Laura	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Feiertag Andreas	128603695X
Feige Emilie	143456296
Feil Laura	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Feilitzsch Emmy	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Feilmann Johanna	117504203
Feinberg Mina	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Feistmantel Auguste	kein Eintrag von api gefunden
Feitzinger-Wolf Anna	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Felbinger-Wlassak Amalie	kein Eintrag von api gefunden
Feld Laura	116439076
Feldegg Marie	https://d-nb.info/gnd/1050470699	https://d-nb.info/gnd/1060642417
Feldner Elise	kein Eintrag von api gefunden
Feldt Auguste	kein Eintrag von api gefunden
Fellger Friederike	kein Eintrag von api gefunden
Fels Egon	https://d-nb.info/gnd/1211011550	https://d-nb.info/gnd/105510934X
Fels Liane	kein Eintrag von api gefunden
Fels R.	1050551559
Felsberg P	kein Eintrag von api gefunden
Felsberg Mathilde	126604444
Felseneck Marie	https://d-nb.info/gnd/1222628465	https://d-nb.info/gnd/116831901
Felshof E	11656931X
Felsing Helene	https://d-nb.info/gnd/11617790X	https://d-nb.info/gnd/116461942
Felsner Charlotte	kein Eintrag von api gefunden
Felson Elit	1159114714
Ferbers Clotilde	kein Eintrag von api gefunden
Fern Ludwig	118686852
Fernhain Elise	101140649
Ferra A	https://d-nb.info/gnd/1032640944	https://d-nb.info/gnd/1145740871	https://d-nb.info/gnd/170533166	https://d-nb.info/gnd/126399328	https://d-nb.info/gnd/1055315969	https://d-nb.info/gnd/1056191589	https://d-nb.info/gnd/1057107573
Feuerbach Eleonor	116483431
Feuerbach Emilie	11648327X
Feuerbach Henriette	11853274X
Fiala Louise	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Fickert Auguste	1024051714
Fiedler J. H	1108297110
Fielt C	113666071
Filhés B	https://d-nb.info/gnd/139660631	https://d-nb.info/gnd/116320850
Filtsch-Molly Charlotte	1076176585
Fink Anna	https://d-nb.info/gnd/131506528	https://d-nb.info/gnd/1014577004	https://d-nb.info/gnd/122203240	https://d-nb.info/gnd/12020214X	https://d-nb.info/gnd/120441853	https://d-nb.info/gnd/120052326
Firlé Luise	127413146
Fischer Anna	116533927
Fischer Betti	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Fischer Elise	https://d-nb.info/gnd/1272445321	https://d-nb.info/gnd/10430992X	https://d-nb.info/gnd/1073432653
Fischer Friederike	1262495377
Fischer Jenny	1034664581
Fischer Auguste Karoline	118890263
Fischer Marie	https://d-nb.info/gnd/1127642448	https://d-nb.info/gnd/116559543
Fischer Renate Martha	11869135X
Fischer Minna	130151506X
Fischer Ottilie	https://d-nb.info/gnd/1034727761	https://d-nb.info/gnd/1084231964
Fischer S	https://d-nb.info/gnd/1243998490	https://d-nb.info/gnd/1146986165	https://d-nb.info/gnd/506651-7	https://d-nb.info/gnd/115448985	https://d-nb.info/gnd/1157368816	https://d-nb.info/gnd/12453743X
Fischer Theresia	116584076
Fischer-Dückelmann Anna	116584076
Fittchersvogel Marilla	11907074X
Flach Auguste Lehrerin	kein Eintrag von api gefunden
Flach Adelheid Mathilde Josephine	kein Eintrag von api gefunden
Flachs Marie	https://d-nb.info/gnd/1059463229	https://d-nb.info/gnd/118549561
Flachs-Fokschaneanu Louise	12741973X
Flamm Wilhelmine	116588381
Fleer Ottilie	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Fleck Clara	105284328X
Fleischer Fried. Sophie	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Fles Anna	https://d-nb.info/gnd/127575170	https://d-nb.info/gnd/1283679841	https://d-nb.info/gnd/1283678993
Flemmich Adinda	kein Eintrag von api gefunden
Flink M Katharina	1055119116
Flink Marie	kein Eintrag von api gefunden
Focking Therese	126310815
Foerster Carl	120656124
Förster Hesekiel u. Elisabeth George	kein Eintrag von api gefunden
Förster J	1073515907
Förster Luise	https://d-nb.info/gnd/116643013	https://d-nb.info/gnd/1121803016	https://d-nb.info/gnd/116643021	https://d-nb.info/gnd/1027973078
Förster Marie Laura	116643021
Förster Rosa	119158582
Förster-Nietzsche Elisabeth	https://d-nb.info/gnd/11853419X	https://d-nb.info/gnd/119158582	https://d-nb.info/gnd/118537725	https://d-nb.info/gnd/1044690887	https://d-nb.info/gnd/118587943
Förstner Johanna Clara	135987083
Fohrbach Herbert	126583668
Folkart M	1159036381
Follenius Sophie	https://d-nb.info/gnd/17207777X	https://d-nb.info/gnd/116646802
Foller Marie	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Forinyak Marie	kein Eintrag von api gefunden
Forrer Clara	116973978
Forstenheim Anna	1011872315
Forstenheim Clara	1046967932
Forster Helene	https://d-nb.info/gnd/1063134412	https://d-nb.info/gnd/116665122
Forster William	https://d-nb.info/gnd/1055385347	https://d-nb.info/gnd/1042798877
Fortner M	https://d-nb.info/gnd/1075869374	https://d-nb.info/gnd/1070480614	https://d-nb.info/gnd/104189533X	https://d-nb.info/gnd/1063797926	https://d-nb.info/gnd/1064173950	https://d-nb.info/gnd/1075869447	https://d-nb.info/gnd/1072860589	https://d-nb.info/gnd/1080064664	https://d-nb.info/gnd/300596715	https://d-nb.info/gnd/1063749999
Foster Anna	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Fouqué Caroline	https://d-nb.info/gnd/118692321	https://d-nb.info/gnd/118534556	https://d-nb.info/gnd/1077325622
Fouqué 	https://d-nb.info/gnd/1028517289	https://d-nb.info/gnd/104260270	https://d-nb.info/gnd/116677554
Fränckel Anna	kein Eintrag von api gefunden
François Marie Clementine	https://d-nb.info/gnd/128346358X	https://d-nb.info/gnd/116577568	https://d-nb.info/gnd/118534955
Francesco Frieda	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Francis Renée	1166192660
François Marie Luise	https://d-nb.info/gnd/1273498089	https://d-nb.info/gnd/118692577	https://d-nb.info/gnd/116577541
Franck Hermine	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Franck Marie	117700916
Franck Mathilde	https://d-nb.info/gnd/1211642992	https://d-nb.info/gnd/116695188	https://d-nb.info/gnd/119526948	https://d-nb.info/gnd/1201453372
Franckhen V Amalie	kein Eintrag von api gefunden
Frank Donatus	13857278X
Frank J	1057568961
Franke E	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Frank Sofie	https://d-nb.info/gnd/116704713	https://d-nb.info/gnd/1032809817	https://d-nb.info/gnd/1012771210	https://d-nb.info/gnd/116716398	https://d-nb.info/gnd/11864341X
Frank Ulrich	https://d-nb.info/gnd/122618696	https://d-nb.info/gnd/1145387837	https://d-nb.info/gnd/1260067009
Franke-Schievelbein Gertrud	116715537
Franken Constanze	https://d-nb.info/gnd/1254624503	https://d-nb.info/gnd/117264326
Frankenberg Louise	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Frankenstein Hermine	1221312448
Franner Babette	1159156069
Franul von Weissenthurn Max	https://d-nb.info/gnd/116434015	https://d-nb.info/gnd/1157479839
Franz Agnes	https://d-nb.info/gnd/116718889	https://d-nb.info/gnd/189438215
Franz Emma	https://d-nb.info/gnd/1254098437	https://d-nb.info/gnd/1054048967	https://d-nb.info/gnd/1236022890
Franz Henriette	https://d-nb.info/gnd/117312002	https://d-nb.info/gnd/1194442781	https://d-nb.info/gnd/117460915
Franziska Gräfin Schwerin 	1045408530
Franzos Ottilie	https://d-nb.info/gnd/116720344	https://d-nb.info/gnd/118702599
Fränzl Marianne	kein Eintrag von api gefunden
Frapan Ilse	https://d-nb.info/gnd/1063133041	https://d-nb.info/gnd/1063133734	https://d-nb.info/gnd/11600987X
Frauberger Tina	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Frauzem Marie	kein Eintrag von api gefunden
Fred Helmine	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Freddi Martha	kein Eintrag von api gefunden
Frederich Bertha	https://d-nb.info/gnd/116029536	https://d-nb.info/gnd/1208958275	https://d-nb.info/gnd/1207492213
Freericks Minna	1034727141
Freese Henriette	116749148
Frei Emma	https://d-nb.info/gnd/1246948915	https://d-nb.info/gnd/1127539175	https://d-nb.info/gnd/1258756277
Freiberg Günther	1063011841
Freiensehner Phili Pfarrer	kein Eintrag von api gefunden
Freiligrath Gisberte	116749911
Freiligrath-Kroeker Käthe	116568593
Freimund Rod	kein Eintrag von api gefunden
Freudenberg Petronelle Caroline	kein Eintrag von api gefunden
Freudenthal Emma	kein Eintrag von api gefunden
Freund Anna	https://d-nb.info/gnd/1124710736	https://d-nb.info/gnd/1268119334
Fresne de Baronesse	1318447194
Frey Bernhard	1020554320
Frey Erich	118693247
Frey H. M	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Frey Marie	13926809X
Frey-Beger Lina	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Freyburg Elise	1159118876
Freydorf Wilhelmine Henriette Alberta	116785217
Freyenstein H.	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Freymann J	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Freytag E	117255343
Freytag Josephine	116787058
Freytag Marie	1036657981
Frick Ida	https://d-nb.info/gnd/1055097880	https://d-nb.info/gnd/116788763
Fricke Friederike	1034725386
