Name	GND
Boettcher Mathilde	https://d-nb.info/gnd/116226099	https://d-nb.info/gnd/1071242008
Boetticher Clarissa	116226668
Böhmer Hedwig	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Böhmer Emma	https://d-nb.info/gnd/1224895274	https://d-nb.info/gnd/116221291
Böhringer P	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Bölte Amely	https://d-nb.info/gnd/116223715	https://d-nb.info/gnd/118837052
Börner-Sandrini Marie	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Bösch Nina	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Böttger Clementine	kein Eintrag von api gefunden
Böttger Lucie	125185737X
Bog Marie	130004196X
Bogler Agnes	1033437093
Bogler Philipp	1055113258
Boh Minni	1080249532
Bohde Hermine	https://d-nb.info/gnd/1157464874	https://d-nb.info/gnd/1089250894	https://d-nb.info/gnd/113665989
Bohm Marie	https://d-nb.info/gnd/1261781058	https://d-nb.info/gnd/1239666659
Bohrers Crescentia	kein Eintrag von api gefunden
Bohrmann Marianne	https://d-nb.info/gnd/116233265	https://d-nb.info/gnd/116233273
Bohrn Thesi	1159074933
Bois Carla	kein Eintrag von api gefunden
Bois-Reymond Lili	https://d-nb.info/gnd/116231300	https://d-nb.info/gnd/116231025	https://d-nb.info/gnd/1167876326	https://d-nb.info/gnd/116720948
Bomhard Constanze	https://d-nb.info/gnd/116249382	https://d-nb.info/gnd/173161278
Bondy Ottilie	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Bonfort H	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Bonin Anna	https://d-nb.info/gnd/115660798	https://d-nb.info/gnd/126421072	https://d-nb.info/gnd/1239930798	https://d-nb.info/gnd/1116742772
Boos-Jegher 	https://d-nb.info/gnd/1078055009	https://d-nb.info/gnd/1046882597
Borch Marie	https://d-nb.info/gnd/132030098	https://d-nb.info/gnd/126108900
Borggreve Emma	kein Eintrag von api gefunden
Borgstede Else	https://d-nb.info/gnd/11625291X	https://d-nb.info/gnd/116252928
Borgstede Emmy	https://d-nb.info/gnd/116252928	https://d-nb.info/gnd/11625291X
Born Ida	133373177
Bornhak F	1019258632
Borschitzky Fanni	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Bosch Ida	1038153301
Bost Louise	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Bosulka Sava	kein Eintrag von api gefunden
Both Nancy	kein Eintrag von api gefunden
Bothwell Julie	116267666
Bousset Alice	1069087866
Boy-Ed Ida	https://d-nb.info/gnd/118662473	https://d-nb.info/gnd/116271108
Boy Johanna	https://d-nb.info/gnd/116300310	https://d-nb.info/gnd/1043591575	https://d-nb.info/gnd/1257128833
Boye Alwine	kein Eintrag von api gefunden
Bracht Franziska	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Brachvogel Carry	119079682
Bracke Toni	1050424514
Brackel Ferdinande	https://d-nb.info/gnd/11909763X	https://d-nb.info/gnd/1138302929
Brahmüller G	kein Eintrag von api gefunden
Bramer Jeannette	1036663809
Branco Helena Dilia	https://d-nb.info/gnd/1234931001	https://d-nb.info/gnd/116127287
Brand H	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Brand Silvia	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Brandenburg Bernhard	https://d-nb.info/gnd/118514318	https://d-nb.info/gnd/1289279772
Brandes Bertha	https://d-nb.info/gnd/1073408604	https://d-nb.info/gnd/1072954265	https://d-nb.info/gnd/1073408582
Brandes Mary	kein Eintrag von api gefunden
Brandrup Marie	1089561334
Brand-Vrabely S	130170399
Brandenfels Hanna	101216904
Brandis-Zelion 	116402814
Brandt Augusta	https://d-nb.info/gnd/1151642363	https://d-nb.info/gnd/117005363
Brandt Bertha	1050427335
Branitz Franziska	1158104979
Bransfeld Margarete	kein Eintrag von api gefunden
Branth Octavie	kein Eintrag von api gefunden
Brasch Frida	104215628X
Braeutigam Susanne	116385995
Brauer Agnes	1102900117
Brauer Hedwig	136683460
Brauer Thekla	kein Eintrag von api gefunden
Braun Marie Antonie	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Braun C	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Braun Clara	1280823399
Braun Caroline	116366176
Braun Emilie	https://d-nb.info/gnd/1121794378	https://d-nb.info/gnd/1244968390	https://d-nb.info/gnd/1012417441	https://d-nb.info/gnd/11867353X
Braun Emmy	https://d-nb.info/gnd/135716144	https://d-nb.info/gnd/1168603757
Braun Hedwig	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Braun Irene	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Braun Isabella	https://d-nb.info/gnd/121588955	https://d-nb.info/gnd/119338556
Braun Kätchen	kein Eintrag von api gefunden
Braun Lily	https://d-nb.info/gnd/11867353X	https://d-nb.info/gnd/118673475	https://d-nb.info/gnd/1190747804
Braun Louise	https://d-nb.info/gnd/1073431320	https://d-nb.info/gnd/1245641301	https://d-nb.info/gnd/1263217907	https://d-nb.info/gnd/129491934
Braun Luise	https://d-nb.info/gnd/135716144	https://d-nb.info/gnd/1245559656
Braun W Jul.	121429741
Braun S T.	105509931X
Braune Clara	1280823399
Braunrasch Auguste	1036654591
Brauns Auguste	https://d-nb.info/gnd/129059846	https://d-nb.info/gnd/117751537	https://d-nb.info/gnd/104286466
Brauns Emma W. C.	116366176
Brauns Emma	https://d-nb.info/gnd/116366176	https://d-nb.info/gnd/116429127	https://d-nb.info/gnd/1055098771
Braun-Steinmann H	kein Eintrag von api gefunden
Braus Henriette	1157487408
Breckheyde C.	kein Eintrag von api gefunden
Breden Christiane	119549263
Breidenbach Emilie	https://d-nb.info/gnd/1033704725	https://d-nb.info/gnd/117116785
Bredow-Görne A.	kein Eintrag von api gefunden
Brehmer Johanna	kein Eintrag von api gefunden
Breithaupt Adolphine	127627510
Breitzmann Agnes	https://d-nb.info/gnd/143056751	https://d-nb.info/gnd/1064174612
Brenning Katharina	127432019
Brentano-Bauck Anna	https://d-nb.info/gnd/117768723	https://d-nb.info/gnd/117768715
Breymann Henriette	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Briesen Katharina	1028776799
Britz Clara	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Brix Helene	kein Eintrag von api gefunden
Brix Laura	https://d-nb.info/gnd/1024470776	https://d-nb.info/gnd/1238608035	https://d-nb.info/gnd/123861339X
Brockdorff-Ahlefeldt Louise	https://d-nb.info/gnd/1161379665	https://d-nb.info/gnd/1256822159
Brockdorff Sophie	https://d-nb.info/gnd/116551593	https://d-nb.info/gnd/1256822159	https://d-nb.info/gnd/1147869790
Brocke D	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Brockmann Auguste	172946220
Brockmann Maria	https://d-nb.info/gnd/1081649747	https://d-nb.info/gnd/126332282
Broecker Magdalene	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Bröm Lydia	kein Eintrag von api gefunden
Broicher 	1261776364
Broom Mary	124758398
Brons 	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Bruch-Sinn Karoline	116725095
Bruck-Auffenberg Natalie	174295448
Bruckbräu Therese	kein Eintrag von api gefunden
Bruder Theodora Amalie	https://d-nb.info/gnd/1302510487	https://d-nb.info/gnd/1302512285
Brück C. René	kein Eintrag von api gefunden
Brückner Anna	116741813
Brüning Antonie	kein Eintrag von api gefunden
Brug Anna	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Brugger Marie	1033804320
Brun Ida	https://d-nb.info/gnd/116776439	https://d-nb.info/gnd/1057905976	https://d-nb.info/gnd/118516051	https://d-nb.info/gnd/1205183213	https://d-nb.info/gnd/1271894289	https://d-nb.info/gnd/1264371365	https://d-nb.info/gnd/127108157
Brun-Barnow Ida	116776439
Brunn Therese	https://d-nb.info/gnd/119072831	https://d-nb.info/gnd/120560216
Brunnemann A	https://d-nb.info/gnd/1052195164	https://d-nb.info/gnd/1072922274	https://d-nb.info/gnd/1072922266	https://d-nb.info/gnd/121293327
Brunnemann Elisabeth	116777575
Bruns Helene	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Bube Johanna	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Buch M	https://d-nb.info/gnd/1056380497	https://d-nb.info/gnd/1056341610	https://d-nb.info/gnd/123055032	https://d-nb.info/gnd/1048070417	https://d-nb.info/gnd/1112630198	https://d-nb.info/gnd/300922841
Buch M.	https://d-nb.info/gnd/1056341610	https://d-nb.info/gnd/1056380497	https://d-nb.info/gnd/123055032	https://d-nb.info/gnd/1048070417	https://d-nb.info/gnd/1112630198	https://d-nb.info/gnd/300922841
Buchen Helene	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Buchholz Wilhelmine	https://d-nb.info/gnd/125973529X	https://d-nb.info/gnd/1260647323
Buchmeier Marie	120110644
Bucholtz Margarete	103382741X
Buchwald Bertha	1074041836
Buchwald Valesca	kein Eintrag von api gefunden
Buddenbrock Julie	https://d-nb.info/gnd/17316952X	https://d-nb.info/gnd/116829192
Buddenbrock Mathilde	kein Eintrag von api gefunden
Budéll Paula	kein Eintrag von api gefunden
Büchner Louise	https://d-nb.info/gnd/1214596649	https://d-nb.info/gnd/117052744	https://d-nb.info/gnd/118516906
Büdinger Emma	1277776369
Bügner E	1277776369
Bülow Babette	https://d-nb.info/gnd/116363207	https://d-nb.info/gnd/1195722079	https://d-nb.info/gnd/116332522	https://d-nb.info/gnd/1279882808
Bülow Clara	116363207
Bülow Frieda	https://d-nb.info/gnd/1034659855	https://d-nb.info/gnd/11706646X	https://d-nb.info/gnd/1300473290	https://d-nb.info/gnd/118790536	https://d-nb.info/gnd/1034723375
Bülow Gabriele	1187774367
Bülow Margarethe	117067040
Bülow Marie	https://d-nb.info/gnd/1162234350	https://d-nb.info/gnd/1153137631
Bülow Gertrud	https://d-nb.info/gnd/121852687	https://d-nb.info/gnd/117152595	https://d-nb.info/gnd/132484803	https://d-nb.info/gnd/1176742035
Bülow-Wendhusen Bertha	kein Eintrag von api gefunden
Bürger Gertrud	103466445X
Bürger Lucian	117016659
Bürkner L	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Bürkner Marie	1071920855
Buerstenbinder Elise	115341307
Büstorff Gertrud	117144711
Büttner Rosalie	https://d-nb.info/gnd/1141420635	https://d-nb.info/gnd/118685899
Bufalo della Valle Emilia	116058021
Buhofer Marie	kein Eintrag von api gefunden
Buissert B	kein Eintrag von api gefunden
Bukes Annie	kein Eintrag von api gefunden
Bulle Lina	kein Eintrag von api gefunden
Bulyovsky Lila	117155012
Bunsen Emma	https://d-nb.info/gnd/1199914142	https://d-nb.info/gnd/117156914
Bunsen Marie	https://d-nb.info/gnd/118664980	https://d-nb.info/gnd/1201332702	https://d-nb.info/gnd/1199914754
Burchard Agnes	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Burchardi Elwine	1189442124
Burchardt-Nienstein Asta	117160989
Burckhard Fanny	https://d-nb.info/gnd/1266466746	https://d-nb.info/gnd/1021256501	https://d-nb.info/gnd/1013668332
Burdach Hans	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Burg Emma	11861049X
Burg Marie	https://d-nb.info/gnd/115465448	https://d-nb.info/gnd/1097761924	https://d-nb.info/gnd/1097761843	https://d-nb.info/gnd/4659080-8	https://d-nb.info/gnd/1158464509	https://d-nb.info/gnd/1157554261	https://d-nb.info/gnd/4748409-3
Burgsdorff Hedwig	126546819
Burgwedel Ida	1033927880
Burkart Olga	kein Eintrag von api gefunden
Burns Mary	1292809833
Burow Julie	116142855
Busch Hedwig	1149855061
Busch Helene	116046554
Busch Luise	116046554
Busch W	https://d-nb.info/gnd/2105915-9	https://d-nb.info/gnd/133127362	https://d-nb.info/gnd/172013089	https://d-nb.info/gnd/171997468
Buss Aurelie	kein Eintrag von api gefunden
Busse Emilie	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Busse V Katharine	kein Eintrag von api gefunden
Butler-Haimhausen Victorine	117185361
Butler E Josephine	118518127
Buttlar Adele	kein Eintrag von api gefunden
Buttlar Minka	kein Eintrag von api gefunden
Buźello-Stürmer Hedwig	117190071
Byern Henriette	1051912008
Cador Anna	https://d-nb.info/gnd/1078025215	https://d-nb.info/gnd/1250546567
Calm Marie	https://d-nb.info/gnd/116432195	https://d-nb.info/gnd/1058242156
Camenisch Nina	133925242
Camesina San de Vittore	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Campe C.	104274328
Canelé Dora	kein Eintrag von api gefunden
Cannot Maria	140514856
Cantacuzene Elsa	116726199
Canz Wilhelmine	118666967
Cappilleri Hermine	116787619
Cappy Crescentia Maria	kein Eintrag von api gefunden
Carel George	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Carla 	https://d-nb.info/gnd/124050974X	https://d-nb.info/gnd/12091199X	https://d-nb.info/gnd/12578998X	https://d-nb.info/gnd/125732228	https://d-nb.info/gnd/127147128	https://d-nb.info/gnd/127267476	https://d-nb.info/gnd/127817204
Carlowna Lisa	kein Eintrag von api gefunden
Carlsen A	https://d-nb.info/gnd/140803467	https://d-nb.info/gnd/117768723
Carmen Sylva 	118638904
Carmer Hans	1026696305
Carnap Anna	1055234748
Carola 	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Carola M	https://d-nb.info/gnd/121963446	https://d-nb.info/gnd/173081452	https://d-nb.info/gnd/171992784
Caroline Luise	https://d-nb.info/gnd/1145331335	https://d-nb.info/gnd/1204957738	https://d-nb.info/gnd/113182346X	https://d-nb.info/gnd/1207880671	https://d-nb.info/gnd/1197067930	https://d-nb.info/gnd/116222425
Cartheuser Maximiliane	kein Eintrag von api gefunden
Caspari Johanna	https://d-nb.info/gnd/1026248469	https://d-nb.info/gnd/1026248590
Castell Henriette	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Castner Elvira	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Cauer Minna	118668838
Cauwer-Mattick Heloise	kein Eintrag von api gefunden
Cellaria Mary	kein Eintrag von api gefunden
Chalupka Emma	kein Eintrag von api gefunden
Chamney Sophia	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Chapell Jenny	kein Eintrag von api gefunden
Chapelle Mathilde	kein Eintrag von api gefunden
Charaden 	https://d-nb.info/gnd/110627069X	https://d-nb.info/gnd/1112335196	https://d-nb.info/gnd/116894350	https://d-nb.info/gnd/100123406
Charisius Magdalena	kein Eintrag von api gefunden
Charles Emmy	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Charlesworth Louisa Maria	104063203
Charlotte v. Russland 	https://d-nb.info/gnd/11901663X	https://d-nb.info/gnd/119102757	https://d-nb.info/gnd/1237679508	https://d-nb.info/gnd/1073362507	https://d-nb.info/gnd/1017139644
Chevallerie de A. la	1077561539
Chezy Helmina	https://d-nb.info/gnd/119360659	https://d-nb.info/gnd/116504617
Chezy Wilh.	https://d-nb.info/gnd/116504617	https://d-nb.info/gnd/119360659
Chiger Pauline	kein Eintrag von api gefunden
Chirol Valentine	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Christ Jean	116507470
Christ Sophie	https://d-nb.info/gnd/116507713	https://d-nb.info/gnd/1279527633	https://d-nb.info/gnd/1303191008	https://d-nb.info/gnd/141543140
Christen Ada	119549263
Christine 	https://d-nb.info/gnd/111003229	https://d-nb.info/gnd/105334144X	https://d-nb.info/gnd/1222978784	https://d-nb.info/gnd/120316453X	https://d-nb.info/gnd/1160729379	https://d-nb.info/gnd/1160489114
Christine Tante	1072703823
Cichra Emma	kein Eintrag von api gefunden
Ciotta Natalie V	kein Eintrag von api gefunden
Chys Julienne	1055194827
Clarissa 	https://d-nb.info/gnd/173814468	https://d-nb.info/gnd/116226668
Clark Julie	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Clarmann Thora	kein Eintrag von api gefunden
Clasen-Schmid Mathilde	126207720
Claudius Clementine	1157483720
Claudius Martin	100332528
Claud-Saar Anna	1050524160
Clausberg Amalie	1043068678
Clausius Sabine	https://d-nb.info/gnd/1014936934	https://d-nb.info/gnd/116540605
Clausnitzer-Hennes M	kein Eintrag von api gefunden
Claussen Anna	https://d-nb.info/gnd/11654130X	https://d-nb.info/gnd/1065411936	https://d-nb.info/gnd/1012535169	https://d-nb.info/gnd/1023953595
Clemen Adele	1136747990
Clemens Gabriele	1202418090
Clément Bertha	11654340X
Clima Marie	127770003
Coellen Marie	https://d-nb.info/gnd/1215213433	https://d-nb.info/gnd/1250449898
Cohn Clara	118804448
Cohn Clementine	118189387
Cohn Sarah	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Coester Mathilde	1022913891
Colomb Marie	https://d-nb.info/gnd/118638440	https://d-nb.info/gnd/116644842	https://d-nb.info/gnd/1088334784
Commer Clara	126219516
Congress 	https://d-nb.info/gnd/249491-7	https://d-nb.info/gnd/1091612854	https://d-nb.info/gnd/1091796297	https://d-nb.info/gnd/1091804273	https://d-nb.info/gnd/2150200-6	https://d-nb.info/gnd/510643-6	https://d-nb.info/gnd/308146-1	https://d-nb.info/gnd/1001408-1	https://d-nb.info/gnd/5073566-4	https://d-nb.info/gnd/5018383-7
Conrad-Ramlo Marie	https://d-nb.info/gnd/116655151	https://d-nb.info/gnd/11665032X	https://d-nb.info/gnd/118669915	https://d-nb.info/gnd/116819251	https://d-nb.info/gnd/116680016
Conradi Johanna	1055113177
Conring Ida	116655658
Constance 	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Conwentz Anna	1184436738
Cooper Luise	1034676032
Čop-Marlet Mara	116135395
Cordelia 	https://d-nb.info/gnd/112384552	https://d-nb.info/gnd/1168605822
Cornelia Helene	https://d-nb.info/gnd/1209972565	https://d-nb.info/gnd/116169257
Cornelius Auguste	https://d-nb.info/gnd/12761009X	https://d-nb.info/gnd/1143129156	https://d-nb.info/gnd/118607960
Cornelius C	https://d-nb.info/gnd/1292408359	https://d-nb.info/gnd/123538300	https://d-nb.info/gnd/1189217929
Corony Blanda	139577351
Corvus M	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Cosel Charlotte	https://d-nb.info/gnd/113665946	https://d-nb.info/gnd/1132337704
Cosmar A	https://d-nb.info/gnd/116686049	https://d-nb.info/gnd/116686030	https://d-nb.info/gnd/100842577
Cossart Anna	1159097062
Cotta Johanne	https://d-nb.info/gnd/118677063	https://d-nb.info/gnd/1277316562	https://d-nb.info/gnd/116689714
Coudenhove Anna Maria	kein Eintrag von api gefunden
Cramm Helga	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Cranz Decan	kein Eintrag von api gefunden
Crepaz Adele	1018621113
Cressieux C	13726870X
Creszenzia Amalia	kein Eintrag von api gefunden
Croissant-Rust Anna	118893416
Crome Johanna	116734167
Cron Clara	https://d-nb.info/gnd/11727741X	https://d-nb.info/gnd/1257090844
Crone Cilli	kein Eintrag von api gefunden
Croon-Mayer Emma	116740922
Crusius Henriette	kein Eintrag von api gefunden
Cserhalmi-Gerö Irene H	101355244X
Cuba Henriette	kein Eintrag von api gefunden
Cubäus Olga	1050537971
Cuno Emma	126243220
Cuno Louise	101140576
Cyré Auguste	kein Eintrag von api gefunden
Czajkowska C.	kein Eintrag von api gefunden
Czermak Johanna	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Czerska Anna	kein Eintrag von api gefunden
Czigler von Eny-Vecse 	116787619
Dachs Milly	kein Eintrag von api gefunden
Dahlström Maria	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Dahm A	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Dahn Ther	116015039
Dahnow M	1062670329
Daisenberger Katharina Maria	https://d-nb.info/gnd/129286397	https://d-nb.info/gnd/129286923
Dalberg Maria Feodora	1055096647
Dalberg Theresia Maria	1179420748
Dalfon 	1245631802
Dallwitz Wanda	116017252
Dalmer Helene	1023591839
Damati Julius	kein Eintrag von api gefunden
Damitz Emma	kein Eintrag von api gefunden
Damm A.	107029392X
Dammermann Marie	127812644
Danckelmann Caroline	1158075928
Danne Auguste	https://d-nb.info/gnd/1132357578	https://d-nb.info/gnd/138106630
Danner 	https://d-nb.info/gnd/129977704X	https://d-nb.info/gnd/1299778275
Darlem Clary	1055262938
Daschkoff 	https://d-nb.info/gnd/118678914	https://d-nb.info/gnd/4386518-5
Daszynska Sophie	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Daufalik Leopoldine	kein Eintrag von api gefunden
Davidis Henriette	https://d-nb.info/gnd/116037970	https://d-nb.info/gnd/1055181571
Dealand Marg	kein Eintrag von api gefunden
Dean Theresa H	kein Eintrag von api gefunden
Dechent Marie	116043121
Decken Agnes	117081124
Decken Auguste	https://d-nb.info/gnd/116043229	https://d-nb.info/gnd/1126469963	https://d-nb.info/gnd/118502107
Decken Elsbeth	https://d-nb.info/gnd/1258723123	https://d-nb.info/gnd/1258722925
Decken Eva	https://d-nb.info/gnd/1258723123	https://d-nb.info/gnd/1258722925
Dedekind Julie	1034711873
Dedenroth Julie	kein Eintrag von api gefunden
Degen Elise	kein Eintrag von api gefunden
Deleuwa M	kein Eintrag von api gefunden
Delmar Eva	kein Eintrag von api gefunden
Delwani S	kein Eintrag von api gefunden
Dembo Fanny	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Deneken Anna	https://d-nb.info/gnd/119717522	https://d-nb.info/gnd/119696657
Den Frauen 	https://d-nb.info/gnd/1280859822	https://d-nb.info/gnd/4327306-3	https://d-nb.info/gnd/1224913280	https://d-nb.info/gnd/1202814824	https://d-nb.info/gnd/7603986-9	https://d-nb.info/gnd/1270767054	https://d-nb.info/gnd/122219886X	https://d-nb.info/gnd/1276353332	https://d-nb.info/gnd/2072445-7	https://d-nb.info/gnd/2078967-1
Denhardt H	115706941
Denk Julie	https://d-nb.info/gnd/1050460316	https://d-nb.info/gnd/1302218271
Dennemarck Julie	kein Eintrag von api gefunden
Denwitz 	127411844
Dequede Else	1027973434
Derelli U	1014861322
Derichs M	kein Eintrag von api gefunden
Derwall Mark	1192865847
Dery Juliane	116081392
Dessoff Friederike	kein Eintrag von api gefunden
Destouches Johanna	116085886
Dethleffs Sophie	116086033
Detlef Hugo	1050460537
Detlef Karl	1117039366
Detleffsen Meta	kein Eintrag von api gefunden
Detlotf Martha	kein Eintrag von api gefunden
Detschy Seraphine	kein Eintrag von api gefunden
Deutsch Karoline	https://d-nb.info/gnd/117291226	https://d-nb.info/gnd/116045663
Deutschmann Marie	kein Eintrag von api gefunden
Deuwel Meta	kein Eintrag von api gefunden
Devantier T	1144986265
Devidé Henriette	104264604X
Devrient Luise	14130278X
Devrient Therese	https://d-nb.info/gnd/116089121	https://d-nb.info/gnd/1210734680	https://d-nb.info/gnd/116088826	https://d-nb.info/gnd/118525042
Dewitz Anna	https://d-nb.info/gnd/1168809517	https://d-nb.info/gnd/117277800
Dezasse Blanca	1323836209
Diamantidi Julie	kein Eintrag von api gefunden
Dibelius Babette	1157643477
Dieburg Emma	kein Eintrag von api gefunden
Dieckhoff M	kein Eintrag von api gefunden
Diede Charlotte	https://d-nb.info/gnd/118810871	https://d-nb.info/gnd/116144947	https://d-nb.info/gnd/116867841
Diederich Ernestine	1050460154
Diemar Adamine	1046561073
Diemer Hermine	https://d-nb.info/gnd/116101857	https://d-nb.info/gnd/100844995	https://d-nb.info/gnd/118904779	https://d-nb.info/gnd/118658875
Dierkes Leo	116143916
Diers Marie	116104058
Dieskau Margarete	https://d-nb.info/gnd/1013631528	https://d-nb.info/gnd/120304112
Diesterweg M	1158085052
Diethoff E	1126042668
Dietrich Amalie	https://d-nb.info/gnd/123374108X	https://d-nb.info/gnd/118511335
Dietrich Anna	https://d-nb.info/gnd/1012722201	https://d-nb.info/gnd/141161868
Dietz Hedwig	https://d-nb.info/gnd/116116455	https://d-nb.info/gnd/1274120543
Dietze A	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Diewenow 	kein Eintrag von api gefunden
Diez Katharina	https://d-nb.info/gnd/116116625	https://d-nb.info/gnd/117403377	https://d-nb.info/gnd/116117249	https://d-nb.info/gnd/116141379
Dilia Helena	https://d-nb.info/gnd/1234931001	https://d-nb.info/gnd/116127287
Dillinger Auguste	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Dillmont Fanny	138548188
Dillmont Thérèse	136205488
Dilloo Josephine	kein Eintrag von api gefunden
Dincklage Wilhelmine Sophie Amalie Ehrengarte	116137312
Dincklage Clara	116137355
Dincklage E.	116137312
Dirking J.	124098800
Dirnböck-Schulz Jenny	116138645
Dito 	1076742998
Dittmar Elise Caroline	kein Eintrag von api gefunden
Dittmar Louise	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Dittmer Hermine	kein Eintrag von api gefunden
Dittmer Minna	1050532287
Dixie Florence	119434652
Dobbert Emilie	1073650030
Dobbert Friederike	1226177204
Döbeli Marie	141605979
Dobeneck Magdalena	116146087
Dobson Mary	17196151X
Doberenz Marie	kein Eintrag von api gefunden
Dodd 	https://d-nb.info/gnd/1052471919	https://d-nb.info/gnd/1299354092	https://d-nb.info/gnd/1146857071	https://d-nb.info/gnd/1146603053	https://d-nb.info/gnd/1145370209	https://d-nb.info/gnd/136762808	https://d-nb.info/gnd/123489288
Dodel Luise	124380517X
Doering L.	https://d-nb.info/gnd/1052836879	https://d-nb.info/gnd/129631183
Döhner Sophie	126352267
Dölzig Anna	kein Eintrag von api gefunden
Doemming Pauline	kein Eintrag von api gefunden
Dönitz Martha	"im Untersuchungszeitraum, aber Beruf eindeutig nicht als ""Autor:in"" gelabeled"
Döppler Mary	kein Eintrag von api gefunden
Döring Charlotte	kein Eintrag von api gefunden
Döring Elisabeth	https://d-nb.info/gnd/1321343493	https://d-nb.info/gnd/1026809207	https://d-nb.info/gnd/1026748763	https://d-nb.info/gnd/121420574	https://d-nb.info/gnd/1030604746
Döring Emilie	116159790
Döring Katharina	126502528
Doering Maria	https://d-nb.info/gnd/1226188281	https://d-nb.info/gnd/116160349
Dörle A	1052885063
Dohm Hedwig	https://d-nb.info/gnd/11852643X	https://d-nb.info/gnd/118814117	https://d-nb.info/gnd/116170867	https://d-nb.info/gnd/11857714X
