QUOTE_TRANSCRIPTION,URI,VOCAB_LABEL
Nördlingen,http://sws.geonames.org/2861914,Nördlingen
Asperg,http://sws.geonames.org/2955068,Asperg
Jndianopolis,,
Koblenz Vikar,,
Marbach,http://geo-kima.org/place/8322,Marbach am Neckar (Germany)
Murrhardt,http://pleiades.stoa.org/places/118854,Murrhardt|Murrhardt|Murrhardt
Geistesnacht,,
Leutkirch,http://sws.geonames.org/2878270,Leutkirch im Allgäu
Taubenheim,,
Jvanfa,,
Genfer See,,
Waadtland,http://sws.geonames.org/2658182,Vaud
Waitzenbach,,
Biberfeld,,
Breslaus,,
Bra,http://sws.geonames.org/3181631,Bra
Horn,http://sws.geonames.org/2775516,Horn
Chile,http://sws.geonames.org/3895114,Chile
Gau,http://dare.ht.lu.se/places/39066,Gau
Erbach,http://dare.ht.lu.se/places/41614,Erbach
Odenwalde,,
Sunneschoi,,
Oudewald,,
Odenwäld,,
Theodorianum,,
Mehadja,,
Jphi,,
Aulis,http://pleiades.stoa.org/places/579889,"Aulis|Aulis, Mikro Vathy/Ag. Nikolaos"
Utika,,
Argos,http://pleiades.stoa.org/places/631184,Argos
Grunstein,,
Bie Bie,http://sws.geonames.org/3103391,Bieńkówka
Droyßig,http://sws.geonames.org/2934835,Droyßig
Schönebeck,http://sws.geonames.org/2836809,Schönebeck
Trautenheim,,
Mutterstadt,http://pleiades.stoa.org/places/109186,Mutterstadt|Mutterstadt|Mutterstadt
Utrecht Theo,,
Freinsheim,http://sws.geonames.org/2925053,Freinsheim
Rechtenbach,http://sws.geonames.org/2849710,Rechtenbach
Gunders,,
Meckenheim,http://dare.ht.lu.se/places/3139,"Meckenheim|Adendorfer Strasse, Meckenheim|Meckenheim"
Biedenweg,,
Nesse,,
Stade,http://sws.geonames.org/2829901,Stade
Berlin-Friedenau,http://sws.geonames.org/2924770,Friedenau
Nieder-Forchheim,,
Hohen,http://sws.geonames.org/2901413,Hohen-Sülzen
Forch,,
Schruns,http://sws.geonames.org/2765581,Schruns
Blu,http://sws.geonames.org/3079199,Blučina
Preußens,,
fran,http://sws.geonames.org/1546102,Port-aux-Français
Algier,http://sws.geonames.org/2507480,Algiers
Wyl,http://sws.geonames.org/6183858,Wolfville
Rafz,http://sws.geonames.org/2659113,Rafz
Berliner Theater,,
Residenztheater,,
Biehler-Buchensee,,
Villa Buchensee,,
Tutzing,http://sws.geonames.org/2820692,Tutzing
Biel,http://sws.geonames.org/3128041,Biel
Alpen,http://sws.geonames.org/2958188,Alpen
Suldental,,
Sextental,,
Monte Cristallo,,
Anhalt,http://histogis.acdh.oeaw.ac.at/shapes/permalink/ad329229d1d0be4b5e3ad01c5dbd6b78/,Anhalt
Halle u. Berlin,,
Bernberg,,
Plötzkau,http://sws.geonames.org/2853114,Plötzkau
Coswig,http://sws.geonames.org/2939819,Coswig
Meerane,http://sws.geonames.org/2872519,Meerane
Wieselburg,http://sws.geonames.org/2761314,Wieselburg
Schloß Englar,,
Eppau,,
Schloß Klein-Wetz,,
Gunzenhausen,http://pleiades.stoa.org/places/118717,Gunzenhausen|Gunzenhausen|Gunzenhausen
Probsteierhagen,http://sws.geonames.org/2851946,Probsteierhagen
Olderup,http://sws.geonames.org/2857399,Olderup
Vechta,http://sws.geonames.org/2817812,Vechta
Ducherow,http://sws.geonames.org/2934766,Ducherow
Württembergs,,
Valkenburg,http://pleiades.stoa.org/places/99021,"Praetorium Agrippinae|Praetorium Agrippinae, Valkenburg|Valkenburg"
Lim,http://sws.geonames.org/8340720,Lim
Saarburg,http://sws.geonames.org/2842644,Saarburg
Saint-Quentin,http://sws.geonames.org/2977287,Saint-Quentin-de-Baron
Bretagne,http://sws.geonames.org/3030293,Brittany
Alt-Chemnitz,,
Mittweida,http://sws.geonames.org/2870318,Mittweida
Warburg,http://sws.geonames.org/2814153,Warburg
Malsburg,,
Escheberg,,
Luibald,,
Rheinfall,http://dare.ht.lu.se/places/19514,Neuhausen am Rheinfall
Benken,http://sws.geonames.org/2661560,Benken
Golzern,,
Helvetien,,
Kirn,http://sws.geonames.org/2890314,Kirn
Forbach,http://sws.geonames.org/3017805,Forbach
Schildau,http://sws.geonames.org/2839303,Schildau
Groß-Lichterfelde,http://sws.geonames.org/2878018,Lichterfelde
Arnsdorf,http://sws.geonames.org/2955459,Arnsdorf
Stockerau,http://sws.geonames.org/2764279,Stockerau
Albany,http://sws.geonames.org/5106834,Albany
Kaiserslautern,http://sws.geonames.org/2894003,Kaiserslautern
Löcse,http://sws.geonames.org/724294,Levoča
Pozsony,http://geo-kima.org/place/574,Bratislava (Slovakia)
Beszterczebánya,http://sws.geonames.org/3061186,Banská Bystrica
Nyicepyháza,,
Birda,http://sws.geonames.org/684818,Birda
Késmárk,http://geo-kima.org/place/1667,Kežmarok (Slovakia)
Effershausen,,
Lauterbach,http://sws.geonames.org/2879929,Lauterbach
Fulda,http://sws.geonames.org/2923822,Fulda
Nauheim,http://geo-kima.org/place/12628,Bad Nauheim (Germany)
Pohlgöns,,
Höchst a. d. Nidder,http://geo-kima.org/place/18619,"Höchst (Altenstadt, Hesse, Germany)"
Rothenberg im Odenwald,,
Heuchelheim,http://sws.geonames.org/2905070,Heuchelheim
Busenborn,,
Schotten,http://sws.geonames.org/2836251,Schotten
Frischborn,,
Ulrichstein,http://sws.geonames.org/2820217,Ulrichstein
Jknau,,
Glücksburg,http://sws.geonames.org/2919765,Glücksburg
Flensburg,http://sws.geonames.org/2926271,Flensburg
Nien,http://sws.geonames.org/2035593,Nianzishan
Aussee,http://geo-kima.org/place/9738,Bad Aussee (Austria)
Kallendorf,,
Gerschau,,
Löbichau,http://sws.geonames.org/2876708,Löbichau
Nyborg,http://sws.geonames.org/2616015,Nyborg
Linsberg,,
Neunkirchen,http://dare.ht.lu.se/places/42753,Neunkirchen
Lichtenwörth,http://geo-kima.org/place/17691,Lichtenwörth (Austria)
Gloggnitz,http://sws.geonames.org/2778455,Gloggnitz
Wiener-Neustadt,http://sws.geonames.org/2761353,Wiener Neustadt
Birkenfeld,http://dare.ht.lu.se/places/25017,Birkenfeld|Birkenfeld
St. Zeno,,
Reichenhall,http://geo-kima.org/place/10206,Bad Reichenhall (Germany)
Lützerode,,
Heiligenborn,,
Waldheim,http://sws.geonames.org/2814956,Waldheim
Kleinvoigtsberg,,
Wandsbeck,http://geo-kima.org/place/1691,Wandsbek (Germany)
Hagenau,http://sws.geonames.org/3014078,Haguenau
Siebenlehn,,
Monde,,
Schauenburg,,
Niedergailbach,,
Blieskastel,http://geo-kima.org/place/15951,Blieskastel (Germany)
Kirchheimbolanden,http://sws.geonames.org/2890478,Kirchheimbolanden
Börrstadt,http://sws.geonames.org/2946031,Börrstadt
Berghausen,http://geo-kima.org/place/13191,"Berghausen (Baden-Württemberg, Germany)"
Pfaffengasse,,
Libanon,http://geo-kima.org/place/7242,Lebanon
Priegnitz,,
Kehl,http://sws.geonames.org/2891951,Kehl
Glauzig,,
Kautschuk-Guttapercha,,
Frell,,
Josephstädter Theater,,
Döbling,,
Norddeutschlands,,
Brünnlfelde,,
Jn Paris,,
Frankreichs,,
Kursaaltheater,,
Ems,http://geo-kima.org/place/9646,Bad Ems (Germany)
Ber,http://geo-kima.org/place/23948,Oulad Berhil (Morocco)
Spreewald,http://geo-kima.org/place/19308,Dahme-Spreewald (Germany)
Ballenstedt,http://sws.geonames.org/2953060,Ballenstedt
Straguth,,
Queensborough Ter,,
Ravensburg,http://sws.geonames.org/2849802,Ravensburg
Görbersdorf,,
Aristo,,
York,http://sws.geonames.org/2633352,York
Hein,http://dare.ht.lu.se/places/24902,Hein Apen Akker
Krumpendorf,http://pleiades.stoa.org/places/197486,"Saloca|Saloca, Krumpendorf am Wörther See"
Wörther See -LRB- Kärnten,,
La Villette,http://geo-kima.org/place/15235,"La Villette (Paris, France)"
Northern-Expreß,,
Monte Carlo,http://geo-kima.org/place/11983,Monte-Carlo (Monaco)
Blankenburg,http://sws.geonames.org/2948069,Blankenburg
Blankensee,http://sws.geonames.org/2948038,Blankensee
Sarajevo,http://sws.geonames.org/3191281,Sarajevo
Bosnien,http://histogis.acdh.oeaw.ac.at/shapes/permalink/97d521915773ab49a7a6288f4bf3fe41/,Bosnien und Herzegowina
Kösen,http://sws.geonames.org/2953418,Bad Kösen
Hainrode,,
Eichsfelde,,
Erledi,,
Neumarkt,http://histogis.acdh.oeaw.ac.at/shapes/permalink/c8bb7e040819d0c0427b25fc9d00d205/,Neumarkt
Jüterbog,http://sws.geonames.org/2894394,Jüterbog
Augusta-Hospital,,
Wernigerode,http://sws.geonames.org/2810808,Wernigerode
Otterberg,http://sws.geonames.org/2856042,Otterberg
St. Helena,http://sws.geonames.org/5390267,Saint Helena
Melk a. d. Donau,,
Großbritannien,http://sws.geonames.org/2635167,United Kingdom
Norwegens,,
Wagram,http://dare.ht.lu.se/places/26508,Fels am Wagram
Wörth,http://sws.geonames.org/2760839,Wörth an der Lafnitz
Dijon,http://pleiades.stoa.org/places/177489,"Castrum Divionense|Castrum Divionense/Divio, Dijon|Dijon"
Amiens,http://pleiades.stoa.org/places/109321,"Samarobriva Ambianorum|Samarobriva Ambianorum, Amiens|Amiens"
Colombey,http://sws.geonames.org/3024264,Colombey-les-Belles
Marston Moor,,
Wellington,http://sws.geonames.org/3359510,Wellington
Zorndorf,,
Langensalza,http://sws.geonames.org/2953413,Bad Langensalza
Smolensk,http://sws.geonames.org/491687,Smolensk
Beresina,http://geo-kima.org/place/19332,"Berezyne (Odesʹka oblastʹ, Ukraine)"
Kolin,http://histogis.acdh.oeaw.ac.at/shapes/permalink/2b49b787cb29f25d84163ed202a26a3f/,Kolin
Landsberg,http://sws.geonames.org/2881508,Landsberg
Quedlinburg am Harz,,
Vereinigten Staaten Amerikas,,
Ostafrika,,
Usungula,,
Mbu,http://sws.geonames.org/152743,Mto wa Mbu
Prenzlau,http://sws.geonames.org/2852218,Prenzlau
Ukermark,,
Südtirol,http://geo-kima.org/place/7658,Trentino-Alto Adige (Italy)
Schloß Schwertberg,,
Bl.,http://sws.geonames.org/2659993,Lausen
Alt-Zedlisch,,
Tachau,http://histogis.acdh.oeaw.ac.at/shapes/permalink/d16ba8d37c4544c8db620f0887e6c140/,Tachau
Marienstifts-Gymna,,
Halle u. Greifswald,,
Penkun,http://sws.geonames.org/2854957,Penkun
Graumönch,,
Leucht,,
Landsberg a. W.,http://geo-kima.org/place/11353,Landsberg an der Warthe (Germany)
Krossen,,
Fahrland,,
Waldstille,,
Liebthal,,
Braunfels,http://geo-kima.org/place/17909,Braunfels (Germany)
Wertheim am Main,http://geo-kima.org/place/9131,"Wertheim (Baden-Württemberg, Germany)"
Korsika,http://sws.geonames.org/3023519,Corsica
Wabern,http://sws.geonames.org/2815784,Wabern
Rheinfelden,http://sws.geonames.org/2847639,Rheinfelden (Baden)
Bubenberg,,
Säckingen,http://geo-kima.org/place/12024,Bad Säckingen (Germany)
Leipzig-Plagwitz,,
Lodoiska,,
Russisch-Polen,,
preu,http://sws.geonames.org/2852144,Preußisch Oldendorf
Tristan,http://sws.geonames.org/3370684,Tristan da Cunha
Mecklenburg-Strelitz,http://geo-kima.org/place/9462,Mecklenburg-Strelitz (Germany)
Neustrelitz,http://sws.geonames.org/2864005,Neustrelitz
Mecklenb,,
Kolmar,http://geo-kima.org/place/20351,Chodzież (Poland)
Thann,http://sws.geonames.org/2973013,Thann
Mülhausen,http://sws.geonames.org/2991214,Mulhouse
Dramburg,http://sws.geonames.org/3100139,Drawsko Pomorskie
Mosel,http://pleiades.stoa.org/places/109182,"Mosella (river)|Mosella, Mosel"
Lügumkloster,,
Nordschleswig,,
Neuwedell,http://sws.geonames.org/3100148,Drawno
Schloß Waldstein,,
Leutomischel,,
Arkadien,,
Blumenthal,http://dare.ht.lu.se/places/38669,Blumenthal
Bolechow,http://geo-kima.org/place/353,Bolekhiv (Ukraine)
Zwi,,
Dürrmenz,,
Jptingen,,
Jesaja,,
Wilhelming,,
Reichersberg am Jnn,,
Reichersberg,http://sws.geonames.org/2983648,Richemont
Guckkastenbil,,
Büdin,,
Kirchlamitz,,
Eysell-Kil,,
Freienwalde,http://sws.geonames.org/2953458,Bad Freienwalde
Mücheln,http://sws.geonames.org/2868933,Mücheln
Vik,http://sws.geonames.org/3131781,Vik
Ellersbrunn,,
Lobendau,,
Oschersleben,http://sws.geonames.org/2856930,Oschersleben
Magde,,
Wülfingen,,
Ut de Bläu,,
Marburg-Kirchhain,,
Michendorf,http://sws.geonames.org/2871279,Michendorf
Michae,,
Bade Kösen a. d. Saale,,
-LRB- Dram,,
Hilchen,,
Ora,http://sws.geonames.org/3171993,Ora
Berlin-Schöneberg,http://sws.geonames.org/7290254,Berlin Schöneberg
Düsselthal,,
Mettmann,http://sws.geonames.org/2871535,Mettmann
Ludwigslust,http://sws.geonames.org/2875343,Ludwigslust
Neustadt-Eberswalde,,
Chry,,
Felsberg,http://pleiades.stoa.org/places/118675,Felsberg|Felsberg
Melsungen,http://sws.geonames.org/2872028,Melsungen
Allendorf,http://sws.geonames.org/2958438,Allendorf
Stol,http://sws.geonames.org/3200677,Generalski Stol
Arolsen,http://geo-kima.org/place/12786,Arolsen (Germany)
Stolberg,http://sws.geonames.org/2826594,Stolberg
Barnimskunow,,
Bayreuth,http://sws.geonames.org/2951825,Bayreuth
Hoewisch,,
Seehausen,http://sws.geonames.org/2833800,Seehausen
Parchau,http://pleiades.stoa.org/places/971839,Parchau|Parchau
Belzig,http://sws.geonames.org/2951134,Bad Belzig
Trebbin,http://sws.geonames.org/2821465,Trebbin
Friesack,http://sws.geonames.org/2924406,Friesack
Buckow,http://sws.geonames.org/2942126,Buckow
Bodek-Ellgau,,
Ellgau,http://sws.geonames.org/2930952,Ellgau
Vaals,http://sws.geonames.org/2745906,Vaals
Schloß Staudenhäusl,,
Bodelschwingh,,
Tecklenburg,http://sws.geonames.org/2823728,Tecklenburg
Unna,http://sws.geonames.org/2820087,Unna
Bethel,http://sws.geonames.org/5880568,Bethel
Wilhelmsdorf,http://sws.geonames.org/2808746,Wilhelmsdorf
Gadderbaum,,
Bodenhausen,,
Grebenstein,http://sws.geonames.org/2917848,Grebenstein
Hessen-Nassau,,
Oranienstein,,
Peine,http://sws.geonames.org/2855047,Peine
Tiflis,http://pleiades.stoa.org/places/863903,Tbilisi|Tbilisi
Kleinasien,,
Reinhardsbrunn,,
Neumühlen,,
Ukraine,http://sws.geonames.org/690791,Ukraine
Korinth,http://dare.ht.lu.se/places/23913,Korinth Theatre
Schiras,http://sws.geonames.org/115019,Shiraz
Morgenland,,
Bodman,http://dare.ht.lu.se/places/15950,"Hals, Bodman"
Friedrichshafen,http://sws.geonames.org/2924585,Friedrichshafen
Emmishofen,,
Kilchberg,http://sws.geonames.org/2660161,Kilchberg
Kärn,,
Rheingegenden,,
Villach,http://pleiades.stoa.org/places/187403,"Gurina|Gurina, Dellach|Santicum|Santicum, Villach|Villach"
Waldeck,http://geo-kima.org/place/13823,"Waldeck (Hesse, Germany)"
Herford,http://sws.geonames.org/2906121,Herford
Clausthal,http://geo-kima.org/place/6804,Clausthal-Zellerfeld (Germany)
Corbach,http://geo-kima.org/place/11924,Korbach (Germany)
Congo,http://sws.geonames.org/2260494,Republic of the Congo
Plankenberg,,
Stockholm,http://sws.geonames.org/2673722,Stockholm
Wienerwald,http://pleiades.stoa.org/places/128423,"Ketion Oros|Ketion Oros, Wienerwald"
Schloß Plankenberg,,
Wienerwalde,,
Schloß Rotenhausen,,
Wriezen,http://sws.geonames.org/2805999,Wriezen
Mont Valérien,,
Stargard,http://sws.geonames.org/3084840,Stargard Szczeciński
Neut,,
Luisenbühlkirche,,
Alttoggenburg,,
Schwellbrunn,http://sws.geonames.org/2658669,Schwellbrunn
Walzenhausen,http://sws.geonames.org/2658055,Walzenhausen
Appenzell,http://sws.geonames.org/2661740,Appenzell
Pfyn,http://pleiades.stoa.org/places/177639,"Tenedo|Entwiesen, Bad Zurzach|Sidelen|Turicum|Vitudurum|Arbor Felix|Ad Fines, Vinxtbach, Bad Breisig|Ad Fines|Stein am Rhein|Basilia|Kastell, Pfyn|Basilia, Basel|Kastell, Zürich|Kastell, Arbon|Vor der Brugg, Stein am Rhein|Mumpf|Ad Fines, Pfyn|Castrum Rauracense, Kaiseraugst|Arbor Felix, Arbon|Salodurum|Kastell, Solothurn|Salodurum/Solodurum, Solothurn|Vitudurum, Oberwinterthur|Römerbrücke, Solothurn|Turicum/Turegum/Turico, Zürich|Tasg(a)etium|Tasgaetium/Tasgetium, Eschenz|Tenedo, Kastell, Bad Zurzach|Sisseln|Tenedo, Bad Zurzach|Castrum Vindonissense, Altenburg bei Brugg (AG)|Bad Zurzach|Zürich|Stein am Rhein|Solothurn|Pfyn|Mumpf|Eschenz|Basel|Arbon|Oberwinterthur (Kreis 2)|Bad Breisig"
Konstantinopel,http://geo-kima.org/place/6927,Constantinople
Halstrup,,
Westerstede,http://sws.geonames.org/2810188,Westerstede
Lins,http://geo-kima.org/place/15138,Lins (Brazil)
Burgforde,,
Alma Friedland,,
Dogehnen,,
Hoboken,http://sws.geonames.org/5099133,Hoboken
Neuyork City,,
Unser Afrika,,
Kalau,,
Wodnian,,
Hodowitz,,
Lodus,,
Dorf-Schellenberg,,
Apolda,http://sws.geonames.org/2955770,Apolda
Steinwenden,http://dare.ht.lu.se/places/19527,Steinwenden
Rockenhausen,http://sws.geonames.org/2846229,Rockenhausen
Dörrmoschel,http://sws.geonames.org/2935553,Dörrmoschel
Niederkir,,
Schönau,http://sws.geonames.org/2837064,Schönau
Bosenbach,http://sws.geonames.org/2945902,Bosenbach
Lüneburg,http://sws.geonames.org/2875115,Lüneburg
Angern,http://sws.geonames.org/2956090,Angern
Fla,http://geo-kima.org/place/6088,Orlando (Fla.)
Haarlem,http://sws.geonames.org/2755003,Haarlem
Niederlan,,
Preu,http://sws.geonames.org/2852144,Preußisch Oldendorf
Freienwalde a. O.,,
Quitzow,,
Wiener Stadttheater,,
Niederhof,,
Lavedan,,
Bona,http://geo-kima.org/place/9882,Annaba (Algeria)
Massiac,http://pleiades.stoa.org/places/138453,Massiac|Massiac
Babenberg,,
Baar,http://dare.ht.lu.se/places/38853,Baar
Südrußland,,
St. Peters,http://dare.ht.lu.se/places/26085,"St Peters Church, Frocester"
Elba,http://geo-kima.org/place/1069,Elba (Italy)
Bockenheim,http://sws.geonames.org/2947355,Bockenheim
Lampasch,,
Lago Maggiore,http://sws.geonames.org/3165134,Tronzano Lago Maggiore
Mailand,http://pleiades.stoa.org/places/383706,"Mediolan(i)um|Mediolanium/Mediolanum, Milano|Milan"
Wesel am Rhein,,
Salzdahlum,,
Verbin,,
Friedrichshagen,http://sws.geonames.org/2924577,Friedrichshagen
Lonkorß,,
Könnemann,,
Karls,,
Lon,http://sws.geonames.org/5097773,Fair Lawn
Bran,http://sws.geonames.org/683890,Bran
Staffelde,,
Nauen,http://geo-kima.org/place/26271,"Nauen (Brandenburg, Germany)"
Bömers,,
Bückeburg,http://sws.geonames.org/2942159,Bückeburg
Hagenburg,http://sws.geonames.org/2912534,Hagenburg
Stadthagen,http://sws.geonames.org/2829777,Stadthagen
Recklinghausen,http://sws.geonames.org/2849647,Recklinghausen
Hattenheim,,
Münden,http://geo-kima.org/place/14882,"Münden (Lower Saxony, Germany)"
Künzelsau,http://sws.geonames.org/2882439,Künzelsau
Dölitz,http://geo-kima.org/place/19733,"Dölitz (Leipzig, Germany)"
Ausbach,,
Münchberg,http://sws.geonames.org/2867726,Münchberg
-- Haus Turn,,
Ornshagen,,
Hohensolms,,
Karwe,,
Ruppin,http://geo-kima.org/place/20567,Neuruppin (Germany)
Tauber,http://sws.geonames.org/2844056,Rothenburg ob der Tauber
Ruhrtal,,
Ahrens,,
Purtersdorf,,
Neu-Prussy,,
Groß-Muckrow,,
San Domenico di Fiesole,,
Hellershausen,,
Dielsdorf,http://sws.geonames.org/2661024,Dielsdorf
Kari,http://sws.geonames.org/2335015,Kari
Tuchel -LRB- Westpreußen,,
Oberita,,
Braga,http://sws.geonames.org/2742031,Braga
Remagen,http://pleiades.stoa.org/places/109281,"Rigomagus|Rigomagus, Remagen|Remagen"
Bleckede,http://sws.geonames.org/2947894,Bleckede
Eldingen,http://sws.geonames.org/2931210,Eldingen
Hollenstedt,http://sws.geonames.org/2900520,Hollenstedt
Osterholz,http://dare.ht.lu.se/places/40986,Osterholz
Wehrstedt,,
Salzdetfurth,http://geo-kima.org/place/24590,Bad Salzdetfurth Region (Germany)
Ehrenbreitstein,http://geo-kima.org/place/18704,"Ehrenbreitstein (Koblenz, Germany)"
Dragoner-Reg,,
Biebrich am Rhein,http://geo-kima.org/place/10438,"Biebrich (Wiesbaden, Germany)"
Sanssouci,http://geo-kima.org/place/6869,Potsdam (Germany)
Hessens,,
Borges,http://sws.geonames.org/3127797,les Borges del Camp
Warendorf,http://sws.geonames.org/2814127,Warendorf
Friedrichsfelde,http://sws.geonames.org/2924599,Friedrichsfelde
Ellerborn,,
Moorbach,,
Wolgast,http://sws.geonames.org/2806501,Wolgast
Garde-Reg,,
Leipz,,
Säcksche Schweiz,,
La Chaux de sonds,,
Bornefeld,,
Jülich,http://dare.ht.lu.se/places/45526,"Kastell, Jülich|Iuliacum|Iuliacum, Jülich|Jülich"
Scha,http://sws.geonames.org/1796372,Shajing
Halle a. Saale,,
Jn,,
Sachsen-Weimar-Eisenach,http://histogis.acdh.oeaw.ac.at/shapes/permalink/6c9dc644787be1f521dab2a72db54a02/,Sachsen-Weimar-Eisenach
Alt-Weimar,,
Frauenburg,http://geo-kima.org/place/17417,Frauenburg (Germany)
Braunsberg,http://sws.geonames.org/3078536,Brušperk
Kulm,http://sws.geonames.org/2773264,Kulm am Zirbitz
München-Gladbach,,
Groß-Glogau,,
München-Pasing,http://geo-kima.org/place/10608,"Munich-Pasing (Munich, Germany)"
Gräfelsing,,
St. Louis,http://sws.geonames.org/4407066,St. Louis
Unseburg,http://sws.geonames.org/2820071,Unseburg
Konstan,,
Emden,http://sws.geonames.org/2930596,Emden
Gerona,http://sws.geonames.org/1713004,Gerona
Haimburg,,
Wolfenbüttel,http://sws.geonames.org/2806914,Wolfenbüttel
Morges,http://sws.geonames.org/2659587,Morges
Lausanne,http://dare.ht.lu.se/places/39561,"temple gallo-romain, Lausanne-Vidy|Lousonna/Lausonna, Lausanne|sanctuaire celte, Lausanne-Vidy|Lousonna|Lousonna/Leusonna, Lausanne-Vidy|Vidy|Lausanne"
Südfrank,,
Blan,,
Helmstedt,http://sws.geonames.org/2906676,Helmstedt
St. Paulus,,
Egg Harbor City,http://sws.geonames.org/4501646,Egg Harbor City
Harrisburg,http://sws.geonames.org/5192726,Harrisburg
Pa.,http://sws.geonames.org/1151528,Pa Sang
Buf,,
Schöp,,
Holzminden,http://geo-kima.org/place/13724,Holzminden (Germany)
Salerno,http://pleiades.stoa.org/places/433075,"Salernum|Salernum, Salerno|Salerno"
Hunzikon-Embrach,,
Weinheim a. d. Bergstraße,,
Zü,,
Bossi-Fredigotti,,
Riedenburg,http://sws.geonames.org/2847231,Riedenburg
Schloß Spauregg,,
Partschins,http://sws.geonames.org/3171468,Parcines
Toblach,http://sws.geonames.org/3177571,Dobbiaco
Halle Theo,,
Dachwitz,,
Bethlehem,http://sws.geonames.org/1019704,Bethlehem
Rejewo,,
Jnowrazlav -LRB- Hohensalza,,
Evanston,http://sws.geonames.org/4891382,Evanston
Mengeringhausen,,
Waldeck-Pyrmont,,
Mee,http://sws.geonames.org/5263045,Milwaukee
Gesau,,
Hohenstein,http://sws.geonames.org/3087708,Pszczółki
Nea,http://pleiades.stoa.org/places/543801,Nea
Mittelmeer,,
Westindiens,,
Syrien,http://geo-kima.org/place/8048,Syria
