116396911,Italienisch,,,,,,,
116397977,Deutsch,Englisch,,,,,,
116412690,Französisch,Spanisch,,,,,,
116460288,Englisch,,,,,,,
116466189,Deutsch,,,,,,,
116472804,Deutsch,,,,,,,
116474343,Deutsch,,,,,,,
116478403,Deutsch,,,,,,,
116490926,Englisch,,,,,,,
116511869,Deutsch,,,,,,,
116512113,Deutsch,,,,,,,
116534427,Deutsch,,,,,,,
116536624,Deutsch,,,,,,,
116550384,Deutsch,,,,,,,
116551593,Dänisch,,,,,,,
116556765,Deutsch,Italienisch,,,,,,
116568593,Deutsch,Englisch,,,,,,
116569379,Deutsch,,,,,,,
116570741,Deutsch,Französisch,,,,,,
116585889,Englisch,Französisch,Polnisch,,,,,
116640758,Deutsch,,,,,,,
116640979,Französisch,Russisch,,,,,,
116661917,Englisch,,,,,,,
116665122,Deutsch,,,,,,,
116666684,Deutsch,,,,,,,
116674415,Deutsch,,,,,,,
116676892,Deutsch,,,,,,,
116679913,Deutsch,,,,,,,
116682477,Deutsch,Französisch,,,,,,
116683287,Deutsch,Russisch,,,,,,
116692448,Altgriechisch,Griechisch,,,,,,
116695188,Deutsch,,,,,,,
116702273,Russisch,,,,,,,
116704713,Deutsch,,,,,,,
116720298,Dänisch,Deutsch,Englisch,Französisch,Italienisch,Norwegisch,Schwedisch,Spanisch
116724900,Deutsch,,,,,,,
116725095,Englisch,Französisch,,,,,,
116726199,Französisch,,,,,,,
116731605,Deutsch,,,,,,,
116737352,Englisch,Französisch,Italienisch,Portugiesisch,Spanisch,,,
116740345,Deutsch,,,,,,,
116741392,Englisch,Französisch,,,,,,
116749911,Deutsch,Englisch,,,,,,
116756799,Französisch,Spanisch,,,,,,
116776439,Deutsch,,,,,,,
116787058,Deutsch,Französisch,Polnisch,,,,,
116788542,Französisch,,,,,,,
116788763,Holländisch,,,,,,,
116836814,Deutsch,Russisch,Spanisch,,,,,
116837357,Deutsch,,,,,,,
116868295,Deutsch,Russisch,,,,,,
116870532,Deutsch,,,,,,,
116875410,Griechisch,Neugriechisch,,,,,,
116880724,Deutsch,Französisch,Ungarisch,,,,,
116885904,Deutsch,,,,,,,
116893281,Deutsch,Französisch,Griechisch,Ungarisch,,,,
116895020,Deutsch,,,,,,,
116896183,Deutsch,,,,,,,
116904755,Deutsch,Englisch,Französisch,Schwedisch,,,,
116905514,Deutsch,Spanisch,,,,,,
116911522,Deutsch,,,,,,,
116914629,Deutsch,,,,,,,
116917466,Deutsch,Französisch,,,,,,
116928654,Englisch,,,,,,,
116931868,Deutsch,Englisch,Französisch,Italienisch,Russisch,,,
116940883,Deutsch,Französisch,,,,,,
116942738,Dänisch,Englisch,Französisch,Italienisch,Norwegisch,Schwedisch,,
116951036,Deutsch,,,,,,,
116978228,Deutsch,,,,,,,
116988053,Deutsch,,,,,,,
117001481,Deutsch,Englisch,,,,,,
117004901,Deutsch,,,,,,,
117006823,Deutsch,Englisch,,,,,,
117028436,Englisch,,,,,,,
117047694,Italienisch,,,,,,,
117050598,Deutsch,Russisch,,,,,,
117067393,Deutsch,,,,,,,
117073989,Englisch,Französisch,Italienisch,,,,,
117078719,Deutsch,,,,,,,
117081124,Norwegisch,,,,,,,
117090166,Deutsch,,,,,,,
117095990,Deutsch,,,,,,,
117104639,Dänisch,Englisch,Französisch,Italienisch,Schwedisch,Spanisch,,
117115797,Deutsch,,,,,,,
117116955,Deutsch,,,,,,,
117155012,Ungarisch,,,,,,,
117156574,Deutsch,Polnisch,,,,,,
117160067,Deutsch,Englisch,Französisch,Holländisch,Italienisch,Schwedisch,Ungarisch,
117160989,Englisch,Französisch,Russisch,,,,,
117192945,Englisch,,,,,,,
117194379,Deutsch,,,,,,,
117212784,Deutsch,Englisch,Französisch,Italienisch,,,,
117258059,Englisch,Französisch,Italienisch,,,,,
117259896,Deutsch,,,,,,,
117275972,Englisch,Französisch,Italienisch,,,,,
117285064,Deutsch,Französisch,Russisch,,,,,
117291226,Deutsch,,,,,,,
117338990,Deutsch,,,,,,,
117349968,Deutsch,,,,,,,
117370231,Deutsch,Englisch,,,,,,
117391662,Deutsch,Englisch,,,,,,
117398225,Deutsch,,,,,,,
117444642,Deutsch,,,,,,,
117452203,Deutsch,,,,,,,
117453072,Deutsch,,,,,,,
117501867,Deutsch,,,,,,,
117502502,Deutsch,,,,,,,
117598127,Deutsch,,,,,,,
117648779,Deutsch,,,,,,,
117687448,Deutsch,,,,,,,
117722375,Deutsch,,,,,,,
117735663,Englisch,,,,,,,
117741302,Deutsch,,,,,,,
117751537,Deutsch,Englisch,Französisch,,,,,
117763519,Deutsch,Italienisch,,,,,,
117764167,Deutsch,,,,,,,
117764558,Deutsch,,,,,,,
117764574,Deutsch,Französisch,,,,,,
117765716,Deutsch,,,,,,,
117767387,Deutsch,Portugiesisch,,,,,,
118070479,Englisch,Französisch,,,,,,
118511688,Deutsch,Englisch,,,,,,
118528661,Deutsch,,,,,,,
118585754,Deutsch,,,,,,,
118590901,Deutsch,Französisch,,,,,,
118605429,Deutsch,,,,,,,
118623249,Russisch,,,,,,,
118636618,Französisch,,,,,,,
118651072,Deutsch,,,,,,,
118662473,Deutsch,,,,,,,
118732382,Deutsch,,,,,,,
118736639,Deutsch,,,,,,,
118744712,Deutsch,,,,,,,
118755455,Deutsch,,,,,,,
118764489,Deutsch,,,,,,,
118812572,Deutsch,,,,,,,
118862979,Deutsch,Englisch,Französisch,Italienisch,Russisch,,,
118878484,Deutsch,,,,,,,
118893416,Deutsch,,,,,,,
118905708,Deutsch,,,,,,,
118938150,Deutsch,,,,,,,
118943324,Deutsch,,,,,,,
118951866,Deutsch,,,,,,,
118979965,Deutsch,,,,,,,
119009331,Dänisch,,,,,,,
119035987,Deutsch,,,,,,,
119060469,Deutsch,,,,,,,
119079682,Deutsch,,,,,,,
119094029,Deutsch,,,,,,,
119136309,Deutsch,Englisch,Französisch,,,,,
119148633,Deutsch,,,,,,,
119369672,Deutsch,Englisch,Holländisch,,,,,
119425270,Deutsch,Englisch,Französisch,,,,,
119452480,Deutsch,,,,,,,
119514125,Deutsch,,,,,,,
119540223,Deutsch,,,,,,,
119549263,Ungarisch,,,,,,,
120473437,Deutsch,,,,,,,
120510774,Deutsch,,,,,,,
121023680,Italienisch,,,,,,,
121287939,Englisch,,,,,,,
121344134,Deutsch,,,,,,,
121654710,Russisch,,,,,,,
121927075,Deutsch,Italienisch,,,,,,
121989461,Englisch,,,,,,,
124070019,Deutsch,,,,,,,
124372015,Deutsch,,,,,,,
126043949,Deutsch,,,,,,,
126207720,Französisch,Italienisch,,,,,,
126219516,Englisch,,,,,,,
126307024,Französisch,,,,,,,
126425329,Deutsch,Englisch,Französisch,,,,,
126739684,Englisch,Italienisch,Schwedisch,,,,,
126904812,Deutsch,,,,,,,
127347976,Deutsch,,,,,,,
127476660,Deutsch,,,,,,,
127614060,Deutsch,,,,,,,
127680071,Deutsch,,,,,,,
127680381,Englisch,Französisch,Italienisch,,,,,
127684050,Deutsch,Norwegisch,,,,,,
127834508,Deutsch,,,,,,,
128025905,Deutsch,Englisch,Französisch,Italienisch,Spanisch,,,
128079673,Französisch,,,,,,,
128579501,Deutsch,,,,,,,
129240230,Italienisch,,,,,,,
129807370,Deutsch,Französisch,,,,,,
130225606,Deutsch,,,,,,,
132244829,Deutsch,Englisch,,,,,,
132387085,Englisch,,,,,,,
132777517,Deutsch,,,,,,,
133737144,Englisch,,,,,,,
133823407,Deutsch,,,,,,,
133861643,Deutsch,,,,,,,
133892956,Deutsch,,,,,,,
135733057,Englisch,Französisch,,,,,,
136051359,Persisch,,,,,,,
136186718,Deutsch,,,,,,,
136302092,Englisch,,,,,,,
137100914,Norwegisch,,,,,,,
138103534,Italienisch,,,,,,,
138677360,Deutsch,,,,,,,
138696640,Französisch,,,,,,,
138901392,Deutsch,Norwegisch,,,,,,
139515038,Deutsch,Italienisch,,,,,,
139936408,Deutsch,,,,,,,
140174877,Deutsch,Englisch,Italienisch,,,,,
140849203,Dänisch,Englisch,Französisch,Italienisch,,,,
143433474,Englisch,Französisch,,,,,,
155409921,Deutsch,Französisch,,,,,,
171981804,Deutsch,,,,,,,
181997142,Deutsch,Französisch,,,,,,
189557354,Deutsch,Englisch,,,,,,
1011265028,Deutsch,Englisch,Französisch,,,,,
1012535169,Englisch,Französisch,,,,,,
1017183406,Deutsch,Englisch,,,,,,
1017906343,Deutsch,,,,,,,
1018621113,Englisch,Französisch,Italienisch,,,,,
1022349503,Französisch,,,,,,,
1023822288,Deutsch,Französisch,,,,,,
1024105679,Deutsch,,,,,,,
1027015999,Deutsch,,,,,,,
1028198051,Englisch,,,,,,,
1029760942,Englisch,,,,,,,
1031351493,Deutsch,,,,,,,
1033382078,Deutsch,,,,,,,
1033927880,Deutsch,,,,,,,
1034676032,Deutsch,,,,,,,
1034711822,Englisch,,,,,,,
1034711873,Deutsch,,,,,,,
1035136015,Deutsch,,,,,,,
1036250822,Russisch,,,,,,,
1036590690,Deutsch,,,,,,,
1037385896,Deutsch,,,,,,,
1038384680,Holländisch,Portugiesisch,,,,,,
1043624392,Deutsch,,,,,,,
1043724397,Deutsch,Englisch,Italienisch,,,,,
1044454164,Deutsch,,,,,,,
1046764799,Deutsch,,,,,,,
1046933698,Deutsch,,,,,,,
1047081822,Deutsch,,,,,,,
1047219018,Deutsch,,,,,,,
1049272595,Französisch,,,,,,,
1050396251,Deutsch,,,,,,,
1050402022,Englisch,Französisch,Holländisch,,,,,
1050425006,Italienisch,,,,,,,
1050426916,Französisch,,,,,,,
1050460618,Deutsch,,,,,,,
1050460677,Russisch,Schwedisch,,,,,,
1050469399,Deutsch,Französisch,,,,,,
1050524160,Französisch,,,,,,,
1050530055,Englisch,Französisch,,,,,,
1050530144,Englisch,Griechisch,Latein,,,,,
1050531841,Deutsch,,,,,,,
1050551559,Englisch,,,,,,,
1051212774,Englisch,Französisch,,,,,,
1055098895,Deutsch,,,,,,,
1055113177,Deutsch,,,,,,,
1055113584,Englisch,Französisch,,,,,,
1055113746,Deutsch,Ungarisch,,,,,,
1055195238,Französisch,,,,,,,
1055245901,Deutsch,Serbisch,,,,,,
1055391517,Deutsch,,,,,,,
1056444746,Deutsch,Französisch,,,,,,
1058086847,Italienisch,,,,,,,
1058565532,Englisch,Französisch,,,,,,
1060114836,Deutsch,,,,,,,
1064856713,Deutsch,Französisch,,,,,,
1066290253,Russisch,,,,,,,
1067675957,Englisch,Italienisch,Latein,,,,,
1068652934,Englisch,Französisch,Italienisch,Spanisch,,,,
1068734264,Deutsch,Griechisch,Latein,,,,,
1069087866,Deutsch,,,,,,,
1069358355,Russisch,,,,,,,
1071551795,Deutsch,,,,,,,
1073358755,Deutsch,,,,,,,
1073650030,Latein,,,,,,,
1074211324,Deutsch,,,,,,,
1079281525,Deutsch,,,,,,,
1080249532,Deutsch,,,,,,,
1081319747,Deutsch,Englisch,Französisch,Griechisch,,,,
1089407114,Deutsch,,,,,,,
1089478542,Englisch,Französisch,Italienisch,Russisch,,,,
1089582196,Deutsch,,,,,,,
1089926413,Englisch,Französisch,,,,,,
1090907885,Deutsch,,,,,,,
1095668676,Latein,,,,,,,
1095905597,Englisch,,,,,,,
1102900117,Deutsch,Englisch,,,,,,
1123171327,Englisch,Französisch,Italienisch,Polnisch,,,,
1139298739,Deutsch,,,,,,,
1140856634,Deutsch,,,,,,,
1143617681,Deutsch,,,,,,,
1144986044,Deutsch,,,,,,,
1159076332,Deutsch,,,,,,,
1159716285,Italienisch,,,,,,,
1162901772,Englisch,Französisch,,,,,,
1163293105,Deutsch,,,,,,,
1176533886,Englisch,Französisch,Holländisch,,,,,
1179380533,Englisch,Französisch,Italienisch,,,,,
1183333269,Deutsch,,,,,,,
1192035429,Englisch,Schwedisch,,,,,,
1200424123,Deutsch,,,,,,,
1202635008,Deutsch,Französisch,,,,,,
1206659122,Dänisch,,,,,,,
1206899263,Englisch,Französisch,,,,,,
1207249734,Deutsch,,,,,,,
1211011550,Deutsch,,,,,,,
1216357471,Deutsch,Holländisch,Niederländisch,,,,,
1217687300,Englisch,Französisch,Italienisch,,,,,
1220703885,Französisch,,,,,,,
1221312448,Deutsch,Englisch,,,,,,
1225862337,Deutsch,,,,,,,
1226177204,Englisch,Französisch,,,,,,
1237155010,Portugiesisch,,,,,,,
1244773581,Schwedisch,,,,,,,
1246479400,Deutsch,,,,,,,
1255001070,Englisch,,,,,,,
1256135534,Deutsch,Englisch,Französisch,Polnisch,Schwedisch,,,
1262247128,Deutsch,,,,,,,
1262495377,Deutsch,,,,,,,
1262600480,Englisch,Französisch,,,,,,
1269902091,Englisch,Italienisch,,,,,,
1270090577,Deutsch,Portugiesisch,,,,,,
1279344814,Deutsch,,,,,,,
1284086801,Deutsch,,,,,,,
1285093038,Deutsch,,,,,,,
1290490864,Deutsch,Englisch,Französisch,,,,,
1290838747,Deutsch,,,,,,,
1299895107,Russisch,,,,,,,
1314717421,Deutsch,Russisch,,,,,,
10136279X,Griechisch,,,,,,,
104215628X,Deutsch,,,,,,,
104264604X,Dänisch,Französisch,Italienisch,Russisch,Spanisch,Ungarisch,,
104284867X,Deutsch,Französisch,,,,,,
10430992X,Deutsch,Norwegisch,,,,,,
104449610X,Deutsch,Litauisch,,,,,,
104821561X,Deutsch,,,,,,,
104917660X,Deutsch,,,,,,,
110981321X,Deutsch,,,,,,,
11367645X,Englisch,Russisch,,,,,,
114306707X,Englisch,Französisch,Italienisch,Spanisch,,,,
115753130X,Deutsch,,,,,,,
11600987X,Deutsch,Französisch,,,,,,
11609835X,Deutsch,Englisch,Französisch,,,,,
11614730X,Deutsch,Englisch,Französisch,Griechisch,Latein,Lettisch,Russisch,
11617790X,Deutsch,Französisch,,,,,,
11620186X,Deutsch,,,,,,,
11624285X,Englisch,,,,,,,
11664365X,Deutsch,,,,,,,
11675642X,Deutsch,,,,,,,
11691730X,Deutsch,Französisch,,,,,,
11701866X,Deutsch,Englisch,Französisch,Italienisch,,,,
11702340X,Deutsch,,,,,,,
11726041X,Französisch,,,,,,,
11727240X,Französisch,,,,,,,
11732065X,Deutsch,,,,,,,
11735967X,Englisch,,,,,,,
11739095X,Deutsch,Ungarisch,,,,,,
11741199X,Englisch,Italienisch,,,,,,
11773781X,Französisch,,,,,,,
11776292X,Deutsch,,,,,,,
117848131X,Deutsch,Englisch,,,,,,
11852643X,Deutsch,,,,,,,
11856935X,Deutsch,,,,,,,
11867353X,Deutsch,,,,,,,
11883018X,Deutsch,,,,,,,
11909763X,Englisch,Französisch,Holländisch,Polnisch,Spanisch,,,
11929351X,Deutsch,,,,,,,
120702547X,Deutsch,,,,,,,
12159811X,Deutsch,,,,,,,
123274011X,Deutsch,Englisch,,,,,,
124380517X,Deutsch,,,,,,,
12655028X,Deutsch,,,,,,,
126911705X,Deutsch,,,,,,,
12741973X,Russisch,,,,,,,
12761009X,Englisch,Französisch,,,,,,
12798545X,Deutsch,Italienisch,,,,,,
12806532X,Deutsch,,,,,,,
128603695X,Deutsch,Englisch,Italienisch,,,,,
131492818X,Deutsch,,,,,,,
14130278X,Englisch,Französisch,,,,,,
14386498X,Deutsch,,,,,,,
