gnd,wohnort_1,wohnort_2,wohnort_3,wohnort_4,wohnort_5,wohnort_6,wohnort_7,wohnort_8,wohnort_9,wohnort_10,wohnort_11,wohnort_12,wohnort_13,wohnort_14,wohnort_15,wohnort_16,wohnort_17,wohnort_18
1026100895,Breslau,Abbazia,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1026696305,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1027015999,Demmin,Wien,Stuttgart,Pölitz,Leipzig,Berlin,Weimar,München,Greifswald,.,.,.,.,.,.,.,.,.
1027642004,Basel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1028178271,Zittau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1028198051,Düsseldorf,Linz a. d. Donau,Bonn,Neuwied,Linz,Neuwied a. Rh.,.,.,.,.,.,.,.,.,.,.,.,.
1029299153,Rom,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1029482284,Osnabrück,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1029760942,Iena,Paris,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1030040192,Stettin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1031202307,Nortwich Cheshire,Dresden,Hall,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1031351493,Grimsby,Kottbus,Kosel,Libau,Wesel,.,.,.,.,.,.,.,.,.,.,.,.,.
1032020644,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1032746173,Freiberg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1032972718,Sand,Breslau,Nicoline,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1033376272,Bremen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1033382078,Wien,Friedland,Friedland,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1033437093,Wien,Wiesbaden,Wien,Rom,Rom,Wien,Rom,Rom,.,.,.,.,.,.,.,.,.,.
1033666408,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1033724394,Wolfenbüttel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1033804320,St. Wendel,Trier,Brugg,Köln,München,Köln am Rhein,.,.,.,.,.,.,.,.,.,.,.,.
1033927880,Doberan,Rostock,Bolhagen,Dresden,Warnemünde,.,.,.,.,.,.,.,.,.,.,.,.,.
1034654721,Hannover,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1034664557,Waldeck,Rostock,Berlin,Bad Pyrmont,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1034664581,Limmer,Hainholz,Verden,Hannover,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1034670573,Crimmitschau,Neuchâtel,Rom,Paris,Florenz,München,Rom,Dresden,.,.,.,.,.,.,.,.,.,.
1034675095,Rom,Leipzig,Berlin,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1034676032,Oppeln,Hildesheim,Berlin,Honkong,Stade,.,.,.,.,.,.,.,.,.,.,.,.,.
1034711822,Verden,Limburg,Hannover,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1034711873,Braunschweig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1034725386,Wandsbeck,Göttingen,Lüneburg,Fallingbostel,Bremen,Osnabrück,.,.,.,.,.,.,.,.,.,.,.,.
1034727141,Papenburg,Hannover,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1034727796,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1034898817,Hameln,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1034932500,Lüneburg,Schneverdingen,Soltau,Bremen,Erfurt,.,.,.,.,.,.,.,.,.,.,.,.,.
1034942549,Hannover,Stade,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1034942638,Bremen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1035095416,Hannover,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1035136015,Hanau,Waldhausen,Hannover,Bremen,Oldenburg,Apen,.,.,.,.,.,.,.,.,.,.,.,.
1035147289,Hildesheim,Lingen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1035151855,Hohenberg,Hannover,Polkritz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1035175304,Clausthal,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1035175320,Hannover,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1035443260,Lehesten,Berlin,Altenburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1035485036,Kissingen,Stein,Würzburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1035517965,Lenzburg,Basel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1035567520,Melle,Hamburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1035571773,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1035607891,Gotha,Gotha,Marienthal,Schnepfenthal,Liebenstein,.,.,.,.,.,.,.,.,.,.,.,.,.
1035685868,Helmstädt,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1035711362,Schweidnitz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1036250822,Pest,Wien,Rom,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1036403866,Sand,Wernigerode,Elbingerode,Derenburg,Elbing,.,.,.,.,.,.,.,.,.,.,.,.,.
1036485811,Bremen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1036555941,Bern,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1036590674,Striessen,Rom,Rom,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1036590690,Thale,Berlin,Stein,Strassburg,Rom,Strassb,Berlin,Rom,.,.,.,.,.,.,.,.,.,.
1036654591,Mainz,Wiesbaden,Wien,Rom,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.
1036663809,Kassel,Fronhausen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1036678431,Wien,Grein a. d. Donau,Wien,Wasserburg,Wien,Freistadt,.,.,.,.,.,.,.,.,.,.,.,.
1036716937,Breslau,Rom,Berlin,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1036786773,Berlin,Steglitz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1036987191,Bern,Niederösch,Bötzingen,Liestal,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1037261437,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1037315545,Bremen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1037376838,Linz an der Donau,Königslutter,Linz,Braunschweig,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1037385896,Olten,Glarus,Basel,Solothurn,Zürich,.,.,.,.,.,.,.,.,.,.,.,.,.
1037888944,Elbing,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1037993403,Wien,Rom,Budapest,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1038083257,Minden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1038112206,Niederlössnitz,Tübingen,Dorpat,Riga,Villa Baltenhort,Dresden,.,.,.,.,.,.,.,.,.,.,.,.
1038153301,Augsburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1038207568,Lauban,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1038220408,Rom,Rudolstadt,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1038384680,Perleberg,Stein,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1038453852,Charlottenburg,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1038544440,Königsberg,Schwerin,Wehlau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1038567041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1038589215,Cöslin,Rom,Aalen,Berlin,Mülhausen,Rom,.,.,.,.,.,.,.,.,.,.,.,.
1038589886,Schillingsfürst,Strassburg,Metz,Rom,Strassb,Eimbeck,Hannover,München,Rom,.,.,.,.,.,.,.,.,.
1038657563,Schwerin,Rostock,Lubtheen,Schwerin,Forst,Rostock,Lubtheen,.,.,.,.,.,.,.,.,.,.,.
1038681502,Breslau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1038714656,Altgersdorf,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1038723981,Grossgartach,Heilbronn,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1038749298,Bielefeld,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1038797543,Hill,Rom,Meran,Leipzig,Berlin,Rom,Stralsund,Hill,.,.,.,.,.,.,.,.,.,.
1041310625,Berlin,Freiburg,London,Düren,Godesberg,.,.,.,.,.,.,.,.,.,.,.,.,.
1041311753,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1041571119,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1041679858,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1042010137,Stuttgart,Ludwigsburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1042539057,Ludwigsburg,Greifswald,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1042694060,Lüderode,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1042981434,Basel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1043034757,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1043068678,München,Münchens,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1043131582,Breslau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1043232176,Strassburg,Strassb,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1043309667,Kassel,Bamberg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1043596488,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1043617639,Heilbronn,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1043624392,Hamburg,Eilbeck,Ratzeburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1043724397,Königsberg,Stuttgart,Rom,Leipzig,Berlin,Rom,.,.,.,.,.,.,.,.,.,.,.,.
1043827072,Schloss Barottwitz,Breslau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1043827099,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1043980830,Prag,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1044003480,Prag,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1044049316,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1044099062,Rom,Kottbus,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1044115831,Wien,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1044187468,Hausach,Neuwied,Krefeld,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1044409185,Werne,Osterburg,Roennebeck,Troppau,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1044454164,Grünberg,Leipzig,Berlin,Ansbach,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1044745762,Oschersleben,Eisleben,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1044766867,Arolsen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1044880163,Iena,Stuttgart,Leipzig,Potsdam,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1045064297,Leipzig,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1045331635,Bonn,Paris,Koblenz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1045408530,Schwerin,Davos,Schwerin,Königsberg,Schwerin,Königsberg,Tilsit,Schwerin,.,.,.,.,.,.,.,.,.,.
1045412090,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1045570532,Hamburg,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1045657875,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1046073117,Bad Homburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1046149725,Basel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1046197207,Köln,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1046326279,Breslau,Beuthen,Myslowitz,Wien,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.
1046359614,Kassel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1046375539,Hagen,Kleeburg,Rappoltsweiler,Hagenau,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1046400339,Wien,.,.,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1046579908,Hamburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1046593803,Prag,Wien,Rom,Hamburg,Graz,Rom,.,.,.,.,.,.,.,.,.,.,.,.
1046645218,Breslau,Leipzig,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1046704664,Braunschweig,Destädt,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1046759248,Rom,Hermsdorf,Pirna,Rom,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.
1046764799,Naumburg,Winzig,Kottwitz,Haide,Eisleben,Sand,Hamburg,.,.,.,.,.,.,.,.,.,.,.
1046800779,Wittenburg,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1046815660,Nürnberg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1046882597,Zürich,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1046917269,Tübingen,Stuttgart,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1046933698,Hagen,Schwerin,Lauenburg,Berlin,Erfurt,Sterley,.,.,.,.,.,.,.,.,.,.,.,.
1046967932,Forst,Hanau,Wien,Forst,Wien,Temesvar,.,.,.,.,.,.,.,.,.,.,.,.
1046977032,Charlottenburg,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1047081822,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1047219018,Arnsberg,Danzig,Elberfeld,Berlin,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.
1047261111,Rom,Leipzig,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1047563738,Halle a. S.,Rom,Halle,Berlin,Rom,Gommern,Hall,.,.,.,.,.,.,.,.,.,.,.
1047619199,Wien,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1047823918,Wörlitz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1047849720,Loschitz,Meran,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1047918196,Gramzow,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1048569284,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1048593584,Zürich,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1049184726,Nordhausen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1049272595,Bromberg,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1049303652,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1049309367,Prag,Rom,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1049351363,Charlottenburg,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1049414144,Steinau,Pressburg,Stein,Wien,Troppau,Wien,Steinau,Stein,Steinau,Stein,.,.,.,.,.,.,.,.
1049486617,Stein,Stein,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1049667921,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1049681932,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1049743458,Wien,Fels,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1049760670,Petersburg,St. Petersburg,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1049834992,New-York,Erfurt,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050005465,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050008413,Fraustadt,Geinersdorf,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050041070,Hamburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050316118,Stuttgart,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050395484,Halberstadt,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050395611,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050396251,Magdeburg,Neuhaldensleben,Deuben,Braunschweig,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.
1050402022,Königswinter,Königswinter a. Rh.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050402502,Berlin,Weimar,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050424506,Tondern,Schleswig,Kiel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050424514,Wiesbaden,Luxemburg,Koblenz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050425006,Bern,Bern,Grabow,Friesack,Briesen,Berlin,.,.,.,.,.,.,.,.,.,.,.,.
1050426916,Adelsheim,Heidelberg,Schatthausen,Karlsruhe,Schönau,Baierthal,.,.,.,.,.,.,.,.,.,.,.,.
1050427335,Königsberg,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050460154,Hainholz,Rinteln,Göttingen,Rom,Kassel,Rodenberg,Rom,.,.,.,.,.,.,.,.,.,.,.
1050460316,Wien,Stuttgart,Berlin,München,Regensburg,.,.,.,.,.,.,.,.,.,.,.,.,.
1050460537,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050460618,St. Louis,Potsdam,Berlin,Kartzow,Rom,Leipzig,Kartzow,Rom,.,.,.,.,.,.,.,.,.,.
1050460677,Rom,Riga,Rom,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050469399,Paris,Hamburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050470672,Halle a. S.,Stein,Hooksiel a. d. Iade,Halle,New-York,Leipzig,Eisleben,Dresden,Hall,Droyssig,Iever,.,.,.,.,.,.,.
1050471105,Masselwitz,Breslau,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050471156,Klein-Nuhr,Wehlau,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050471504,Würzburg,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050477189,Paderborn,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050519035,Wesel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050524160,Strehlen,Lindenau,Nizza,Gaudenzdorf,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.
1050530055,Frankfurt a. M.,Fulda,Hannover,Westend,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050530144,Belzig,Landsberg,Neu-Mecklenburg,Wormsfelde,Worms,Neumark,Dresden,.,.,.,.,.,.,.,.,.,.,.
1050531841,Itzehoe,Eckernförde,Hamburg,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050532287,Werne,Hamburg,Werne,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050532317,Ostrowo,Posen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050537270,Elberfeld,Neviges,Velbert,Hückeswagen,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050537343,Prag,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050537971,Grumbach,Langensalza,Weimar,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050548779,Reichenberg,Brixen,Forst,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050549279,Neisse,Rom,Fehmarn,Lübeck,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.
1050550889,Pinneberg,Helmstedt,Hamburg,Karlsruhe,Riga,Giessen,Allermähe,.,.,.,.,.,.,.,.,.,.,.
1050551559,Wien,Pancsova,Budapest,Fels,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050552660,Königsberg,Berlin,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050554019,Arnsberg,Bonn,Arnsberg i. Westf,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050554299,Chemnitz,Markdorf,Burgstädt,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050554450,Altenessen,Recklinghausen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1051212774,Trier,Rom,Grünstadt,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1051418798,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1051469961,Riga,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1051470056,Weiden,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1052709915,Schwerin,Hamburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1052852955,Reichenberg,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1053050976,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1053265417,Schwartau,Lübeck,Neustadt,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1053265816,Bielefeld,Porto,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1053300034,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1055093389,Bielefeld,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1055098747,Ries,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1055098763,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1055098895,Danzig,Lebno,Bremen,Genf,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1055099514,Wien,Rom,Graz,Budweis,Rom,Pilsen,.,.,.,.,.,.,.,.,.,.,.,.
1055100784,Fürth,Hall,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1055109374,Hornsmühlen,Bremen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1055112456,Tilsit,Glogau,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1055113177,Mitau,Sellgallen,Mitau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1055113223,Bern,Rom,Beesckow,Gramzow,Leipzig,Potsdam,Berlin,Zerrenthin,Rom,.,.,.,.,.,.,.,.,.
1055113363,Mariendorf,Waldenburg,Rom,Berlin,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.
1055113584,Stein,Stein,Freiburg,Fürth,Badenweiler,Rom,Basel,Leipzig,Nürnberg,Rom,Freiburg i. B,.,.,.,.,.,.,.
1055113746,Pressburg,Pressburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1055119515,Hildesheim,Gerstenberg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1055119531,Berlin,Boitzenburg,Boitzenburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1055181571,Magdeburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1055185577,Potsdam,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1055195238,Charlottenburg,Rom,Leipzig,Berlin,Wilmersdorf,Rom,.,.,.,.,.,.,.,.,.,.,.,.
1055234748,Barmen,Ronsdorf,Athen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1055245901,Bern,Esseg,Mostar,Sarajevo,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1055391517,Rom,Neumark,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1055528598,Klausthal,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1055591559,Bern,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1055693386,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1055758313,Loschwitz,Dresden,Greifswald,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1055961984,Nordeck,Post Fronhausen,Schwerin,Fronhausen,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1056444746,Pest,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1057554960,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1057574325,Goldap,Rom,Berlin,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1057578541,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1057583626,Fels,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1057765139,Eisenach,Bielefeld,Wiesbaden,Rüdesheim,Riga,Erfurt,Rüdesheim,.,.,.,.,.,.,.,.,.,.,.
1057768057,Magdeburg,Posen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1057769630,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1057770280,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1057770485,Frankfurt a. M.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1058086847,Kopenhagen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1058458868,Husum,Schleswig,Lübeck,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1058565532,Münster,Drolshagen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1059147815,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1059463229,Braunschweig,Rom,Berlin,Rom,Rom,Berlin,Rom,.,.,.,.,.,.,.,.,.,.,.
1059890852,Reudnitz,Altenburg,Rünzheim,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1060114836,Oranienburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1060236745,Bern,Wien,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1061046710,Rom,Rom,Stapelmoor,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1063011841,Freiberg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1063133041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1063350905,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1064856713,Paris,Karlsruhe,Genf,Regensburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1065065310,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1066253897,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1066290253,Luschwitz,Leipzig,Berlin,Iserlohn,Duninow,Posen,.,.,.,.,.,.,.,.,.,.,.,.
1067650253,Rom,Berlin,Rom,Rom,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.
1067651438,Glogau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1067675957,Lichtenthai,Lichtenthal,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1068188561,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
